index,date,province,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,TotalCases,DailyTotals,TotalDeaths,DailyDeaths,TotalRecovered,DailyRecovered,population
916,2020-05-27,QUEBEC,-28.0,-4.0,82.0,-55.0,-44.0,16.0,49139,541,4228,89,15319,320,8552362
917,2020-05-27,SASKATCHEWAN,-17.0,11.0,63.0,-38.0,-36.0,12.0,637,3,10,2,559,10,1181987
918,2020-05-28,ALBERTA,-19.0,9.0,63.0,-55.0,-41.0,15.0,6955,29,143,2,6160,54,4428247
919,2020-05-28,BRITISH COLUMBIA,-26.0,4.0,121.0,-47.0,-41.0,15.0,2558,8,164,2,2153,9,5120184
920,2020-05-28,MANITOBA,-15.0,12.0,29.0,-50.0,-36.0,14.0,294,2,7,0,273,2,1379121
921,2020-05-28,NEW BRUNSWICK,-5.0,1.0,156.0,-22.0,-36.0,10.0,126,3,0,0,120,0,780890
922,2020-05-28,NEWFOUNDLAND AND LABRADOR,-19.0,-7.0,74.0,-60.0,-44.0,12.0,261,1,3,0,255,0,520437
923,2020-05-28,NOVA SCOTIA,-16.0,-1.0,228.0,-48.0,-46.0,13.0,1055,2,59,0,977,2,978274
924,2020-05-28,ONTARIO,-36.0,-9.0,13.0,-58.0,-52.0,21.0,26866,383,2189,34,20673,301,14745040
925,2020-05-28,QUEBEC,-30.0,-5.0,85.0,-55.0,-44.0,17.0,49702,563,4302,74,15618,299,8552362
926,2020-05-28,SASKATCHEWAN,-12.0,20.0,122.0,-34.0,-36.0,11.0,639,2,10,0,568,9,1181987
927,2020-05-29,ALBERTA,-23.0,7.0,71.0,-52.0,-40.0,14.0,6979,24,143,0,6220,60,4428247
928,2020-05-29,BRITISH COLUMBIA,-26.0,3.0,125.0,-45.0,-40.0,13.0,2562,4,164,0,2170,17,5120184
929,2020-05-29,MANITOBA,-18.0,6.0,72.0,-47.0,-37.0,13.0,294,0,7,0,273,0,1379121
930,2020-05-29,NEW BRUNSWICK,-15.0,-3.0,112.0,-27.0,-36.0,11.0,128,2,0,0,120,0,780890
931,2020-05-29,NEWFOUNDLAND AND LABRADOR,-22.0,0.0,169.0,-51.0,-24.0,11.0,261,0,3,0,255,0,520437
932,2020-05-29,NOVA SCOTIA,-26.0,-6.0,86.0,-49.0,-44.0,15.0,1055,0,59,0,978,1,978274
933,2020-05-29,ONTARIO,-38.0,-10.0,17.0,-57.0,-50.0,21.0,27210,344,2230,41,20983,310,14745040
934,2020-05-29,QUEBEC,-36.0,-10.0,39.0,-55.0,-42.0,18.0,50232,530,4363,61,15908,290,8552362
935,2020-05-29,SASKATCHEWAN,-19.0,13.0,108.0,-34.0,-35.0,10.0,641,2,10,0,570,2,1181987
936,2020-05-30,ALBERTA,-23.0,6.0,138.0,-36.0,-12.0,4.0,6992,13,143,0,6245,25,4428247
937,2020-05-30,BRITISH COLUMBIA,-35.0,-4.0,0.0,-47.0,-21.0,10.0,2573,11,164,0,2181,11,5120184
938,2020-05-30,MANITOBA,-20.0,2.0,125.0,-32.0,-10.0,4.0,294,0,7,0,278,5,1379121
939,2020-05-30,NEW BRUNSWICK,-22.0,-13.0,84.0,-27.0,-8.0,5.0,129,1,0,0,120,0,780890
940,2020-05-30,NEWFOUNDLAND AND LABRADOR,-26.0,-3.0,104.0,-57.0,-10.0,5.0,261,0,3,0,255,0,520437
941,2020-05-30,NOVA SCOTIA,-34.0,-16.0,43.0,-46.0,-18.0,9.0,1056,1,60,1,978,0,978274
942,2020-05-30,ONTARIO,-36.0,-9.0,67.0,-41.0,-16.0,9.0,27533,323,2247,17,21353,370,14745040
943,2020-05-30,QUEBEC,-35.0,-9.0,70.0,-40.0,-10.0,9.0,50651,419,4439,76,16070,162,8552362
944,2020-05-30,SASKATCHEWAN,-23.0,10.0,139.0,-23.0,-9.0,4.0,645,4,10,0,580,10,1181987
945,2020-05-31,ALBERTA,-28.0,-11.0,21.0,-47.0,-16.0,6.0,7010,18,143,0,6283,38,4428247
946,2020-05-31,BRITISH COLUMBIA,-29.0,-4.0,50.0,-40.0,-19.0,7.0,2573,0,164,0,2181,0,5120184
947,2020-05-31,MANITOBA,-18.0,0.0,160.0,-37.0,-12.0,1.0,295,1,7,0,278,0,1379121
948,2020-05-31,NEWFOUNDLAND AND LABRADOR,-1.0,8.0,180.0,-49.0,6.0,-1.0,261,0,3,0,255,0,520437
949,2020-05-31,NOVA SCOTIA,5.0,23.0,321.0,-25.0,2.0,-1.0,1056,0,60,0,981,3,978274
950,2020-05-31,ONTARIO,-32.0,-12.0,84.0,-44.0,-15.0,7.0,27859,326,2266,19,21810,457,14745040
951,2020-05-31,QUEBEC,-36.0,-20.0,57.0,-45.0,-9.0,7.0,51059,408,4641,202,16346,276,8552362
952,2020-05-31,SASKATCHEWAN,-21.0,4.0,138.0,-34.0,-11.0,3.0,646,1,11,1,582,2,1181987
953,2020-06-01,ALBERTA,-15.0,6.0,52.0,-53.0,-40.0,13.0,7044,34,143,0,6501,218,4428247
954,2020-06-01,BRITISH COLUMBIA,-23.0,3.0,100.0,-45.0,-39.0,13.0,2597,24,166,2,2207,26,5120184
955,2020-06-01,MANITOBA,-7.0,8.0,101.0,-44.0,-34.0,10.0,295,0,7,0,278,0,1379121
956,2020-06-01,NEW BRUNSWICK,-3.0,-5.0,99.0,-25.0,-32.0,9.0,132,0,0,0,120,0,780890
957,2020-06-01,NOVA SCOTIA,-18.0,-6.0,132.0,-45.0,-44.0,13.0,1057,1,60,0,984,3,978274
958,2020-06-01,ONTARIO,-31.0,-6.0,79.0,-54.0,-49.0,17.0,28263,404,2276,10,22153,343,14745040
959,2020-06-01,QUEBEC,-22.0,-7.0,70.0,-53.0,-40.0,14.0,51354,295,4661,20,16597,251,8552362
960,2020-06-01,SASKATCHEWAN,-11.0,15.0,121.0,-38.0,-35.0,9.0,646,0,11,0,588,6,1181987
961,2020-06-02,ALBERTA,-17.0,7.0,90.0,-53.0,-40.0,14.0,7057,13,143,0,6537,36,4428247
962,2020-06-02,BRITISH COLUMBIA,-27.0,0.0,51.0,-51.0,-39.0,15.0,2601,4,165,-1,2229,22,5120184
963,2020-06-02,MANITOBA,-10.0,11.0,114.0,-41.0,-33.0,11.0,297,2,7,0,278,0,1379121
964,2020-06-02,NEW BRUNSWICK,-10.0,-6.0,107.0,-22.0,-33.0,9.0,133,1,0,0,120,0,780890
965,2020-06-02,NEWFOUNDLAND AND LABRADOR,-28.0,-16.0,2.0,-61.0,-43.0,14.0,261,0,3,0,256,1,520437
966,2020-06-02,NOVA SCOTIA,-24.0,-9.0,83.0,-51.0,-46.0,15.0,1057,0,60,0,992,8,978274
967,2020-06-02,ONTARIO,-34.0,-6.0,51.0,-55.0,-49.0,18.0,28709,446,2293,17,22484,331,14745040
968,2020-06-02,QUEBEC,-27.0,-8.0,72.0,-54.0,-41.0,15.0,51593,239,4713,52,16803,206,8552362
969,2020-06-02,SASKATCHEWAN,-14.0,13.0,152.0,-33.0,-34.0,10.0,646,0,11,0,602,14,1181987
970,2020-06-03,ALBERTA,-17.0,8.0,59.0,-53.0,-40.0,14.0,7076,19,145,2,6587,50,4428247
971,2020-06-03,BRITISH COLUMBIA,-25.0,1.0,103.0,-46.0,-40.0,14.0,2623,22,166,1,2243,14,5120184
972,2020-06-03,MANITOBA,-8.0,9.0,110.0,-42.0,-32.0,11.0,298,1,7,0,282,4,1379121
973,2020-06-03,NEW BRUNSWICK,-9.0,-5.0,81.0,-25.0,-33.0,10.0,135,2,0,0,120,0,780890
974,2020-06-03,NEWFOUNDLAND AND LABRADOR,-19.0,-6.0,106.0,-54.0,-42.0,11.0,261,0,3,0,256,0,520437
975,2020-06-03,NOVA SCOTIA,-28.0,-13.0,17.0,-55.0,-47.0,17.0,1058,1,60,0,993,1,978274
976,2020-06-03,ONTARIO,-33.0,-6.0,58.0,-55.0,-49.0,19.0,29047,338,2312,19,22811,327,14745040
977,2020-06-03,QUEBEC,-29.0,-8.0,61.0,-54.0,-41.0,16.0,51884,291,4794,81,17098,295,8552362
978,2020-06-03,SASKATCHEWAN,-17.0,14.0,86.0,-41.0,-34.0,12.0,647,1,11,0,602,0,1181987
979,2020-06-04,ALBERTA,-18.0,8.0,52.0,-54.0,-40.0,14.0,7091,15,146,1,6611,24,4428247
980,2020-06-04,BRITISH COLUMBIA,-25.0,2.0,92.0,-47.0,-39.0,14.0,2632,9,166,0,2265,22,5120184
981,2020-06-04,MANITOBA,-5.0,17.0,110.0,-42.0,-31.0,11.0,298,0,7,0,284,2,1379121
982,2020-06-04,NEW BRUNSWICK,-7.0,-1.0,152.0,-21.0,-32.0,9.0,136,1,1,1,120,0,780890
983,2020-06-04,NEWFOUNDLAND AND LABRADOR,-23.0,-11.0,36.0,-59.0,-42.0,13.0,261,0,3,0,256,0,520437
984,2020-06-04,NOVA SCOTIA,-17.0,-1.0,224.0,-47.0,-43.0,12.0,1058,0,61,1,995,2,978274
985,2020-06-04,ONTARIO,-31.0,-3.0,96.0,-53.0,-49.0,18.0,29403,356,2357,45,23208,397,14745040
986,2020-06-04,QUEBEC,-26.0,-3.0,161.0,-49.0,-40.0,14.0,52143,259,4885,91,17336,238,8552362
987,2020-06-04,SASKATCHEWAN,-16.0,14.0,114.0,-34.0,-34.0,11.0,648,1,11,0,608,6,1181987
988,2020-06-05,ALBERTA,-21.0,5.0,94.0,-49.0,-38.0,13.0,7098,7,146,0,6624,13,4428247
989,2020-06-05,BRITISH COLUMBIA,-23.0,1.0,114.0,-43.0,-37.0,12.0,2632,0,167,1,2272,7,5120184
990,2020-06-05,MANITOBA,-11.0,6.0,99.0,-42.0,-33.0,10.0,300,2,7,0,284,0,1379121
991,2020-06-05,NEW BRUNSWICK,-14.0,-3.0,144.0,-24.0,-31.0,9.0,136,0,1,0,121,1,780890
992,2020-06-05,NEWFOUNDLAND AND LABRADOR,-22.0,-2.0,193.0,-40.0,-19.0,10.0,261,0,3,0,256,0,520437
993,2020-06-05,NOVA SCOTIA,-21.0,-6.0,120.0,-50.0,-41.0,13.0,1058,0,61,0,997,2,978274
994,2020-06-05,ONTARIO,-35.0,-9.0,71.0,-55.0,-48.0,18.0,29747,344,2372,15,23583,375,14745040
995,2020-06-05,QUEBEC,-31.0,-6.0,153.0,-47.0,-40.0,14.0,52398,255,4935,50,17764,428,8552362
996,2020-06-05,SASKATCHEWAN,-21.0,5.0,143.0,-35.0,-34.0,9.0,649,1,11,0,611,3,1181987
997,2020-06-06,ALBERTA,-25.0,-1.0,52.0,-42.0,-15.0,7.0,7138,40,146,0,6677,53,4428247
998,2020-06-06,BRITISH COLUMBIA,-26.0,1.0,71.0,-40.0,-18.0,8.0,2632,0,167,0,2272,0,5120184
999,2020-06-06,MANITOBA,-20.0,-3.0,83.0,-42.0,-11.0,5.0,300,0,7,0,284,0,1379121
1000,2020-06-06,NEW BRUNSWICK,-22.0,-11.0,39.0,-26.0,-7.0,5.0,136,0,1,0,121,0,780890
1001,2020-06-06,NEWFOUNDLAND AND LABRADOR,-25.0,-2.0,114.0,-40.0,-10.0,4.0,261,0,3,0,256,0,520437
1002,2020-06-06,NOVA SCOTIA,-29.0,-17.0,33.0,-49.0,-14.0,9.0,1058,0,61,0,999,2,978274
1003,2020-06-06,ONTARIO,-33.0,-7.0,131.0,-40.0,-15.0,8.0,30202,455,2407,35,23947,364,14745040
1004,2020-06-06,QUEBEC,-33.0,-8.0,91.0,-40.0,-10.0,8.0,52624,226,4970,35,18412,648,8552362
1005,2020-06-06,SASKATCHEWAN,-30.0,-2.0,18.0,-40.0,-13.0,8.0,650,1,11,0,611,0,1181987
1006,2020-06-07,ALBERTA,-30.0,-12.0,-25.0,-52.0,-19.0,8.0,7138,0,146,0,6677,0,4428247
1007,2020-06-07,BRITISH COLUMBIA,-23.0,-4.0,122.0,-35.0,-18.0,5.0,2632,0,167,0,2272,0,5120184
1008,2020-06-07,MANITOBA,-19.0,-4.0,69.0,-45.0,-14.0,3.0,300,0,7,0,284,0,1379121
1009,2020-06-07,NEW BRUNSWICK,-4.0,11.0,217.0,-19.0,-3.0,0.0,137,1,1,0,121,0,780890
1010,2020-06-07,NEWFOUNDLAND AND LABRADOR,-15.0,0.0,33.0,-49.0,3.0,2.0,261,0,3,0,256,0,520437
1011,2020-06-07,NOVA SCOTIA,7.0,19.0,209.0,-36.0,2.0,-1.0,1059,1,61,0,999,0,978274
1012,2020-06-07,ONTARIO,-28.0,-10.0,143.0,-43.0,-14.0,6.0,30617,415,2426,19,24252,305,14745040
1013,2020-06-07,QUEBEC,-26.0,-11.0,207.0,-30.0,-4.0,2.0,52849,225,4978,8,18714,302,8552362
1014,2020-06-07,SASKATCHEWAN,-25.0,-3.0,82.0,-42.0,-13.0,5.0,650,0,11,0,623,12,1181987
1015,2020-06-08,ALBERTA,-16.0,3.0,42.0,-53.0,-39.0,13.0,7202,64,149,3,6698,21,4428247
1016,2020-06-08,BRITISH COLUMBIA,-24.0,0.0,68.0,-47.0,-39.0,13.0,2659,27,167,0,2309,37,5120184
1017,2020-06-08,MANITOBA,-8.0,4.0,82.0,-47.0,-32.0,11.0,300,0,7,0,284,0,1379121
1018,2020-06-08,NEW BRUNSWICK,-5.0,-4.0,128.0,-24.0,-30.0,8.0,146,9,1,0,121,0,780890
1019,2020-06-08,NOVA SCOTIA,-13.0,-5.0,150.0,-47.0,-41.0,12.0,1059,0,61,0,999,0,978274
1020,2020-06-08,ONTARIO,-29.0,-6.0,98.0,-54.0,-48.0,16.0,30860,243,2450,24,24492,240,14745040
1021,2020-06-08,QUEBEC,-18.0,-4.0,168.0,-50.0,-39.0,12.0,53047,198,4984,6,18994,280,8552362
1022,2020-06-08,SASKATCHEWAN,-9.0,7.0,97.0,-41.0,-32.0,10.0,654,4,13,2,624,1,1181987
1023,2020-06-09,ALBERTA,-15.0,3.0,90.0,-52.0,-39.0,13.0,7229,27,151,2,6722,24,4428247
1024,2020-06-09,BRITISH COLUMBIA,-26.0,-3.0,21.0,-52.0,-38.0,16.0,2669,10,167,0,2319,10,5120184
1025,2020-06-09,MANITOBA,-11.0,5.0,48.0,-47.0,-32.0,12.0,300,0,7,0,285,1,1379121
1026,2020-06-09,NEW BRUNSWICK,-9.0,-5.0,131.0,-23.0,-30.0,8.0,147,1,1,0,121,0,780890
1027,2020-06-09,NEWFOUNDLAND AND LABRADOR,-12.0,-8.0,60.0,-41.0,-38.0,10.0,261,0,3,0,256,0,520437
1028,2020-06-09,NOVA SCOTIA,-16.0,-7.0,147.0,-48.0,-42.0,12.0,1059,0,61,0,999,0,978274
1029,2020-06-09,ONTARIO,-31.0,-5.0,88.0,-54.0,-47.0,17.0,31090,230,2464,14,24829,337,14745040
1030,2020-06-09,QUEBEC,-22.0,-4.0,149.0,-51.0,-39.0,13.0,53185,138,5029,45,19361,367,8552362
1031,2020-06-09,SASKATCHEWAN,-10.0,4.0,130.0,-37.0,-31.0,10.0,656,2,13,0,624,0,1181987
1032,2020-06-10,ALBERTA,-10.0,12.0,100.0,-51.0,-38.0,12.0,7276,47,151,0,6754,32,4428247
1033,2020-06-10,BRITISH COLUMBIA,-23.0,2.0,86.0,-46.0,-39.0,14.0,2680,11,167,0,2328,9,5120184
1034,2020-06-10,MANITOBA,-4.0,9.0,84.0,-42.0,-31.0,11.0,300,0,7,0,285,0,1379121
1035,2020-06-10,NEW BRUNSWICK,-3.0,2.0,145.0,-14.0,-30.0,8.0,151,4,1,0,121,0,780890
1036,2020-06-10,NEWFOUNDLAND AND LABRADOR,-6.0,0.0,98.0,-30.0,-37.0,9.0,261,0,3,0,256,0,520437
1037,2020-06-10,NOVA SCOTIA,-10.0,-3.0,153.0,-43.0,-42.0,12.0,1061,2,62,1,994,-5,978274
1038,2020-06-10,ONTARIO,-30.0,-6.0,45.0,-56.0,-48.0,18.0,31341,251,2475,11,25380,551,14745040
1039,2020-06-10,QUEBEC,-23.0,-5.0,106.0,-52.0,-39.0,14.0,53341,156,5081,52,19841,480,8552362
1040,2020-06-10,SASKATCHEWAN,-5.0,13.0,146.0,-36.0,-31.0,9.0,658,2,13,0,624,0,1181987
1041,2020-06-11,ALBERTA,-12.0,11.0,91.0,-51.0,-39.0,12.0,7316,40,149,-2,6788,34,4428247
1042,2020-06-11,BRITISH COLUMBIA,-23.0,2.0,91.0,-47.0,-38.0,14.0,2694,14,167,0,2344,16,5120184
1043,2020-06-11,MANITOBA,-3.0,15.0,107.0,-41.0,-30.0,10.0,300,0,7,0,286,1,1379121
1044,2020-06-11,NEW BRUNSWICK,-5.0,-1.0,76.0,-22.0,-31.0,10.0,153,2,1,0,123,2,780890
1045,2020-06-11,NEWFOUNDLAND AND LABRADOR,-6.0,-2.0,112.0,-22.0,-36.0,8.0,261,0,3,0,256,0,520437
1046,2020-06-11,NOVA SCOTIA,-10.0,-3.0,142.0,-49.0,-41.0,11.0,1061,0,62,0,995,1,978274
1047,2020-06-11,ONTARIO,-28.0,-2.0,91.0,-52.0,-47.0,18.0,31544,203,2487,12,25885,505,14745040
1048,2020-06-11,QUEBEC,-24.0,-3.0,116.0,-52.0,-39.0,15.0,53485,144,5105,24,20299,458,8552362
1049,2020-06-11,SASKATCHEWAN,-3.0,15.0,184.0,-36.0,-32.0,8.0,660,2,13,0,626,2,1181987
1050,2020-06-12,ALBERTA,-18.0,5.0,98.0,-49.0,-37.0,11.0,7346,30,149,0,6811,23,4428247
1051,2020-06-12,BRITISH COLUMBIA,-24.0,0.0,50.0,-47.0,-37.0,13.0,2709,15,168,1,2354,10,5120184
1052,2020-06-12,MANITOBA,-7.0,9.0,139.0,-40.0,-32.0,8.0,301,1,7,0,289,3,1379121
1053,2020-06-12,NEW BRUNSWICK,-11.0,-5.0,143.0,-23.0,-30.0,9.0,154,1,1,0,125,2,780890
1054,2020-06-12,NEWFOUNDLAND AND LABRADOR,-12.0,4.0,181.0,-19.0,-14.0,7.0,261,0,3,0,256,0,520437
1055,2020-06-12,NOVA SCOTIA,-19.0,-7.0,71.0,-50.0,-39.0,13.0,1061,0,62,0,995,0,978274
1056,2020-06-12,ONTARIO,-31.0,-6.0,88.0,-52.0,-46.0,17.0,31726,182,2498,11,26187,302,14745040
1057,2020-06-12,QUEBEC,-29.0,-5.0,121.0,-48.0,-38.0,13.0,53666,181,5148,43,20823,524,8552362
1058,2020-06-12,SASKATCHEWAN,-11.0,9.0,173.0,-35.0,-32.0,7.0,663,3,13,0,627,1,1181987
1059,2020-06-13,ALBERTA,-20.0,1.0,95.0,-35.0,-10.0,5.0,7383,37,150,1,6830,19,4428247
1060,2020-06-13,BRITISH COLUMBIA,-24.0,1.0,57.0,-39.0,-15.0,7.0,2709,0,168,0,2354,0,5120184
1061,2020-06-13,MANITOBA,-13.0,3.0,168.0,-28.0,-6.0,2.0,301,0,7,0,289,0,1379121
1062,2020-06-13,NEW BRUNSWICK,-17.0,-10.0,203.0,-8.0,-3.0,1.0,154,0,2,1,126,1,780890
1063,2020-06-13,NEWFOUNDLAND AND LABRADOR,-16.0,0.0,128.0,-10.0,-4.0,2.0,261,0,3,0,256,0,520437
1064,2020-06-13,NOVA SCOTIA,-21.0,-14.0,155.0,-37.0,-7.0,5.0,1062,1,62,0,996,1,978274
1065,2020-06-13,ONTARIO,-29.0,-6.0,139.0,-36.0,-9.0,7.0,31992,266,2507,9,26538,351,14745040
1066,2020-06-13,QUEBEC,-30.0,-8.0,133.0,-36.0,-4.0,6.0,53824,158,5195,47,21281,458,8552362
1067,2020-06-13,SASKATCHEWAN,-19.0,2.0,157.0,-28.0,-6.0,4.0,664,1,13,0,627,0,1181987
1068,2020-06-14,ALBERTA,-18.0,-5.0,81.0,-37.0,-12.0,3.0,7433,50,150,0,6861,31,4428247
1069,2020-06-14,BRITISH COLUMBIA,-24.0,-5.0,60.0,-39.0,-16.0,6.0,2709,0,168,0,2354,0,5120184
1070,2020-06-14,MANITOBA,-11.0,0.0,175.0,-36.0,-10.0,0.0,301,0,7,0,289,0,1379121
1071,2020-06-14,NEWFOUNDLAND AND LABRADOR,-4.0,5.0,66.0,-10.0,8.0,-2.0,261,0,3,0,256,0,520437
1072,2020-06-14,NOVA SCOTIA,18.0,24.0,320.0,-28.0,8.0,-3.0,1061,1,62,0,996,0,978274
1073,2020-06-14,ONTARIO,-25.0,-9.0,153.0,-40.0,-9.0,5.0,32189,197,2519,12,26961,423,14745040
1074,2020-06-14,QUEBEC,-22.0,-8.0,223.0,-33.0,1.0,1.0,53952,128,5222,27,21742,461,8552362
1075,2020-06-14,SASKATCHEWAN,-16.0,-4.0,151.0,-36.0,-8.0,2.0,665,1,13,0,628,1,1181987
1076,2020-06-15,ALBERTA,-11.0,5.0,60.0,-49.0,-38.0,12.0,7453,20,151,1,6862,1,4428247
1077,2020-06-15,BRITISH COLUMBIA,-24.0,-1.0,16.0,-50.0,-38.0,14.0,2745,36,168,0,2395,41,5120184
1078,2020-06-15,MANITOBA,-2.0,9.0,119.0,-42.0,-32.0,9.0,304,3,7,0,292,3,1379121
1079,2020-06-15,NEW BRUNSWICK,3.0,-2.0,173.0,-15.0,-27.0,7.0,160,3,2,0,129,0,780890
1080,2020-06-15,NOVA SCOTIA,-8.0,-2.0,176.0,-44.0,-40.0,11.0,1061,0,62,0,996,0,978274
1081,2020-06-15,ONTARIO,-26.0,-4.0,108.0,-52.0,-47.0,16.0,32370,181,2527,8,27213,252,14745040
1082,2020-06-15,QUEBEC,-13.0,-2.0,193.0,-47.0,-37.0,11.0,54054,102,5242,20,22213,471,8552362
1083,2020-06-15,SASKATCHEWAN,-2.0,9.0,161.0,-39.0,-32.0,8.0,683,18,13,0,629,1,1181987
1084,2020-06-16,ALBERTA,-11.0,4.0,78.0,-49.0,-37.0,12.0,7482,29,151,0,6882,20,4428247
1085,2020-06-16,BRITISH COLUMBIA,-17.0,6.0,147.0,-43.0,-36.0,13.0,2756,11,168,0,2416,21,5120184
1086,2020-06-16,MANITOBA,-5.0,11.0,130.0,-40.0,-31.0,10.0,304,0,7,0,292,0,1379121
1087,2020-06-16,NEW BRUNSWICK,2.0,2.0,219.0,-14.0,-29.0,7.0,163,3,2,0,131,2,780890
1088,2020-06-16,NEWFOUNDLAND AND LABRADOR,-1.0,4.0,158.0,-18.0,-35.0,7.0,261,0,3,0,257,0,520437
1089,2020-06-16,NOVA SCOTIA,-8.0,-1.0,242.0,-41.0,-39.0,10.0,1061,0,62,0,997,1,978274
1090,2020-06-16,ONTARIO,-26.0,0.0,112.0,-51.0,-46.0,15.0,32554,184,2538,11,27431,218,14745040
1091,2020-06-16,QUEBEC,-15.0,2.0,188.0,-47.0,-37.0,12.0,54146,92,5269,27,22350,137,8552362
1092,2020-06-16,SASKATCHEWAN,-7.0,7.0,145.0,-38.0,-31.0,9.0,684,1,13,0,631,2,1181987
1093,2020-06-17,ALBERTA,-14.0,6.0,7.0,-54.0,-38.0,14.0,7530,48,151,0,6893,11,4428247
1094,2020-06-17,BRITISH COLUMBIA,-19.0,4.0,144.0,-41.0,-38.0,12.0,2775,19,168,0,2422,6,5120184
1095,2020-06-17,MANITOBA,-5.0,8.0,78.0,-43.0,-32.0,11.0,306,2,7,0,293,1,1379121
1096,2020-06-17,NEW BRUNSWICK,0.0,4.0,233.0,-13.0,-29.0,6.0,164,1,2,0,133,2,780890
1097,2020-06-17,NEWFOUNDLAND AND LABRADOR,-1.0,1.0,170.0,-16.0,-36.0,7.0,261,0,3,0,257,0,520437
1098,2020-06-17,NOVA SCOTIA,-8.0,-2.0,235.0,-40.0,-40.0,10.0,1061,0,62,0,997,0,978274
1099,2020-06-17,ONTARIO,-26.0,-2.0,110.0,-51.0,-46.0,16.0,32744,190,2550,12,27784,353,14745040
1100,2020-06-17,QUEBEC,-17.0,2.0,177.0,-46.0,-38.0,12.0,54263,117,5298,29,22549,199,8552362
1101,2020-06-17,SASKATCHEWAN,-7.0,9.0,81.0,-43.0,-32.0,11.0,693,9,13,0,633,2,1181987
1102,2020-06-18,ALBERTA,-10.0,13.0,69.0,-50.0,-38.0,12.0,7579,49,152,1,6938,45,4428247
1103,2020-06-18,BRITISH COLUMBIA,-18.0,8.0,154.0,-42.0,-37.0,11.0,2783,8,168,0,2425,3,5120184
1104,2020-06-18,MANITOBA,-2.0,15.0,80.0,-42.0,-30.0,10.0,308,2,7,0,293,0,1379121
1105,2020-06-18,NEW BRUNSWICK,2.0,4.0,250.0,-18.0,-30.0,7.0,164,0,2,0,135,2,780890
1106,2020-06-18,NEWFOUNDLAND AND LABRADOR,-2.0,-1.0,111.0,-20.0,-36.0,7.0,261,0,3,0,258,1,520437
1107,2020-06-18,NOVA SCOTIA,-3.0,2.0,326.0,-43.0,-39.0,8.0,1061,0,62,0,997,0,978274
1108,2020-06-18,ONTARIO,-25.0,2.0,121.0,-50.0,-46.0,16.0,32917,173,2553,3,28004,220,14745040
1109,2020-06-18,QUEBEC,-17.0,4.0,180.0,-47.0,-38.0,11.0,54383,120,5340,42,22754,205,8552362
1110,2020-06-18,SASKATCHEWAN,-4.0,13.0,101.0,-41.0,-32.0,10.0,708,15,13,0,636,3,1181987
1111,2020-06-19,ALBERTA,-13.0,11.0,111.0,-46.0,-36.0,8.0,7625,46,152,0,6961,23,4428247
1112,2020-06-19,BRITISH COLUMBIA,-18.0,6.0,121.0,-40.0,-36.0,8.0,2790,7,168,0,2444,19,5120184
1113,2020-06-19,MANITOBA,-3.0,12.0,130.0,-40.0,-32.0,6.0,309,1,7,0,293,0,1379121
1114,2020-06-19,NEW BRUNSWICK,-6.0,3.0,235.0,-20.0,-31.0,6.0,164,0,2,0,135,0,780890
1115,2020-06-19,NEWFOUNDLAND AND LABRADOR,-6.0,4.0,119.0,-8.0,-13.0,6.0,261,0,3,0,258,0,520437
1116,2020-06-19,NOVA SCOTIA,-9.0,2.0,254.0,-41.0,-37.0,8.0,1061,0,62,0,998,1,978274
1117,2020-06-19,ONTARIO,-27.0,-1.0,117.0,-49.0,-45.0,14.0,33095,178,2564,11,28250,246,14745040
1118,2020-06-19,QUEBEC,-22.0,3.0,167.0,-43.0,-37.0,9.0,54550,167,5375,35,22972,218,8552362
1119,2020-06-19,SASKATCHEWAN,-9.0,10.0,111.0,-36.0,-31.0,7.0,716,8,13,0,636,0,1181987
1120,2020-06-20,ALBERTA,-16.0,8.0,173.0,-32.0,-8.0,2.0,7673,48,152,0,6996,35,4428247
1121,2020-06-20,BRITISH COLUMBIA,-23.0,6.0,31.0,-42.0,-16.0,7.0,2790,0,168,0,2444,0,5120184
1122,2020-06-20,MANITOBA,-13.0,4.0,84.0,-34.0,-5.0,4.0,309,0,7,0,293,0,1379121
1123,2020-06-20,NEW BRUNSWICK,-13.0,-3.0,202.0,-12.0,-2.0,0.0,164,0,2,0,135,0,780890
1124,2020-06-20,NEWFOUNDLAND AND LABRADOR,-10.0,11.0,79.0,0.0,-4.0,2.0,261,0,3,0,258,0,520437
1125,2020-06-20,NOVA SCOTIA,-15.0,-5.0,263.0,-34.0,-6.0,2.0,1061,0,62,0,998,0,978274
1126,2020-06-20,ONTARIO,-27.0,1.0,166.0,-34.0,-7.0,4.0,33301,206,2595,31,28468,218,14745040
1127,2020-06-20,QUEBEC,-25.0,1.0,195.0,-28.0,-1.0,2.0,54674,124,5408,33,23201,229,8552362
1128,2020-06-20,SASKATCHEWAN,-13.0,10.0,158.0,-23.0,-3.0,2.0,726,10,13,0,639,3,1181987
1129,2020-06-21,ALBERTA,-14.0,-1.0,117.0,-36.0,-8.0,1.0,7704,31,152,0,7018,22,4428247
1130,2020-06-21,BRITISH COLUMBIA,-15.0,2.0,129.0,-32.0,-13.0,2.0,2790,0,168,0,2444,0,5120184
1131,2020-06-21,MANITOBA,-6.0,3.0,114.0,-37.0,-6.0,-1.0,309,0,7,0,293,0,1379121
