,Date_updated,CountryName,CountryCode,StringencyIndex_updated,percentage_change_stringency,StringencyLegacyIndex_updated,GovernmentResponseIndex_updated,percentage_change_GovernmentResponse,ContainmentHealthIndex_updated,percentage_change_ContainmentHealth,EconomicSupportIndex_updated,percentage_change_EconomicSupport
0,2020-01-01,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-01-02,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020-01-03,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2020-01-04,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020-01-05,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020-01-06,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020-01-07,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2020-01-08,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2020-01-09,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2020-01-10,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2020-01-11,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020-01-12,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020-01-13,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2020-01-14,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2020-01-15,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2020-01-16,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2020-01-17,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2020-01-18,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2020-01-19,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2020-01-20,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2020-01-21,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2020-01-22,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2020-01-23,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2020-01-24,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2020-01-25,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2020-01-26,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2020-01-27,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2020-01-28,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2020-01-29,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2020-01-30,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2020-01-31,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2020-02-01,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2020-02-02,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2020-02-03,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2020-02-04,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2020-02-05,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2020-02-06,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2020-02-07,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2020-02-08,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2020-02-09,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2020-02-10,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2020-02-11,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2020-02-12,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2020-02-13,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2020-02-14,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2020-02-15,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2020-02-16,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2020-02-17,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2020-02-18,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2020-02-19,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2020-02-20,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2020-02-21,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2020-02-22,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2020-02-23,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2020-02-24,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2020-02-25,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2020-02-26,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2020-02-27,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2020-02-28,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2020-02-29,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2020-03-01,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2020-03-02,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2020-03-03,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2020-03-04,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2020-03-05,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2020-03-06,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2020-03-07,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2020-03-08,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2020-03-09,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2020-03-10,Aruba,ABW,0.0,0.0,0.0,2.56,0.0,3.03,0.0,0.0,0.0
70,2020-03-11,Aruba,ABW,0.0,0.0,0.0,2.56,0.0,3.03,0.0,0.0,0.0
71,2020-03-12,Aruba,ABW,0.0,0.0,0.0,2.56,0.0,3.03,0.0,0.0,0.0
72,2020-03-13,Aruba,ABW,0.0,0.0,0.0,2.56,0.0,3.03,0.0,0.0,0.0
73,2020-03-14,Aruba,ABW,0.0,0.0,0.0,2.56,0.0,3.03,0.0,0.0,0.0
74,2020-03-15,Aruba,ABW,0.0,0.0,0.0,2.56,0.0,3.03,0.0,0.0,0.0
75,2020-03-16,Aruba,ABW,11.11,0.0,14.29,10.26,300.78125,12.12,300.0,0.0,0.0
76,2020-03-17,Aruba,ABW,22.22,100.0,28.57,17.95,74.9512670565302,21.21,75.00000000000003,0.0,0.0
77,2020-03-18,Aruba,ABW,33.33,50.0,42.86,25.64,42.84122562674095,30.3,42.85714285714286,0.0,0.0
78,2020-03-19,Aruba,ABW,33.33,0.0,42.86,29.49,15.01560062402496,34.85,15.016501650165017,0.0,0.0
79,2020-03-20,Aruba,ABW,33.33,0.0,42.86,29.49,0.0,34.85,0.0,0.0,0.0
80,2020-03-21,Aruba,ABW,44.44,33.33333333333333,60.71,37.18,26.076636147846738,43.94,26.0832137733142,0.0,0.0
81,2020-03-22,Aruba,ABW,44.44,0.0,60.71,37.18,0.0,43.94,0.0,0.0,0.0
82,2020-03-23,Aruba,ABW,44.44,0.0,60.71,37.18,0.0,43.94,0.0,0.0,0.0
83,2020-03-24,Aruba,ABW,44.44,0.0,60.71,37.18,0.0,43.94,0.0,0.0,0.0
84,2020-03-25,Aruba,ABW,44.44,0.0,60.71,37.18,0.0,43.94,0.0,0.0,0.0
85,2020-03-26,Aruba,ABW,44.44,0.0,60.71,37.18,0.0,43.94,0.0,0.0,0.0
86,2020-03-27,Aruba,ABW,44.44,0.0,60.71,37.18,0.0,43.94,0.0,0.0,0.0
87,2020-03-28,Aruba,ABW,44.44,0.0,60.71,37.18,0.0,43.94,0.0,0.0,0.0
88,2020-03-29,Aruba,ABW,85.19,91.6966696669667,85.71,65.38,75.84722969338355,77.27,75.85343650432408,0.0,0.0
89,2020-03-30,Aruba,ABW,85.19,0.0,85.71,73.08,11.77730192719486,77.27,0.0,50.0,0.0
90,2020-03-31,Aruba,ABW,85.19,0.0,85.71,73.08,0.0,77.27,0.0,50.0,0.0
91,2020-04-01,Aruba,ABW,85.19,0.0,85.71,78.85,7.895457033388054,77.27,0.0,87.5,75.0
92,2020-04-02,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
93,2020-04-03,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
94,2020-04-04,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
95,2020-04-05,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
96,2020-04-06,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
97,2020-04-07,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
98,2020-04-08,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
99,2020-04-09,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
100,2020-04-10,Aruba,ABW,88.89,4.3432327737997545,85.71,81.41,3.246670894102732,80.3,3.9213148699365874,87.5,0.0
101,2020-04-11,Aruba,ABW,85.19,-4.162447969400384,85.71,78.85,-3.144576833312862,77.27,-3.7733499377335056,87.5,0.0
102,2020-04-12,Aruba,ABW,88.89,4.3432327737997545,85.71,81.41,3.246670894102732,80.3,3.9213148699365874,87.5,0.0
103,2020-04-13,Aruba,ABW,88.89,0.0,85.71,81.41,0.0,80.3,0.0,87.5,0.0
104,2020-04-14,Aruba,ABW,85.19,-4.162447969400384,85.71,78.85,-3.144576833312862,77.27,-3.7733499377335056,87.5,0.0
105,2020-04-15,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
106,2020-04-16,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
107,2020-04-17,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
108,2020-04-18,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
109,2020-04-19,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
110,2020-04-20,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
111,2020-04-21,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
112,2020-04-22,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
113,2020-04-23,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
114,2020-04-24,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
115,2020-04-25,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
116,2020-04-26,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
117,2020-04-27,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
118,2020-04-28,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
119,2020-04-29,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
120,2020-04-30,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
121,2020-05-01,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
122,2020-05-02,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
123,2020-05-03,Aruba,ABW,85.19,0.0,85.71,78.85,0.0,77.27,0.0,87.5,0.0
124,2020-05-04,Aruba,ABW,81.48,-4.354971240755945,82.14,76.28,-3.259353202282811,74.24,-3.9213148699365874,87.5,0.0
125,2020-05-05,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
126,2020-05-06,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
127,2020-05-07,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
128,2020-05-08,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
129,2020-05-09,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
130,2020-05-10,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
131,2020-05-11,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
132,2020-05-12,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
133,2020-05-13,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
134,2020-05-14,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
135,2020-05-15,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
136,2020-05-16,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
137,2020-05-17,Aruba,ABW,81.48,0.0,82.14,76.28,0.0,74.24,0.0,87.5,0.0
138,2020-05-18,Aruba,ABW,48.15,-40.905743740795295,53.57,53.21,-30.243838489774514,46.97,-36.7322198275862,87.5,0.0
139,2020-05-19,Aruba,ABW,48.15,0.0,53.57,53.21,0.0,46.97,0.0,87.5,0.0
140,2020-05-20,Aruba,ABW,48.15,0.0,53.57,53.21,0.0,46.97,0.0,87.5,0.0
141,2020-05-21,Aruba,ABW,48.15,0.0,53.57,53.21,0.0,46.97,0.0,87.5,0.0
142,2020-05-22,Aruba,ABW,48.15,0.0,53.57,53.21,0.0,46.97,0.0,87.5,0.0
143,2020-05-23,Aruba,ABW,48.15,0.0,53.57,53.21,0.0,46.97,0.0,87.5,0.0
144,2020-05-24,Aruba,ABW,48.15,0.0,53.57,53.21,0.0,46.97,0.0,87.5,0.0
145,2020-05-25,Aruba,ABW,48.15,0.0,53.57,53.21,0.0,46.97,0.0,87.5,0.0
146,2020-05-26,Aruba,ABW,48.15,0.0,53.57,53.21,0.0,46.97,0.0,87.5,0.0
147,2020-05-27,Aruba,ABW,48.15,0.0,53.57,53.21,0.0,46.97,0.0,87.5,0.0
148,2020-05-28,Aruba,ABW,44.44,-7.7050882658359345,53.57,50.64,-4.829919188122533,43.94,-6.450926123057277,87.5,0.0
149,2020-05-29,Aruba,ABW,44.44,0.0,53.57,50.64,0.0,43.94,0.0,87.5,0.0
150,2020-05-30,Aruba,ABW,44.44,0.0,53.57,50.64,0.0,43.94,0.0,87.5,0.0
151,2020-05-31,Aruba,ABW,38.89,-12.48874887488748,48.81,46.79,-7.60268562401264,39.39,-10.355029585798814,87.5,0.0
152,2020-06-01,Aruba,ABW,38.89,0.0,48.81,46.79,0.0,39.39,0.0,87.5,0.0
153,2020-06-02,Aruba,ABW,38.89,0.0,48.81,46.79,0.0,39.39,0.0,87.5,0.0
154,2020-06-03,Aruba,ABW,38.89,0.0,48.81,46.79,0.0,39.39,0.0,87.5,0.0
155,2020-06-04,Aruba,ABW,38.89,0.0,48.81,46.79,0.0,39.39,0.0,87.5,0.0
156,2020-06-05,Aruba,ABW,38.89,0.0,48.81,46.79,0.0,39.39,0.0,87.5,0.0
157,2020-06-06,Aruba,ABW,38.89,0.0,48.81,46.79,0.0,39.39,0.0,87.5,0.0
158,2020-06-07,Aruba,ABW,38.89,0.0,48.81,46.79,0.0,39.39,0.0,87.5,0.0
159,2020-06-08,Aruba,ABW,38.89,0.0,48.81,46.79,0.0,39.39,0.0,87.5,0.0
160,2020-06-09,Aruba,ABW,38.89,0.0,48.81,46.79,0.0,39.39,0.0,87.5,0.0
161,2020-06-10,Aruba,ABW,32.41,-16.66238107482645,41.67,42.31,-9.57469544774524,34.09,-13.455191673013447,87.5,0.0
162,2020-06-11,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
163,2020-06-12,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
164,2020-06-13,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
165,2020-06-14,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
166,2020-06-15,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
167,2020-06-16,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
168,2020-06-17,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
169,2020-06-18,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
170,2020-06-19,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
171,2020-06-20,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
172,2020-06-21,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
173,2020-06-22,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
174,2020-06-23,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
175,2020-06-24,Aruba,ABW,32.41,0.0,41.67,42.31,0.0,34.09,0.0,87.5,0.0
176,2020-06-25,Aruba,ABW,32.41,0.0,41.67,44.87,6.050579059324024,37.12,8.888237019653841,87.5,0.0
177,2020-06-26,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
178,2020-06-27,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
179,2020-06-28,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
180,2020-06-29,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
181,2020-06-30,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
182,2020-07-01,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
183,2020-07-02,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
184,2020-07-03,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
185,2020-07-04,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
186,2020-07-05,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
187,2020-07-06,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
188,2020-07-07,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
189,2020-07-08,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
190,2020-07-09,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
191,2020-07-10,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
192,2020-07-11,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
193,2020-07-12,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
194,2020-07-13,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
195,2020-07-14,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
196,2020-07-15,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
197,2020-07-16,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
198,2020-07-17,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
199,2020-07-18,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
200,2020-07-19,Aruba,ABW,32.41,0.0,41.67,44.87,0.0,37.12,0.0,87.5,0.0
201,2020-07-20,Aruba,ABW,32.41,0.0,41.67,41.03,-8.558056607978592,37.12,0.0,62.5,-28.57142857142857
202,2020-07-21,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
203,2020-07-22,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
204,2020-07-23,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
205,2020-07-24,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
206,2020-07-25,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
207,2020-07-26,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
208,2020-07-27,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
209,2020-07-28,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
210,2020-07-29,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
211,2020-07-30,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
212,2020-07-31,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
213,2020-08-01,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
214,2020-08-02,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
215,2020-08-03,Aruba,ABW,32.41,0.0,41.67,41.03,0.0,37.12,0.0,62.5,0.0
216,2020-08-04,Aruba,ABW,43.52,34.27954335081766,55.95,48.72,18.742383621740192,46.21,24.488146551724164,62.5,0.0
217,2020-08-05,Aruba,ABW,43.52,0.0,55.95,48.72,0.0,46.21,0.0,62.5,0.0
218,2020-08-06,Aruba,ABW,43.52,0.0,55.95,48.72,0.0,46.21,0.0,62.5,0.0
219,2020-08-07,Aruba,ABW,47.22,8.501838235294112,59.52,51.28,5.254515599343201,49.24,6.557022289547709,62.5,0.0
220,2020-08-08,Aruba,ABW,47.22,0.0,59.52,51.28,0.0,49.24,0.0,62.5,0.0
221,2020-08-09,Aruba,ABW,47.22,0.0,59.52,51.28,0.0,49.24,0.0,62.5,0.0
222,2020-08-10,Aruba,ABW,47.22,0.0,59.52,51.28,0.0,49.24,0.0,62.5,0.0
223,2020-08-11,Aruba,ABW,47.22,0.0,59.52,51.28,0.0,49.24,0.0,62.5,0.0
224,2020-08-12,Aruba,ABW,47.22,0.0,59.52,51.28,0.0,49.24,0.0,62.5,0.0
225,2020-08-13,Aruba,ABW,47.22,0.0,59.52,51.28,0.0,49.24,0.0,62.5,0.0
226,2020-08-14,Aruba,ABW,47.22,0.0,59.52,51.28,0.0,49.24,0.0,62.5,0.0
227,2020-08-15,Aruba,ABW,47.22,0.0,59.52,51.28,0.0,49.24,0.0,62.5,0.0
228,2020-08-16,Aruba,ABW,47.22,0.0,59.52,51.28,0.0,49.24,0.0,62.5,0.0
229,2020-08-17,Aruba,ABW,47.22,0.0,59.52,51.28,0.0,49.24,0.0,62.5,0.0
230,2020-08-18,Aruba,ABW,58.33,23.52816603134265,73.81,58.97,14.996099843993747,58.33,18.460601137286762,62.5,0.0
231,2020-08-19,Aruba,ABW,58.33,0.0,73.81,58.97,0.0,58.33,0.0,62.5,0.0
232,2020-08-20,Aruba,ABW,58.33,0.0,73.81,58.97,0.0,58.33,0.0,62.5,0.0
233,2020-08-21,Aruba,ABW,58.33,0.0,73.81,58.97,0.0,58.33,0.0,62.5,0.0
234,2020-08-22,Aruba,ABW,58.33,0.0,73.81,58.97,0.0,58.33,0.0,62.5,0.0
235,2020-08-23,Aruba,ABW,58.33,0.0,73.81,58.97,0.0,58.33,0.0,62.5,0.0
236,2020-08-24,Aruba,ABW,58.33,0.0,73.81,58.97,0.0,58.33,0.0,62.5,0.0
237,2020-08-25,Aruba,ABW,58.33,0.0,73.81,58.97,0.0,58.33,0.0,62.5,0.0
238,2020-08-26,Aruba,ABW,62.04,6.360363449339968,75.0,61.54,4.358148210954727,61.36,5.194582547574145,62.5,0.0
239,2020-08-27,Aruba,ABW,62.04,0.0,75.0,61.54,0.0,61.36,0.0,62.5,0.0
240,2020-08-28,Aruba,ABW,62.04,0.0,75.0,61.54,0.0,61.36,0.0,62.5,0.0
241,2020-08-29,Aruba,ABW,62.04,0.0,75.0,61.54,0.0,61.36,0.0,62.5,0.0
242,2020-08-30,Aruba,ABW,62.04,0.0,75.0,61.54,0.0,61.36,0.0,62.5,0.0
243,2020-08-31,Aruba,ABW,62.04,0.0,75.0,61.54,0.0,61.36,0.0,62.5,0.0
244,2020-01-01,Afghanistan,AFG,0.0,-100.0,0.0,0.0,-100.0,0.0,-100.0,0.0,-100.0
245,2020-01-02,Afghanistan,AFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2020-01-03,Afghanistan,AFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,2020-01-04,Afghanistan,AFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2020-01-05,Afghanistan,AFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,2020-01-06,Afghanistan,AFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,2020-01-07,Afghanistan,AFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
