date_updated,iso_code,continent,location,new_cases,new_deaths,new_tests,population,population_density,median_age,total_cases_updated,total_deaths_updated,total_tests_updated,StringencyIndex_updated,StringencyLegacyIndex_updated,GovernmentResponseIndex_updated,ContainmentHealthIndex_updated,EconomicSupportIndex_updated
2020-03-13,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,2.0,0.0,0.0,0.0,0.0,2.56,3.03,0.0
2020-03-19,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,2.0,0.0,0.0,33.33,42.86,29.49,34.85,0.0
2020-03-20,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,4.0,0.0,0.0,33.33,42.86,29.49,34.85,0.0
2020-03-21,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,4.0,0.0,0.0,44.44,60.71,37.18,43.94,0.0
2020-03-22,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,4.0,0.0,0.0,44.44,60.71,37.18,43.94,0.0
2020-03-23,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,4.0,0.0,0.0,44.44,60.71,37.18,43.94,0.0
2020-03-24,ABW,North America,Aruba,8.0,0.0,0.0,106766.0,584.8,41.2,12.0,0.0,0.0,44.44,60.71,37.18,43.94,0.0
2020-03-25,ABW,North America,Aruba,5.0,0.0,0.0,106766.0,584.8,41.2,17.0,0.0,0.0,44.44,60.71,37.18,43.94,0.0
2020-03-26,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,19.0,0.0,0.0,44.44,60.71,37.18,43.94,0.0
2020-03-27,ABW,North America,Aruba,9.0,0.0,0.0,106766.0,584.8,41.2,28.0,0.0,0.0,44.44,60.71,37.18,43.94,0.0
2020-03-28,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,28.0,0.0,0.0,44.44,60.71,37.18,43.94,0.0
2020-03-29,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,28.0,0.0,0.0,85.19,85.71,65.38,77.27,0.0
2020-03-30,ABW,North America,Aruba,22.0,0.0,0.0,106766.0,584.8,41.2,50.0,0.0,0.0,85.19,85.71,73.08,77.27,50.0
2020-03-31,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,50.0,0.0,0.0,85.19,85.71,73.08,77.27,50.0
2020-04-01,ABW,North America,Aruba,5.0,0.0,0.0,106766.0,584.8,41.2,55.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-02,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,55.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-03,ABW,North America,Aruba,5.0,0.0,0.0,106766.0,584.8,41.2,60.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-04,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,62.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-05,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,64.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-06,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,64.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-07,ABW,North America,Aruba,7.0,0.0,0.0,106766.0,584.8,41.2,71.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-08,ABW,North America,Aruba,3.0,0.0,0.0,106766.0,584.8,41.2,74.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-09,ABW,North America,Aruba,3.0,0.0,0.0,106766.0,584.8,41.2,77.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-10,ABW,North America,Aruba,5.0,0.0,0.0,106766.0,584.8,41.2,82.0,0.0,0.0,88.89,85.71,81.41,80.3,87.5
2020-04-11,ABW,North America,Aruba,4.0,0.0,0.0,106766.0,584.8,41.2,86.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-12,ABW,North America,Aruba,6.0,0.0,0.0,106766.0,584.8,41.2,92.0,0.0,0.0,88.89,85.71,81.41,80.3,87.5
2020-04-13,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,92.0,0.0,0.0,88.89,85.71,81.41,80.3,87.5
2020-04-14,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,92.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-15,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,92.0,0.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-16,ABW,North America,Aruba,1.0,1.0,0.0,106766.0,584.8,41.2,93.0,1.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-17,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,95.0,1.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-18,ABW,North America,Aruba,1.0,1.0,0.0,106766.0,584.8,41.2,96.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-19,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,96.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-20,ABW,North America,Aruba,1.0,0.0,0.0,106766.0,584.8,41.2,97.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-21,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,97.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-22,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,97.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-23,ABW,North America,Aruba,3.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-24,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-25,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-26,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-27,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-28,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-29,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-04-30,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-05-01,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-05-02,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-05-03,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,85.19,85.71,78.85,77.27,87.5
2020-05-04,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-05,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-06,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,100.0,2.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-07,ABW,North America,Aruba,1.0,0.0,0.0,106766.0,584.8,41.2,101.0,2.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-08,ABW,North America,Aruba,0.0,1.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-09,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-10,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-11,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-12,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-13,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-14,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-15,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-16,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-17,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,81.48,82.14,76.28,74.24,87.5
2020-05-18,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,48.15,53.57,53.21,46.97,87.5
2020-05-19,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,48.15,53.57,53.21,46.97,87.5
2020-05-20,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,48.15,53.57,53.21,46.97,87.5
2020-05-21,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,48.15,53.57,53.21,46.97,87.5
2020-05-22,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,48.15,53.57,53.21,46.97,87.5
2020-05-23,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,48.15,53.57,53.21,46.97,87.5
2020-05-24,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,48.15,53.57,53.21,46.97,87.5
2020-05-25,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,48.15,53.57,53.21,46.97,87.5
2020-05-26,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,48.15,53.57,53.21,46.97,87.5
2020-05-27,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,48.15,53.57,53.21,46.97,87.5
2020-05-28,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,44.44,53.57,50.64,43.94,87.5
2020-05-29,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,44.44,53.57,50.64,43.94,87.5
2020-05-30,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,44.44,53.57,50.64,43.94,87.5
2020-05-31,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,38.89,48.81,46.79,39.39,87.5
2020-06-01,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,38.89,48.81,46.79,39.39,87.5
2020-06-02,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,38.89,48.81,46.79,39.39,87.5
2020-06-03,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,38.89,48.81,46.79,39.39,87.5
2020-06-04,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,38.89,48.81,46.79,39.39,87.5
2020-06-05,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,38.89,48.81,46.79,39.39,87.5
2020-06-06,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,38.89,48.81,46.79,39.39,87.5
2020-06-07,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,38.89,48.81,46.79,39.39,87.5
2020-06-08,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,38.89,48.81,46.79,39.39,87.5
2020-06-09,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,38.89,48.81,46.79,39.39,87.5
2020-06-10,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-11,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-12,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-13,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-14,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-15,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-16,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-17,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-18,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-19,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-20,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-21,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-22,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-23,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-24,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,42.31,34.09,87.5
2020-06-25,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-06-26,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-06-27,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-06-28,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-06-29,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,101.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-06-30,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,103.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-01,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,103.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-02,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,103.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-03,ABW,North America,Aruba,1.0,0.0,0.0,106766.0,584.8,41.2,104.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-04,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,104.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-05,ABW,North America,Aruba,1.0,0.0,0.0,106766.0,584.8,41.2,105.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-06,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,105.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-07,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,105.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-08,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,105.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-09,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,105.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-10,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,105.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-11,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,105.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-12,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,105.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-13,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,105.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-14,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,105.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-15,ABW,North America,Aruba,1.0,0.0,0.0,106766.0,584.8,41.2,106.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-16,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,106.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-17,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,108.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-18,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,108.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-19,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,108.0,3.0,0.0,32.41,41.67,44.87,37.12,87.5
2020-07-20,ABW,North America,Aruba,5.0,0.0,0.0,106766.0,584.8,41.2,113.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-21,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,115.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-22,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,117.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-23,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,117.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-24,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,117.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-25,ABW,North America,Aruba,1.0,0.0,0.0,106766.0,584.8,41.2,118.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-26,ABW,North America,Aruba,1.0,0.0,0.0,106766.0,584.8,41.2,119.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-27,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,119.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-28,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,119.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-29,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,119.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-30,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,119.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-07-31,ABW,North America,Aruba,1.0,0.0,0.0,106766.0,584.8,41.2,120.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-08-01,ABW,North America,Aruba,1.0,0.0,0.0,106766.0,584.8,41.2,121.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-08-02,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,121.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-08-03,ABW,North America,Aruba,1.0,0.0,0.0,106766.0,584.8,41.2,122.0,3.0,0.0,32.41,41.67,41.03,37.12,62.5
2020-08-04,ABW,North America,Aruba,2.0,0.0,0.0,106766.0,584.8,41.2,124.0,3.0,0.0,43.52,55.95,48.72,46.21,62.5
2020-08-05,ABW,North America,Aruba,8.0,0.0,0.0,106766.0,584.8,41.2,132.0,3.0,0.0,43.52,55.95,48.72,46.21,62.5
2020-08-06,ABW,North America,Aruba,39.0,0.0,0.0,106766.0,584.8,41.2,171.0,3.0,0.0,43.52,55.95,48.72,46.21,62.5
2020-08-07,ABW,North America,Aruba,92.0,0.0,0.0,106766.0,584.8,41.2,263.0,3.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-08,ABW,North America,Aruba,133.0,0.0,0.0,106766.0,584.8,41.2,396.0,3.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-09,ABW,North America,Aruba,113.0,0.0,0.0,106766.0,584.8,41.2,509.0,3.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-10,ABW,North America,Aruba,54.0,0.0,0.0,106766.0,584.8,41.2,563.0,3.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-11,ABW,North America,Aruba,67.0,0.0,0.0,106766.0,584.8,41.2,630.0,3.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-12,ABW,North America,Aruba,87.0,0.0,0.0,106766.0,584.8,41.2,717.0,3.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-13,ABW,North America,Aruba,81.0,0.0,0.0,106766.0,584.8,41.2,798.0,3.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-14,ABW,North America,Aruba,96.0,1.0,0.0,106766.0,584.8,41.2,894.0,4.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-15,ABW,North America,Aruba,79.0,0.0,0.0,106766.0,584.8,41.2,973.0,4.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-16,ABW,North America,Aruba,75.0,0.0,0.0,106766.0,584.8,41.2,1048.0,4.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-17,ABW,North America,Aruba,54.0,0.0,0.0,106766.0,584.8,41.2,1102.0,4.0,0.0,47.22,59.52,51.28,49.24,62.5
2020-08-18,ABW,North America,Aruba,19.0,0.0,0.0,106766.0,584.8,41.2,1121.0,4.0,0.0,58.33,73.81,58.97,58.33,62.5
2020-08-19,ABW,North America,Aruba,0.0,0.0,0.0,106766.0,584.8,41.2,1121.0,4.0,0.0,58.33,73.81,58.97,58.33,62.5
2020-08-20,ABW,North America,Aruba,175.0,1.0,0.0,106766.0,584.8,41.2,1296.0,5.0,0.0,58.33,73.81,58.97,58.33,62.5
2020-08-21,ABW,North America,Aruba,91.0,1.0,0.0,106766.0,584.8,41.2,1387.0,6.0,0.0,58.33,73.81,58.97,58.33,62.5
2020-08-22,ABW,North America,Aruba,77.0,0.0,0.0,106766.0,584.8,41.2,1464.0,6.0,0.0,58.33,73.81,58.97,58.33,62.5
2020-08-23,ABW,North America,Aruba,70.0,1.0,0.0,106766.0,584.8,41.2,1534.0,7.0,0.0,58.33,73.81,58.97,58.33,62.5
2020-08-24,ABW,North America,Aruba,34.0,0.0,0.0,106766.0,584.8,41.2,1568.0,7.0,0.0,58.33,73.81,58.97,58.33,62.5
2020-08-25,ABW,North America,Aruba,60.0,0.0,0.0,106766.0,584.8,41.2,1628.0,7.0,0.0,58.33,73.81,58.97,58.33,62.5
2020-08-26,ABW,North America,Aruba,42.0,1.0,0.0,106766.0,584.8,41.2,1670.0,8.0,0.0,62.04,75.0,61.54,61.36,62.5
2020-08-27,ABW,North America,Aruba,90.0,0.0,0.0,106766.0,584.8,41.2,1760.0,8.0,0.0,62.04,75.0,61.54,61.36,62.5
2020-08-28,ABW,North America,Aruba,88.0,0.0,0.0,106766.0,584.8,41.2,1848.0,8.0,0.0,62.04,75.0,61.54,61.36,62.5
2020-08-29,ABW,North America,Aruba,58.0,1.0,0.0,106766.0,584.8,41.2,1906.0,9.0,0.0,62.04,75.0,61.54,61.36,62.5
2020-08-30,ABW,North America,Aruba,69.0,1.0,0.0,106766.0,584.8,41.2,1975.0,10.0,0.0,62.04,75.0,61.54,61.36,62.5
2020-08-31,ABW,North America,Aruba,22.0,0.0,0.0,106766.0,584.8,41.2,1997.0,10.0,0.0,62.04,75.0,61.54,61.36,62.5
2019-12-31,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,,,,,
2020-01-01,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,AFG,Asia,Afghanistan,0.0,0.0,0.0,38928341.0,54.422,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
