primary_key,country,iso_code,population,population_density,median_age,gdp_per_capita,date_minGR,date_maxGR,date_firstNC,date_maxNC,date_maxND,date_3mnthAfter,interval_GRRamp,interval_GRToFirstNC,interval_firstNCToMaxNC,interval_firstNCToMaxND,interval_maxNCToMaxND,index_MaxGR,index_avgMaxGRStartApr1,change_GRRamp,index_string,index_health,index_econ,value_maxNC,value_maxND,value_NC_3mnth,value_TC_3mnth,value_ND_3mnth,value_TD_3mnth,percent_maxNC,percent_maxND,percent_NC_3mnth,percent_ND_3mnth,percent_TC_3mnth,percent_TD_3mnth,percent_newTestsMean,value_totTestsSlope,mobil_residential,mobil_outdoors,mobil_retailRecreation,mobil_parks,mobil_GroceryPharmacy,mobil_transitStations,mobil_workplaces,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H5_Investment in vaccines,E3_Fiscal measures,E4_International support,H4_Emergency investment in healthcare
TCD2020-08-31,Chad,TCD,16425859.0,11.833,16.7,,2020-03-20,2020-04-13,2020-03-20,2020-05-08,2020-05-08,2020-04-19,24,0,49,49,0,75.64,64.13928104575153,61.64,70.78549019607833,66.71019607843137,50.0,83.0,10.0,0.0,33.0,0.0,0.0,0.0005053008186664699,6.087961670680359e-05,0.0,0.0,0.00020090273513245183,0.0,3.4924606784136323e-06,0.0018642601862151362,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,24000000.0,0.0,0.0
CHL2020-08-31,Chile,CHL,19116209.0,24.282,35.4,,2020-03-15,2020-07-03,2020-03-04,2020-06-18,2020-07-18,2020-04-03,110,-11,95,136,30,86.22,77.60065359477122,72.22,80.18967320261423,80.76156862745087,60.2124183006536,36179.0,1057.0,373.0,3404.0,2.0,18.0,0.18925823629570068,0.005529339002309506,0.0019512236971253034,1.046232545375498e-05,0.017806877922290968,9.41609290837948e-05,0.0,0.0,21.244982698961934,-51.69464052287582,-60.14248366013072,-62.59934640522876,-39.378431372549024,-60.18366013071896,-36.16928104575163,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3435342491.0,15540000000.0,12000000000.0,1763135132.0
CHN2020-08-31,China,CHN,1439323774.0,147.674,38.7,,2020-01-15,2020-05-21,2020-01-03,2020-02-13,2020-04-17,2020-02-02,127,-12,29,105,64,77.88,72.3137254901959,63.88,75.89483660130722,80.2822875816991,28.513071895424837,15141.0,1290.0,2590.0,14399.0,45.0,304.0,0.001051952331609302,8.962542155577569e-05,0.00017994561382128605,3.1264681938061286e-06,0.0010004003449469877,2.112102957593473e-05,0.0,0.0,,,,,,,,3.0,1.0,3.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,2136811873486.0,331340028.0,20806657195.0
COL2020-08-31,Colombia,COL,50882884.0,44.223,32.2,13254.948999999999,2020-03-09,2020-04-27,2020-03-07,2020-08-20,2020-08-23,2020-04-06,49,-2,164,169,3,87.18,84.49751633986952,73.18,87.15411764705914,86.39509803921581,74.01960784313725,13056.0,400.0,79.0,1485.0,3.0,35.0,0.025658922949414582,0.0007861189629109858,0.00015525849517491973,5.895892221832396e-06,0.002918466649807035,6.878540925471127e-05,0.0,0.0,22.396500213401623,-54.65943460546902,-64.51983218916857,-55.784497740702115,-44.934600760456284,-64.8840830449827,-43.1741592920354,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,25070518088.0,0.0,6152881698.0
COG2020-08-31,Congo,COG,5518092.0,15.405,19.0,,2020-03-19,2020-03-31,2020-03-16,2020-07-18,2020-08-17,2020-04-15,12,-3,121,154,30,85.26,72.7302614379085,71.26,79.12758169934641,72.31424836601296,75.0,275.0,16.0,4.0,74.0,0.0,5.0,0.0049836066524443605,0.00028995529614221735,7.248882403555434e-05,0.0,0.0013410432446577547,9.061103004444289e-05,0.0002899083126451572,0.02003492713562158,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,6802650000.0,0.0,523161.0
CRI2020-08-31,Costa Rica,CRI,5094114.0,96.079,33.6,,2020-03-07,2020-04-27,2020-03-07,2020-08-30,2020-08-08,2020-04-06,51,0,176,154,-22,74.36,66.30222222222226,60.36,72.09477124183003,69.50222222222237,48.692810457516345,1214.0,18.0,19.0,454.0,0.0,2.0,0.02383142583774136,0.0003533489827671701,0.0003729794818097907,0.0,0.008912246565349734,3.926099808524112e-05,0.0,0.0,17.511111111111113,-40.77333333333333,-46.18888888888889,-50.27777777777778,-25.7,-49.34444444444443,-32.355555555555554,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,539252961.0,0.0,0.0
CIV2020-08-31,Cote d'Ivoire,CIV,26378275.0,76.399,18.7,,2020-03-16,2020-03-31,2020-03-12,2020-06-22,2020-06-13,2020-04-11,15,-4,98,93,-9,68.59,57.649411764705896,54.59,58.36215686274507,59.752745098039156,46.07843137254902,618.0,4.0,36.0,480.0,0.0,3.0,0.002342837050565285,1.5163993854791488e-05,0.00013647594469312342,0.0,0.001819679262574979,1.1372995391093615e-05,8.765954909135234e-06,0.0028993312757201652,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,401452541.1,1600000.0,79733825.0
HRV2020-08-31,Croatia,HRV,4105268.0,73.726,44.0,,2020-02-03,2020-04-02,2020-02-26,2020-08-27,2020-04-20,2020-03-27,59,23,206,54,-129,92.95,64.30294117647064,78.95,52.329999999999856,59.374705882352934,91.42156862745098,358.0,8.0,77.0,495.0,1.0,2.0,0.00872050253479188,0.00019487156502328234,0.0018756388133490923,2.4358945627910292e-05,0.012057678085815593,4.8717891255820584e-05,1.5927002910556726e-05,0.001028500074628457,10.269509251810137,-25.255938919427862,-37.209467455621294,-1.2943770672546857,-17.481166464155525,-40.543245175125094,-29.751438434982727,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3292815.0,5424083935.0,0.0,1275773800.0
CUB2020-08-31,Cuba,CUB,11326616.0,110.408,43.1,,2020-03-12,2020-05-11,2020-03-12,2020-08-11,2020-04-25,2020-04-11,60,0,152,44,-108,87.18,72.98771241830076,73.18,78.88986928104566,77.3631372549021,48.937908496732035,93.0,6.0,49.0,564.0,0.0,15.0,0.0008210748912119912,5.297257362658008e-05,0.0004326093512837374,0.0,0.004979421920898528,0.0001324314340664502,0.0,0.0,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
CYP2020-08-31,Cyprus,CYP,875899.0,127.657,37.3,,2020-03-10,2020-04-16,2020-03-10,2020-04-02,2020-03-25,2020-04-09,37,0,23,15,-8,96.15,76.8795424836598,82.15,67.63254901960781,72.67784313725481,100.0,58.0,3.0,32.0,526.0,0.0,9.0,0.0066217680348990005,0.0003425052431844311,0.003653389260633932,0.0,0.06005258597167025,0.001027515729553293,0.004441493825201308,0.04565746662958843,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,2243481267.0,0.0,109760500.0
CZE2020-08-31,Czech Republic,CZE,10708982.0,137.17600000000002,43.3,,2020-03-01,2020-03-31,2020-03-02,2020-08-22,2020-04-15,2020-04-01,30,1,174,44,-129,85.26,57.49405228758162,71.26,46.88104575163389,53.50771241830057,79.41176470588233,506.0,18.0,306.0,3308.0,7.0,31.0,0.004725005607442425,0.00016808320342680564,0.002857414458255696,6.536569022153553e-05,0.030889957607548507,0.00028947662812394304,0.0,0.383963225236737,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,4304428050.41,1270912.86,121599401.65
COD2020-08-31,Democratic Republic of Congo,COD,89561404.0,35.879,17.0,,2020-03-11,2020-04-15,2020-03-11,2020-06-26,2020-05-16,2020-04-10,35,0,107,66,-41,69.87,63.34274509803911,55.87000000000001,71.63915032679752,66.18300653594747,47.7124183006536,384.0,10.0,32.0,215.0,0.0,20.0,0.0004287561190979097,1.1165523934841395e-05,3.5729676591492464e-05,0.0,0.00024005876459908999,2.2331047869682793e-05,0.0,0.0,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,363270000.0,0.0,65500000.0
DNK2020-08-31,Denmark,DNK,5792203.0,136.52,42.3,,2020-03-03,2020-05-12,2020-02-27,2020-04-08,2020-04-05,2020-03-28,70,-5,36,38,-3,74.36,70.19150326797393,60.36,63.20457516339853,68.05281045751617,81.94444444444444,390.0,22.0,169.0,2046.0,11.0,52.0,0.006733189427235199,0.00037982094204916514,0.002917715418468586,0.0001899104710245825,0.035323347610572355,0.0008977585902980265,0.00014983590872074063,0.010579854579795638,10.511111111111113,0.09689204974919224,-19.766666666666666,95.60853432282005,-5.644444444444447,-37.3537037037037,-32.35925925925926,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,46415986242.17,95666655.0,95717352.0
DJI2020-08-31,Djibouti,DJI,988002.0,41.285,25.4,,2020-03-19,2020-04-30,2020-03-19,2020-05-21,2020-05-26,2020-04-18,42,0,63,68,5,88.46,60.36019607843154,74.46,62.50333333333357,68.17124183006554,17.401960784313722,310.0,4.0,141.0,732.0,0.0,2.0,0.03137645470353299,0.0004048574800455869,0.014271226171606937,0.0,0.07408891884834241,0.00020242874002279347,0.0,0.0,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,5650000.0,0.0,5000000.0
DOM2020-08-31,Dominican Republic,DOM,10847904.0,222.873,27.6,,2020-03-16,2020-04-28,2020-03-02,2020-07-27,2020-04-13,2020-04-01,43,-14,133,42,-105,80.13,70.4748366013071,66.13,83.27705882352956,78.74352941176467,25.0,2012.0,38.0,208.0,1109.0,9.0,51.0,0.018547361776062917,0.00035029808523379265,0.0019174210981218122,8.296533597642457e-05,0.010223173066428316,0.00047013690386640583,0.0,0.0,23.704712041884818,-52.6766822044081,-55.40100755667506,-52.06304347826087,-38.5925925925926,-70.89667565139263,-46.430091743119256,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,580000000.0,0.0,256881995.41
ECU2020-08-31,Ecuador,ECU,17643060.0,66.939,28.1,,2020-03-13,2020-04-01,2020-03-01,2020-04-27,2020-05-11,2020-03-31,19,-12,45,71,14,87.82,80.90346405228733,73.82,83.52699346405205,81.97745098039212,75.0,11536.0,410.0,76.0,1966.0,4.0,62.0,0.06538548301711834,0.002323859919991203,0.0004307642778520279,2.2671804097475155e-05,0.011143191713909038,0.0003514129635108649,1.3691250585530829e-05,0.0035736536329931583,29.145069274653626,-62.29094441051138,-64.80323193916351,-60.29155555555555,-53.67159931701765,-74.58744635193132,-58.1008888888889,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,434114000.0,0.0,464000000.0
EGY2020-08-31,Egypt,EGY,102334403.0,97.999,25.3,,2020-03-15,2020-05-31,2020-02-15,2020-06-20,2020-06-16,2020-03-16,77,-29,97,122,-4,82.69,71.753071895425,68.69,71.94627450980401,72.94300653594776,65.19607843137257,1774.0,97.0,17.0,110.0,0.0,2.0,0.0017335323683864165,9.478728282608929e-05,1.6612204206634207e-05,0.0,0.00010749073310175072,1.9543769654863774e-06,0.0,0.0,12.747083527764811,-30.61204733014009,-48.61625947767481,-31.612294288480157,0.30470085470085473,-47.426463104325705,-25.70992063492064,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,16923761778.5,0.0,594980000.0
SLV2020-08-31,El Salvador,SLV,6486201.0,307.811,27.6,7292.4580000000005,2020-03-19,2020-05-15,2020-03-19,2020-08-22,2020-08-06,2020-04-18,57,0,156,140,-16,92.31,84.83098039215693,78.31,92.58450980392135,87.62490196078461,69.44444444444444,456.0,27.0,13.0,177.0,1.0,7.0,0.007030309421493413,0.00041626832100947846,0.0002004254878934526,1.5417345222573274e-05,0.0027288701043954697,0.00010792141655801291,0.0,0.0,30.070103092783505,-60.0064911601669,-68.70242537313433,-59.30666666666666,-51.49405548216645,-67.81004901960785,-52.71925925925926,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1778000000.0,0.0,178800000.0
ERI2020-08-31,Eritrea,ERI,3546427.0,44.304,19.3,,2020-03-22,2020-04-01,2020-03-22,2020-06-15,2020-03-22,2020-04-21,10,0,85,0,-85,75.0,75.0,61.0,93.52000000000031,84.09000000000009,25.0,31.0,0.0,0.0,39.0,0.0,0.0,0.0008741192191464817,0.0,0.0,0.0,0.0010996983724746061,0.0,0.0,0.4526981368186874,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,540985.53,0.0,0.0
EST2020-08-31,Estonia,EST,1326539.0,31.033,42.7,,2020-03-12,2020-04-27,2020-02-28,2020-03-27,2020-04-03,2020-03-29,46,-13,15,35,7,64.74,41.61228758169931,50.74,42.70006535947708,40.85967320261438,45.7516339869281,134.0,6.0,65.0,640.0,0.0,1.0,0.010101474589137596,0.00045230483234944474,0.004899969017118985,0.0,0.04824584878394077,7.538413872490745e-05,0.0004716829903628474,0.007475149782135078,11.413612565445025,-15.331688824228547,-34.10960757780785,27.584415584415584,-9.773778920308484,-25.98425196850393,-34.37522123893805,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,3016730537.0,331000.0,325949.0
ETH2020-08-31,Ethiopia,ETH,114963583.0,104.957,19.8,1729.9270000000001,2020-03-16,2020-08-12,2020-03-14,2020-08-22,2020-08-04,2020-04-13,149,-2,159,143,-18,73.08,66.32156862745093,59.08,78.02862745098065,72.372745098039,33.00653594771242,1829.0,52.0,2.0,71.0,0.0,3.0,0.0015909385844385172,4.523171481181132e-05,1.73968133891582e-06,0.0,6.175868753151161e-05,2.60952200837373e-06,3.9267093078385654e-07,0.0015383699243852504,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1400000000.0,0.0,163025270.0
FJI2020-08-31,Fiji,FJI,896444.0,49.562,28.6,,2020-03-11,2020-04-17,2020-03-20,2020-04-04,2020-08-01,2020-04-19,37,9,24,134,119,88.46,74.59823529411774,74.46,69.25150326797382,74.52692810457519,75.0,5.0,1.0,0.0,17.0,0.0,0.0,0.0005577593246203892,0.00011155186492407781,0.0,0.0,0.0018963817037093227,0.0,0.0018611141525679412,0.019899612479382215,13.411111111111113,-20.693333333333328,-24.75555555555556,-13.766666666666667,-14.288888888888893,-34.2,-16.455555555555556,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,400000000.0,0.0,40000000.0
FIN2020-08-31,Finland,FIN,5540718.0,18.136,42.8,,2020-02-27,2020-03-28,2020-01-30,2020-04-05,2020-04-22,2020-02-29,30,-28,38,83,17,55.77,48.27215686274511,41.77,44.85718954248368,45.34751633986931,64.37908496732027,267.0,43.0,1.0,3.0,0.0,0.0,0.004818870045362352,0.0007760727039347608,1.804820241708746e-05,0.0,5.414460725126238e-05,0.0,0.0,0.0,9.172990353697749,-11.595436781160322,-31.16382853787434,50.01717557251909,-6.532748538011696,-39.952168367346935,-30.34561403508772,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,5543828.0,441536507.0,6011700.0,112986734.87
FRA2020-08-31,France,FRA,65273512.0,122.578,42.0,,2020-02-25,2020-03-17,2020-01-25,2020-04-01,2020-04-04,2020-02-24,21,-31,36,70,3,82.69,68.66176470588225,68.69,64.41450980392182,65.87679738562099,83.98692810457516,7578.0,2004.0,0.0,12.0,0.0,1.0,0.011609609729594449,0.003070158075759736,0.0,0.0,1.8384180094369673e-05,1.5320150078641394e-06,0.0,0.0,19.397926634768734,-44.345396825396826,-58.63333333333333,-34.580952380952375,-26.225396825396825,-57.05396825396826,-45.23333333333333,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,544911500.0,770061666669.0,1311754455.0,4410516970.91
GAB2020-08-31,Gabon,GAB,2225728.0,7.859,23.1,,2020-03-13,2020-04-24,2020-03-13,2020-06-16,2020-06-23,2020-04-12,42,0,95,102,7,85.26,77.87790849673195,71.26,72.07222222222235,76.69392156862739,84.39542483660131,570.0,5.0,3.0,49.0,0.0,1.0,0.025609598297725505,0.0002246455991028553,0.0001347873594617132,0.0,0.0022015268712079826,4.492911982057106e-05,0.0,0.0,19.994444444444444,-26.95300071789506,-31.93333333333333,-18.80208333333333,-21.156133828996282,-41.93333333333333,-20.940119760479046,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,415000000.0,0.0,2000000.0
GMB2020-08-31,Gambia,GMB,2416664.0,207.566,17.5,,2020-03-18,2020-08-06,2020-03-18,2020-08-20,2020-08-20,2020-04-17,141,0,155,155,0,66.67,60.49052287581704,52.67,71.36130718954256,71.49058823529434,0.0,416.0,14.0,0.0,9.0,0.0,1.0,0.017213812097999555,0.0005793109840672928,0.0,0.0,0.0003724142040432596,4.1379356004806626e-05,0.003633617802612748,0.20513677233963665,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,30526516.0,0.0,9826500.0
GEO2020-08-31,Georgia,GEO,3989175.0,65.032,38.7,,2020-02-26,2020-04-24,2020-02-27,2020-05-02,2020-04-06,2020-03-28,58,1,66,39,-26,87.82,68.79254901960806,73.82,73.76647058823545,75.50477124182994,31.862745098039216,43.0,2.0,2.0,81.0,0.0,0.0,0.0010779171131875638,5.01356796831425e-05,5.01356796831425e-05,0.0,0.0020304950271672717,0.0,0.0,0.0,14.426829268292684,-35.85365853658537,-49.5,-17.170731707317074,-26.792682926829272,-43.487804878048784,-42.31707317073171,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2024190204.0,0.0,374962231.0
DEU2020-08-31,Germany,DEU,83783945.0,237.016,46.6,,2020-01-27,2020-04-29,2020-01-28,2020-03-28,2020-04-16,2020-02-27,93,1,61,79,19,74.36,64.4227450980392,60.36,63.27307189542493,66.61516339869286,52.36928104575163,6294.0,315.0,4.0,21.0,0.0,0.0,0.007512179093500552,0.00037596701850217245,4.774184361932349e-06,0.0,2.5064467900144837e-05,0.0,0.0,0.0,8.543300653594773,-13.168491864831035,-30.35294117647059,23.419117647058826,-5.585106382978723,-30.201797385620914,-23.12173202614379,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,812000000.0,96442949672.71,3763000000.0,66151993311.01
GHA2020-08-31,Ghana,GHA,31072945.0,126.719,21.1,4227.63,2020-03-15,2020-04-09,2020-03-13,2020-08-02,2020-06-21,2020-04-12,25,-2,140,100,-42,82.69,60.94359477124193,68.69,59.63581699346396,66.9718300653596,27.777777777777786,1513.0,15.0,30.0,408.0,2.0,8.0,0.0048691876486120006,4.8273506099920676e-05,9.654701219984135e-05,6.436467479989425e-06,0.0013130393659178427,2.57458699199577e-05,0.0,0.0,16.22222222222222,-23.38444444444445,-28.4,-20.877777777777773,-16.72222222222222,-31.566666666666666,-19.355555555555554,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,210000000.0,0.0,100000000.0
GRC2020-08-31,Greece,GRC,10423056.0,83.479,45.3,,2020-03-05,2020-04-08,2020-02-27,2020-08-27,2020-04-05,2020-03-28,34,-7,175,38,-144,71.15,63.023856209150296,57.15000000000001,61.64816993464057,63.19326797385625,62.09150326797386,293.0,9.0,74.0,966.0,2.0,28.0,0.002811075753598561,8.634703679995579e-05,0.0007099645247996366,1.9188230399990177e-05,0.009267915283195257,0.00026863522559986245,0.0,0.0,13.922222222222222,-26.21613467779323,-51.356944444444466,0.9680555555555556,-1.0848400556328233,-44.477777777777774,-35.12916666666667,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3242505.0,7322004717.89,0.0,2681004.0
GUM2020-08-31,Guam,GUM,168783.0,304.128,31.4,,2020-03-19,2020-08-20,2020-03-19,2020-08-27,2020-04-01,2020-04-18,154,0,161,13,-148,72.44,60.75575163398697,58.44,66.20078431372556,69.42150326797376,13.0718954248366,136.0,2.0,1.0,136.0,0.0,5.0,0.08057683534479182,0.0011849534609528214,0.0005924767304764107,0.0,0.08057683534479182,0.002962383652382053,0.0077373511155349375,0.01922338606682322,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,455468257.8,0.0,0.0
GTM2020-08-31,Guatemala,GTM,17915567.0,157.834,22.9,,2020-03-15,2020-04-21,2020-03-15,2020-07-19,2020-07-30,2020-04-14,37,0,126,137,11,83.33,79.82385620915029,69.33,93.81228758169948,82.81424836601332,63.39869281045753,4233.0,74.0,11.0,167.0,0.0,5.0,0.023627496690448037,0.00041304860739266585,6.1399117315126e-05,0.0,0.0009321502356023673,2.7908689688693635e-05,0.0,0.0,20.983333333333334,-48.04289073459997,-53.775245986535474,-45.928985507246374,-40.97232037691403,-62.45432692307693,-37.08357487922704,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,3467628393.94,0.0,211142828.84
GIN2020-08-31,Guinea,GIN,13132792.0,51.755,19.0,,2020-03-14,2020-03-30,2020-03-14,2020-05-22,2020-05-14,2020-04-13,16,0,69,61,-8,63.46,58.32856209150334,49.46,71.29084967320252,68.93653594771239,0.0,204.0,3.0,0.0,250.0,0.0,0.0,0.0015533635193491224,2.2843581166898854e-05,0.0,0.0,0.0019036317639082388,0.0,0.0,0.0,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,290000000.0,0.0,0.0
GUY2020-08-31,Guyana,GUY,786559.0,3.952,26.3,,2020-03-13,2020-04-09,2020-03-13,2020-08-26,2020-08-29,2020-04-12,27,0,166,169,3,74.36,71.09679738562085,60.36,81.16464052287574,78.52627450980376,30.22875816993464,105.0,3.0,5.0,45.0,0.0,6.0,0.013349284669045806,0.0003814081334013088,0.0006356802223355146,0.0,0.005721122001019631,0.0007628162668026175,0.0,0.0,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,60000000.0,0.0,4500000000.0
HTI2020-08-31,Haiti,HTI,11402533.0,398.448,24.3,,2020-03-20,2020-06-02,2020-03-20,2020-06-06,2020-07-11,2020-04-19,74,0,78,113,35,65.38,52.9324183006536,51.38,62.36784313725492,56.76241830065363,31.862745098039216,284.0,12.0,0.0,44.0,0.0,3.0,0.0024906746597444613,0.00010523977435539982,0.0,0.0,0.00038587917263646594,2.6309943588849954e-05,0.0,0.0,10.122222222222222,-29.744386024607028,-32.73888888888889,-16.513333333333332,-27.63333333333333,-47.70142180094787,-24.134952766531715,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,124800000.0,0.0,36465162.0
HND2020-08-31,Honduras,HND,9904608.0,82.805,24.9,,2020-03-12,2020-04-03,2020-03-12,2020-08-27,2020-08-27,2020-04-11,22,0,168,168,0,89.1,86.68450980392187,75.1,96.7640522875814,86.74163398692825,86.3562091503268,1170.0,64.0,10.0,392.0,1.0,24.0,0.011812683550929022,0.0006461638865465448,0.00010096310727289764,1.0096310727289762e-05,0.003957753805097586,0.0002423114574549543,0.0,0.0,22.970588235294123,-54.71895441361178,-65.73664825046039,-47.61072423398328,-48.05864197530864,-68.178231292517,-44.01052631578948,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,420000000.0,0.0,428800000.0
