primary_key,country,iso_code,population,population_density,median_age,gdp_per_capita,date_minGR,date_maxGR,date_firstNC,date_maxNC,date_maxND,date_3mnthAfter,interval_GRRamp,interval_GRToFirstNC,interval_firstNCToMaxNC,interval_firstNCToMaxND,interval_maxNCToMaxND,index_MaxGR,index_avgMaxGRStartApr1,change_GRRamp,index_string,index_health,index_econ,value_maxNC,value_maxND,value_NC_3mnth,value_TC_3mnth,value_ND_3mnth,value_TD_3mnth,percent_maxNC,percent_maxND,percent_NC_3mnth,percent_ND_3mnth,percent_TC_3mnth,percent_TD_3mnth,percent_newTestsMean,value_totTestsSlope,mobil_residential,mobil_outdoors,mobil_retailRecreation,mobil_parks,mobil_GroceryPharmacy,mobil_transitStations,mobil_workplaces,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H5_Investment in vaccines,E3_Fiscal measures,E4_International support,H4_Emergency investment in healthcare
HKG2020-08-11,Hong Kong,HKG,7496988.0,7039.714,44.8,,2020-01-31,2020-08-07,2020-03-12,2020-01-31,2020-01-31,2020-04-11,189,41,0,-41,0,76.92,73.41799999999998,62.92,64.07733333333333,68.58800000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5232668650997847e-05,0.0018955625272643142,14.36842105263158,-18.889473684210525,-24.77631578947368,-15.092105263157894,-4.776315789473684,-31.592105263157894,-18.21052631578948,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,14322225.0,38013217375.6,0.0,1340747408.0
HUN2020-08-31,Hungary,HUN,9660350.0,108.043,43.4,,2020-03-04,2020-04-16,2020-03-05,2020-08-31,2020-04-24,2020-04-04,43,1,180,50,-129,76.92,64.52745098039233,62.92,60.52300653594759,61.640588235294246,80.3921568627451,292.0,25.0,55.0,678.0,6.0,32.0,0.003022664810281201,0.00025878979540078776,0.0005693375498817331,6.210955089618906e-05,0.007018379251269365,0.00033125093811300834,0.0,0.0,11.14317302377004,-15.569239596472276,-26.19787234042553,18.322044728434502,-12.123280423280425,-28.31005291005291,-29.537037037037038,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,34000000000.0,0.0,695315445.0
ISL2020-08-31,Iceland,ISL,341250.0,3.404,37.3,,2020-03-09,2020-03-21,2020-02-29,2020-04-03,2020-04-03,2020-03-30,12,-9,25,34,0,67.95,59.322875816993616,53.95,41.24058823529422,51.92529411764703,100.0,99.0,2.0,57.0,1020.0,0.0,2.0,0.029010989010989013,0.0005860805860805861,0.0167032967032967,0.0,0.2989010989010989,0.0005860805860805861,0.0017819640676783534,0.00712025012025012,,,,,,,,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,2182884140.0,0.0,0.0
IND2020-08-31,India,IND,1380004385.0,450.419,28.2,6426.674,2020-01-31,2020-04-09,2020-01-30,2020-08-30,2020-06-17,2020-02-29,69,-1,212,139,-74,96.15,82.67019607843119,82.15,82.60431372549017,84.06300653594768,75.0,78761.0,2003.0,0.0,3.0,0.0,0.0,0.005707300705424932,0.00014514446633443124,0.0,0.0,2.1739061358127495e-07,0.0,0.0,0.0,13.603982300884955,-27.283600891503113,-37.93567251461988,-20.424144144144144,-25.402307406029028,-28.571954361428045,-24.08392603129445,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,13205680.0,291731065744.07,10000000.0,1264200000.0
IDN2020-08-31,Indonesia,IDN,273523621.0,145.725,29.3,11188.743999999999,2020-02-03,2020-04-24,2020-03-02,2020-08-30,2020-07-23,2020-04-01,81,28,209,143,-38,65.71,55.82320261437913,51.71,65.81718954248365,61.425751633987005,25.0,3308.0,139.0,114.0,1528.0,14.0,136.0,0.0012094019477754722,5.081828015138773e-05,4.1678301706893535e-05,5.11838792891675e-06,0.0005586354825274851,4.972148273804842e-05,7.576096615474189e-07,0.006312456730057185,8.560940325497288,-19.31588009438604,-21.567811934900547,-19.95985533453888,-11.090415913200724,-29.39314369073669,-14.568173598553345,3.0,1.0,3.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,338558.0,70530480756.13,0.0,28600000.0
IRN2020-08-31,Iran,IRN,83992953.0,49.831,32.4,,2020-02-26,2020-07-13,2020-02-20,2020-04-05,2020-08-08,2020-03-21,138,-6,39,170,125,66.99,56.50333333333332,52.99,54.883398692810495,55.50169934640535,62.00980392156863,5275.0,316.0,1237.0,19644.0,149.0,1433.0,0.006280288776131017,0.00037622203853220873,0.0014727426002036144,0.00017739583462436423,0.02338767634470477,0.0017060955101792885,1.973875911550183e-06,0.00341692393214409,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,24968898736.0,0.0,0.0
IRQ2020-08-31,Iraq,IRQ,40222503.0,88.125,20.0,,2020-02-24,2020-05-26,2020-02-25,2020-08-19,2020-06-27,2020-03-26,92,1,177,123,-53,80.77,77.43084967320287,66.77,91.10960784313733,85.14725490196093,34.967320261437905,4576.0,122.0,30.0,346.0,2.0,29.0,0.011376716163089105,0.00030331279980263783,7.458511470556669e-05,4.972340980371112e-06,0.0008602149896042024,7.209894421538112e-05,0.0,0.0,12.866666666666667,-26.82,-36.27777777777778,-24.211111111111112,-14.844444444444445,-33.333333333333336,-25.43333333333333,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,502933780.0,0.0,92436974.5
IRL2020-08-31,Ireland,IRL,4937796.0,69.874,38.7,,2020-02-29,2020-04-06,2020-03-01,2020-04-10,2020-04-26,2020-03-31,37,1,41,56,16,84.62,73.01098039215674,70.62,68.72339869281039,68.10372549019618,100.0,1169.0,234.0,295.0,2910.0,8.0,54.0,0.02367453009399335,0.004738956408891741,0.005974325387278047,0.00016201560372279455,0.05893317585416651,0.0010936053251288634,0.0,0.0,19.26,-34.02728135000551,-55.70359151882303,-17.746794871794872,-10.756700167504187,-41.87367303609342,-44.05564715581203,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,19633914.0,13617662310.25,12428000.0,1684407200.0
ISR2020-08-31,Israel,ISR,8655541.0,402.606,30.6,,2020-02-09,2020-04-08,2020-02-22,2020-07-28,2020-08-20,2020-03-23,59,13,170,180,23,91.03,71.22052287581715,77.03,68.59705882352944,65.98816993464051,100.0,2502.0,71.0,188.0,1071.0,0.0,1.0,0.028906338725678733,0.0008202837927750559,0.0021720190569255,0.0,0.012373576648761759,1.1553292855986705e-05,2.8799940958911967e-05,0.0023551266702050897,16.59495798319328,-30.46966523343689,-45.65714285714286,-22.87457627118644,-11.465346534653465,-36.11596638655463,-36.23529411764706,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,60000000.0,26503767040.0,0.0,4101506000.0
ITA2020-08-31,Italy,ITA,60461828.0,205.859,47.9,,2020-01-31,2020-04-12,2020-01-31,2020-03-22,2020-03-28,2020-03-01,72,0,51,57,6,85.26,66.93000000000004,71.26,63.74444444444442,67.30725490196076,64.86928104575163,6557.0,971.0,240.0,1128.0,8.0,29.0,0.010844859007570859,0.0016059719530808762,0.0003969446639952731,1.3231488799842439e-05,0.001865639920777784,4.796414689942885e-05,7.729394707241292e-07,0.00047969966629588434,19.92703045685279,-47.330255497678365,-57.684837092731826,-48.96491228070175,-31.438871473354233,-54.74561403508772,-43.81704260651628,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5953246.0,527878115949.24,0.0,7390220000.0
JAM2020-08-31,Jamaica,JAM,2961161.0,266.879,31.4,,2020-03-12,2020-04-22,2020-03-12,2020-08-31,2020-08-26,2020-04-11,41,0,172,167,-5,74.36,65.50058823529423,60.36,74.53326797385637,68.5594117647057,48.692810457516345,244.0,3.0,2.0,65.0,0.0,4.0,0.00824001126585147,0.00010131161392440329,6.75410759496022e-05,0.0,0.0021950849683620714,0.0001350821518992044,0.0,0.0,19.75786924939468,-40.82999538485107,-43.45676004872107,-43.9281210592686,-29.29027962716378,-51.80890538033396,-35.665910808767954,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,182257000.0,0.0,0.0
JPN2020-08-31,Japan,JPN,126476458.0,347.778,48.2,,2020-02-04,2020-04-16,2020-01-15,2020-08-15,2020-04-23,2020-02-14,72,-20,193,99,-114,50.64,42.56333333333336,36.64,34.089150326797466,37.11143790849674,72.54901960784314,2064.0,101.0,1.0,30.0,0.0,1.0,0.0016319242589794855,7.985675879696126e-05,7.906609781877351e-07,0.0,2.371982934563205e-05,7.906609781877351e-07,0.0,0.0,6.40078125,-8.577083333333333,-11.586458333333333,2.7046875,1.8075520833333327,-25.301041666666666,-10.51015625,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,300000000.0,1005521520851.0,840241222757.26,17330150092.0
JOR2020-08-31,Jordan,JOR,10203140.0,109.285,23.2,,2020-03-15,2020-03-29,2020-03-03,2020-08-26,2020-03-31,2020-04-02,14,-12,164,28,-148,83.97,62.27934640522885,69.97,66.95810457516315,66.78450980392161,37.5,77.0,4.0,4.0,278.0,0.0,5.0,0.0007546696409144637,3.9203617709842265e-05,3.9203617709842265e-05,0.0,0.002724651430834037,4.9004522137302836e-05,0.0,0.0,17.767184035476717,-48.607864094001776,-46.015789473684215,-48.10445682451253,-30.647490820073447,-78.24822695035459,-40.02335640138409,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,705000000.0,0.0,0.0
KAZ2020-08-31,Kazakhstan,KAZ,18776707.0,6.681,30.6,24055.588,2020-03-13,2020-05-01,2020-03-15,2020-07-01,2020-08-10,2020-04-14,49,2,110,148,40,83.01,76.32549019607858,69.01,81.14418300653601,83.38542483660126,37.5,19246.0,324.0,218.0,1179.0,4.0,14.0,0.10249933601243284,0.001725542183727956,0.0011610129507799213,2.130298992256736e-05,0.0062790562796767296,7.456046472898575e-05,0.0,0.03706563068521234,10.644444444444442,-23.88444444444445,-35.822222222222216,-6.322222222222222,-19.777777777777786,-22.3,-35.2,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,12034000000.0,0.0,260582800.0
KEN2020-08-31,Kenya,KEN,53771300.0,87.324,20.0,2993.028,2020-03-13,2020-05-04,2020-03-14,2020-07-27,2020-08-02,2020-04-13,52,1,136,141,6,80.77,76.41928104575189,66.77,83.51535947712433,81.22228758169923,50.0,960.0,23.0,6.0,197.0,1.0,8.0,0.0017853390191421821,4.277374733361477e-05,1.1158368869638636e-05,1.8597281449397724e-06,0.0003663664445531352,1.487782515951818e-05,4.3781600005711165e-05,0.03034124850657109,19.00239520958084,-22.23719018385966,-25.966686496133253,-18.23866171003717,-19.638425617078045,-28.6860628812764,-18.65611421477343,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,518722167.0,0.0,0.0
KWT2020-08-31,Kuwait,KWT,4270563.0,232.128,33.7,,2020-03-01,2020-05-10,2020-02-24,2020-05-20,2020-05-17,2020-03-25,70,-6,80,83,-3,87.82,75.73751633986953,73.82,83.8549673202615,83.75915032679734,31.617647058823533,1073.0,11.0,2.0,191.0,0.0,0.0,0.0251254928214383,0.000257577279623319,4.683223265878527e-05,0.0,0.004472478218913994,0.0,7.258996062111717e-07,0.00011918674022865922,25.126475548060714,-48.4526984126984,-58.94603174603174,-51.38095238095239,-39.88095238095238,-45.73809523809525,-46.317460317460316,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1618652051.0,60000000.0,1600000000.0
KGZ2020-08-31,Kyrgyzstan,KGZ,6524191.0,32.333,26.3,,2020-03-19,2020-04-10,2020-03-19,2020-07-18,2020-07-18,2020-04-18,22,0,121,121,0,77.88,70.8410457516339,63.88,80.78339869281042,74.898954248366,48.529411764705884,11505.0,728.0,17.0,506.0,0.0,5.0,0.1763437029970459,0.011158471602072962,0.000260568704993462,0.0,0.007755750866275987,7.663785440984176e-05,0.0,0.0,10.07816091954023,-33.52239500604293,-40.09630818619583,-11.26984126984127,-36.21111111111111,-48.08193668528864,-31.952777777777786,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO2020-08-31,Laos,LAO,7275556.0,29.715,24.4,,2020-03-25,2020-05-01,2020-03-25,2020-03-27,2020-03-25,2020-04-24,37,0,2,0,-2,86.54,50.8161437908496,72.54,49.05692810457518,51.96228758169942,44.52614379084967,4.0,0.0,0.0,19.0,0.0,0.0,5.4978616067280626e-05,0.0,0.0,0.0,0.000261148426319583,0.0,0.0,0.0,9.044444444444443,-24.42222222222223,-32.96666666666667,-11.222222222222221,-17.844444444444445,-42.833333333333336,-17.244444444444444,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,12119654.09,0.0,5700000.0
LVA2020-08-31,Latvia,LVA,1886202.0,31.212,43.9,,2020-03-12,2020-03-27,2020-03-03,2020-03-30,2020-04-22,2020-04-02,15,-9,18,50,23,65.38,57.94803921568626,51.38,53.39718954248374,57.431437908497,60.78431372549018,71.0,4.0,48.0,446.0,0.0,0.0,0.003764177961851381,0.00021206636404796515,0.002544796368575582,0.0,0.023645399591348117,0.0,0.002838558774773454,0.1097111141173641,8.738181818181818,-19.66720381926314,-24.539262820512814,8.161290322580646,-8.871446229913474,-37.26223776223776,-35.82436260623229,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,2814006721.93,0.0,9932571.0
LBN2020-08-31,Lebanon,LBN,6825442.0,594.561,31.1,,2020-02-28,2020-04-08,2020-02-22,2020-08-20,2020-08-26,2020-03-23,40,-6,174,186,6,69.23,59.67784313725504,55.23,69.34150326797385,66.19071895424834,23.8562091503268,1010.0,12.0,18.0,248.0,0.0,4.0,0.01479757647929614,0.00017581278985302342,0.0002637191847795352,0.0,0.0036334643236291507,5.860426328434115e-05,0.0,0.0,11.517647058823528,-34.52025691834764,-38.909224011713036,-22.057010785824342,-13.192151556156967,-63.44660194174757,-34.99629629629629,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,45000000.0
LSO2020-08-31,Lesotho,LSO,2142252.0,73.562,22.2,,2020-05-15,2020-07-19,2020-05-15,2020-08-02,2020-08-03,2020-06-14,65,0,79,80,1,63.46,58.41403669724772,49.46,64.01027522935789,59.94431192660544,50.0,98.0,5.0,0.0,4.0,0.0,0.0,0.00457462520749193,0.00023339924528020044,0.0,0.0,0.0001867193962241604,0.0,0.0,0.0,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,66152150.0,0.0,37840000.0
LBR2020-08-31,Liberia,LBR,5057677.0,49.127,19.2,,2020-03-17,2020-04-12,2020-03-17,2020-06-28,2020-07-16,2020-04-16,26,0,103,121,18,67.31,60.52209150326785,53.31,78.15797385620922,71.52660130718931,0.0,45.0,15.0,0.0,59.0,0.0,6.0,0.0008897365331949828,0.00029657884439832755,0.0,0.0,0.0011665434546334215,0.00011863153775933101,0.0,0.0,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,25000000.0,0.0,0.0
LBY2020-08-31,Libya,LBY,6871287.0,3.623,29.0,,2020-03-25,2020-04-17,2020-03-25,2020-08-18,2020-08-04,2020-04-24,23,0,146,132,-14,75.64,71.37640522875797,61.64,93.83895424836584,84.35287581699322,0.0,841.0,13.0,1.0,60.0,1.0,2.0,0.012239337405059636,0.00018919308711744972,1.4553314393649982e-05,1.4553314393649982e-05,0.0008731988636189987,2.9106628787299964e-05,0.0,0.0,12.017316017316015,-21.597546089986004,-25.26462395543175,-10.266666666666667,-7.281481481481482,-48.46590909090909,-16.70904925544101,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,52998679.0
LTU2020-08-31,Lithuania,LTU,2722291.0,45.135,43.5,,2020-03-12,2020-04-10,2020-02-28,2020-04-04,2020-04-12,2020-03-29,29,-13,23,44,8,84.62,57.91470588235293,70.62,49.34130718954243,55.164117647058774,73.03921568627452,122.0,6.0,36.0,394.0,2.0,7.0,0.00448151942610103,0.00022040259472628018,0.0013224155683576812,7.346753157542672e-05,0.014473103720359062,0.00025713636051399354,0.0,0.0,10.978234582829504,-11.869577844957238,-39.9898580121704,47.702005730659025,-5.020742358078604,-31.112021857923498,-30.92727272727273,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,4721416000.0,331253.5,550832500.0
LUX2020-08-31,Luxembourg,LUX,625976.0,231.447,39.7,,2020-03-05,2020-03-17,2020-03-01,2020-03-26,2020-04-12,2020-03-31,12,-4,21,42,17,80.77,59.708039215686206,66.77,44.13522875816996,52.70777777777778,98.20261437908495,234.0,8.0,38.0,1988.0,1.0,22.0,0.03738162485462702,0.0012780042685342568,0.006070520275537721,0.0001597505335667821,0.31758406073076284,0.0035145117384692065,0.0,0.0,22.0,-39.53333333333333,-60.83333333333334,-5.066666666666666,-28.31111111111111,-52.12222222222222,-51.33333333333334,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,10756723281.0,220507.0,32928146.0
MDG2020-08-31,Madagascar,MDG,27691019.0,43.951,19.6,,2020-03-21,2020-04-05,2020-03-21,2020-07-23,2020-07-17,2020-04-20,15,0,124,118,-6,72.44,61.03941176470582,58.44,72.08215686274498,66.55411764705887,30.718954248366014,614.0,10.0,4.0,121.0,0.0,0.0,0.0022173254079237746,3.6112791659996336e-05,1.4445116663998532e-05,0.0,0.0004369647790859556,0.0,0.0,0.0,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3700000.0
MWI2020-08-31,Malawi,MWI,19129955.0,197.519,18.1,,2020-04-03,2020-08-08,2020-04-03,2020-07-12,2020-07-27,2020-05-03,127,0,100,115,15,67.31,63.756490066225155,53.31,57.45880794701978,59.04947019867559,89.6523178807947,192.0,12.0,1.0,38.0,0.0,3.0,0.001003661535011452,6.272884593821573e-05,5.2274038281846464e-06,0.0,0.0001986413454710165,1.5682211484553933e-05,0.00020075495908554585,0.049392390722201626,,,,,,,,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,86690000.0,10000000.0,264480920.0
MYS2020-08-31,Malaysia,MYS,32365998.0,96.254,29.9,,2020-01-24,2020-05-23,2020-01-25,2020-06-06,2020-03-30,2020-02-24,120,1,134,65,-68,78.85,69.48686274509811,64.85,62.00209150326806,68.63300653594776,74.1830065359477,296.0,7.0,0.0,22.0,0.0,0.0,0.0009145400058419332,2.1627635273288958e-05,0.0,0.0,6.797256800176531e-05,0.0,0.0,1.400089605734767e-07,18.223580786026197,-34.182267689684565,-41.85933503836317,-31.848252344416032,-24.491048593350385,-42.97953964194373,-29.73316283034953,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,129600000000.0,0.0,382275000.0
MLI2020-08-31,Mali,MLI,20250834.0,15.196,16.4,,2020-03-26,2020-05-01,2020-03-26,2020-06-05,2020-06-05,2020-04-25,36,0,71,71,0,66.03,56.23032679738561,52.03,56.965098039215576,57.361437908496846,50.0,110.0,7.0,16.0,325.0,0.0,21.0,0.0005431875052652153,3.4566477607786423e-05,7.90090916749404e-05,0.0,0.0016048721746472268,0.00010369943282335928,5.7824778969597004e-05,0.012778472994685453,8.988888888888889,-13.826666666666668,-13.466666666666667,-4.388888888888889,-11.277777777777779,-33.96666666666667,-6.033333333333332,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,225800000.0,0.0,10200000.0
MRT2020-08-31,Mauritania,MRT,4649660.0,4.289,20.3,,2020-03-15,2020-05-19,2020-03-15,2020-06-21,2020-06-10,2020-04-14,65,0,98,87,-11,71.79,59.10627450980378,57.790000000000006,60.482941176470355,60.76490196078443,50.0,590.0,18.0,0.0,7.0,0.0,1.0,0.012689099848160941,0.0003871250801133847,0.0,0.0,0.00015054864226631624,2.1506948895188034e-05,7.00553015345925e-05,0.003776176204012689,,,,,,,,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,290000000.0,0.0,80000000.0
MUS2020-08-31,Mauritius,MUS,1271767.0,622.962,37.4,,2020-03-20,2020-04-01,2020-03-20,2020-04-10,2020-04-02,2020-04-19,12,0,21,13,-8,71.15,54.71640522875821,57.15000000000001,48.25816993464051,54.179803921568535,57.6797385620915,41.0,2.0,1.0,325.0,0.0,9.0,0.003223860974533857,0.0001572615109528711,7.863075547643553e-05,0.0,0.02555499552984155,0.0007076767992879199,0.0,0.0,21.55755395683452,-62.811657354563856,-65.26175349428209,-68.83359013867488,-53.81652661064425,-71.61510128913443,-54.5313152400835,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,130672834.0,0.0,310000000.0
MEX2020-08-31,Mexico,MEX,128932753.0,66.444,29.3,17336.468999999994,2020-03-23,2020-04-06,2020-02-29,2020-08-02,2020-06-04,2020-03-30,14,-23,132,96,-59,63.46,58.651895424836596,49.46,75.58058823529402,69.31588235294127,0.0,9556.0,1091.0,145.0,993.0,4.0,20.0,0.007411615572964612,0.0008461775418694426,0.00011246172646294153,3.1023924541501104e-06,0.0007701689267427649,1.551196227075055e-05,0.0,0.0,17.81111111111111,-41.523893612219645,-52.33400673400674,-45.44848484848485,-20.122222222222227,-52.82014146177164,-36.8946127946128,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5023923813.41,0.0,7340000000.0
MDA2020-08-31,Moldova,MDA,4033963.0,123.655,37.6,,2020-03-11,2020-04-30,2020-03-08,2020-08-01,2020-08-14,2020-04-07,50,-3,143,159,13,76.92,69.12967320261426,62.92,74.86980392156876,74.97032679738605,37.00980392156863,786.0,15.0,101.0,965.0,4.0,19.0,0.019484561459785325,0.0003718427759501017,0.002503741358064018,9.91580735866938e-05,0.02392188525278988,0.0004710008495367954,0.00023307656074738963,0.011349849353321576,12.788888888888893,-34.86888888888889,-43.4,-17.622222222222227,-26.277777777777786,-48.077777777777776,-38.96666666666667,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,461496408.0,584057000.0,0.0
MNG2020-08-31,Mongolia,MNG,3278292.0,1.98,28.6,,2020-03-10,2020-05-05,2020-03-10,2020-05-16,2020-03-10,2020-04-09,56,0,67,0,-67,80.77,63.51647058823541,66.77,64.38026143790844,65.88163398692794,50.49019607843139,74.0,0.0,1.0,16.0,0.0,0.0,0.0022572729945959666,0.0,3.0503689116161713e-05,0.0,0.0004880590258585874,0.0,0.0,0.0,2.1277777777777778,1.7004726826273788,-7.3,7.95,13.888888888888893,-3.611111111111111,-2.425414364640885,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1837687080.0,0.0,101292122.3
MAR2020-08-31,Morocco,MAR,36910558.0,80.08,29.6,,2020-03-13,2020-06-01,2020-03-03,2020-08-20,2020-08-20,2020-04-02,80,-10,160,170,0,85.26,75.39307189542501,71.26,80.08261437908511,75.94320261437896,72.38562091503267,2755.0,62.0,37.0,654.0,3.0,39.0,0.007463989029913879,0.00016797361882201834,0.00010024232090991418,8.127755749452501e-06,0.0017718507533806454,0.00010566082474288252,0.0,0.0,25.23333333333333,-60.96222222222222,-74.13333333333334,-61.56666666666667,-49.13333333333333,-66.72222222222223,-53.25555555555553,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,16800000152.0,0.0,200000000.0
