country,primary_key,iso_code,population,population_density,median_age,gdp_per_capita,interval_GRRamp,interval_GRToFirstNC,interval_firstNCToMaxNC,interval_firstNCToMaxND,index_MaxGR,index_avgMaxGRStartApr1,change_GRRamp,index_string,index_health,index_econ,value_maxNC,value_maxND,value_NC_3mnth,value_TC_3mnth,value_ND_3mnth,value_TD_3mnth,percent_maxNC,percent_maxND,percent_NC_3mnth,percent_ND_3mnth,percent_TC_3mnth,percent_TD_3mnth,percent_newTestsMean,value_totTestsSlope,mobil_residential,mobil_outdoors,mobil_retailRecreation,mobil_parks,mobil_GroceryPharmacy,mobil_transitStations,mobil_workplaces,PC 1,PC 2,PC 3,Class,logPercent_maxND,logPercent_NC_3mnth,logPercent_ND_3mnth,logPercent_TD_3mnth,logPercent_TC_3mnth,logPercent_maxNC,logInterval_maxNC,logInterval_maxND
Cyprus,CYP2020-08-31,CYP,875899.0,127.657,37.3,0.0,37,0,23,15,96.15,76.8795424836598,82.15,67.63254901960781,72.67784313725481,100.0,58.0,3.0,32.0,526.0,0.0,9.0,0.0066217680348990005,0.0003425052431844311,0.003653389260633932,0.0,0.06005258597167025,0.0010275157295532927,0.004441493825201308,0.04565746662958843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6357604176626044,2.4905268668047684,2.513617735227893,1,-3.774475683488067,-4.299853093006667,-5.383934439662807,-3.966892362823821,-1.2214682863618973,-2.179026036952699,2.2405492482826,1.6434526764861874
Czech Republic,CZE2020-08-31,CZE,10708982.0,137.17600000000002,43.3,0.0,30,1,174,44,85.26,57.49405228758162,71.26,46.88104575163389,53.50771241830057,79.41176470588233,506.0,18.0,306.0,3308.0,7.0,31.0,0.004725005607442425,0.00016808320342680564,0.002857414458255696,6.536569022153553e-05,0.030889957607548507,0.00028947662812394304,0.0,0.3839632252367369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2059514622421688,1.4148448946636278,1.2389869487923424,0,-4.952120893132464,-5.321100814105153,-4.433068798615103,-4.122720022683076,-1.5101826877108635,-2.3255976717515736,2.0293837776852097,1.8195439355418688
Democratic Republic of Congo,COD2020-08-31,COD,89561404.0,35.879,17.0,0.0,35,0,107,66,69.87,63.34274509803911,55.87000000000001,71.63915032679752,66.18300653594747,47.7124183006536,384.0,10.0,32.0,215.0,0.0,20.0,0.0004287561190979097,1.1165523934841395e-05,3.5729676591492464e-05,0.0,0.00024005876459908999,2.2331047869682793e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9598288680290317,-1.2443841437408971,0.2652664079232566,0,-3.4204210934019152,-4.015261161607007,-4.032897457847594,-5.583439036009148,-3.619682433216859,-3.3677896687649334,1.5563025007672873,1.57978359661681
Denmark,DNK2020-08-31,DNK,5792203.0,136.52,42.3,0.0,70,-5,36,38,74.36,70.19150326797393,60.36,63.20457516339853,68.05281045751617,81.94444444444444,390.0,22.0,169.0,2046.0,11.0,52.0,0.006733189427235199,0.00037982094204916514,0.002917715418468586,0.00018991047102458246,0.035323347610572355,0.0008977585902980265,0.00014983590872074065,0.010579854579795638,10.511111111111113,0.09689204974919224,-19.766666666666666,95.60853432282005,-5.644444444444448,-37.3537037037037,-32.35925925925926,-1.3479489887920773,3.348919789532716,0.7130038332316825,1,-3.3926978323974035,-3.1487633513776467,-4.518143262738255,-5.814736980264344,-1.4519381448479802,-2.1717791671976223,1.7993405494535817,1.8325089127062364
Djibouti,DJI2020-08-31,DJI,988002.0,41.285,25.4,0.0,42,0,63,68,88.46,60.36019607843154,74.46,62.50333333333357,68.17124183006554,17.401960784313722,310.0,4.0,141.0,732.0,0.0,2.0,0.03137645470353299,0.0004048574800455869,0.014271226171606937,0.0,0.07408891884834241,0.00020242874002279347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8543042277197617,2.1497115362938453,2.013141557262444,0,-3.4555622365751733,-3.2273287018986885,-4.431898891859429,-4.347472089326256,-1.1302467426669738,-1.5033961298910932,2.123851640967086,1.6232492903979006
Dominican Republic,DOM2020-08-31,DOM,10847904.0,222.873,27.6,0.0,43,-14,133,42,80.13,70.4748366013071,66.13,83.27705882352956,78.74352941176467,25.0,2012.0,38.0,208.0,1109.0,9.0,51.0,0.018547361776062917,0.00035029808523379265,0.0019174210981218122,8.296533597642457e-05,0.010223173066428316,0.00047013690386640583,0.0,0.0,23.704712041884818,-52.6766822044081,-55.40100755667506,-52.06304347826087,-38.5925925925926,-70.89667565139263,-46.430091743119256,3.2380162291671297,0.18329480258472974,-0.7625899021780793,2,-2.633790054340388,-4.211837872310388,-3.5770961759722724,-4.38321627262957,-1.9904142870428232,-1.731717856808093,1.6532125137753435,1.8512583487190752
Ecuador,ECU2020-08-31,ECU,17643060.0,66.939,28.1,0.0,19,-12,45,71,87.82,80.90346405228733,73.82,83.52699346405205,81.97745098039212,75.0,11536.0,410.0,76.0,1966.0,4.0,62.0,0.06538548301711834,0.002323859919991203,0.0004307642778520279,2.2671804097475155e-05,0.011143191713909038,0.0003514129635108649,1.3691250585530827e-05,0.003573653632993159,29.145069274653626,-62.29094441051138,-64.80323193916351,-60.29155555555555,-53.67159931701765,-74.58744635193132,-58.1008888888889,5.051380330971196,0.6197675930868796,-0.888608531865234,2,-4.023249926047334,-3.196761300389848,-4.45649356942351,-4.5892924293347255,-1.9529903975640068,-1.1845186636847698,1.9867717342662448,2.0863598306747484
Egypt,EGY2020-08-31,EGY,102334403.0,97.999,25.3,0.0,77,-29,97,122,82.69,71.753071895425,68.69,71.94627450980401,72.94300653594776,65.19607843137257,1774.0,97.0,17.0,110.0,0.0,2.0,0.0017335323683864165,9.478728282608929e-05,1.6612204206634207e-05,0.0,0.00010749073310175072,1.9543769654863774e-06,0.0,0.0,12.747083527764811,-30.61204733014009,-48.61625947767481,-31.612294288480157,0.30470085470085473,-47.426463104325705,-25.70992063492064,0.4945191023070458,-0.7343898890728976,-0.9723406135823952,2,-3.3806266386790904,-3.995837291908309,-4.4390547015307655,-3.5708370397664044,-3.9686289751553536,-2.761068044817871,2.1931245983544616,2.146128035678238
El Salvador,SLV2020-08-31,SLV,6486201.0,307.811,27.6,7292.4580000000005,57,0,156,140,92.31,84.83098039215693,78.31,92.58450980392135,87.62490196078461,69.44444444444444,456.0,27.0,13.0,177.0,1.0,7.0,0.007030309421493413,0.00041626832100947846,0.0002004254878934526,1.5417345222573274e-05,0.0027288701043954697,0.00010792141655801291,0.0,0.0,30.070103092783505,-60.0064911601669,-68.70242537313433,-59.30666666666666,-51.49405548216645,-67.81004901960785,-52.71925925925926,5.074696773719633,-1.5902481411589666,-0.21204861292531127,2,-3.3445687722994326,-3.244630171943512,-4.7636010154598605,-2.5283586975626697,-2.5640171364762714,-2.153025560173643,1.1760912590556811,1.5440680443502757
Eritrea,ERI2020-08-31,ERI,3546427.0,44.304,19.3,0.0,10,0,85,0,75.0,75.0,61.0,93.52000000000031,84.09000000000009,25.0,31.0,0.0,0.0,39.0,0.0,0.0,0.0008741192191464817,0.0,0.0,0.0,0.0010996983724746061,0.0,0.0,0.4526981368186874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1352364862841684,-1.4392825868368613,1.579520889757157,0,-4.344556947094012,-1.7771978043763212,-5.223857399714452,-4.554260553132595,-2.9587264176899915,-3.0584293308822184,2.2013971243204518,2.155336037465062
Estonia,EST2020-08-31,EST,1326539.0,31.033,42.7,0.0,46,-13,15,35,64.74,41.61228758169931,50.74,42.70006535947708,40.85967320261438,45.7516339869281,134.0,6.0,65.0,640.0,0.0,1.0,0.010101474589137596,0.0004523048323494449,0.004899969017118985,0.0,0.04824584878394077,7.538413872490745e-05,0.00047168299036284736,0.0074751497821350784,11.413612565445025,-15.331688824228547,-34.10960757780785,27.584415584415584,-9.773778920308484,-25.98425196850393,-34.37522123893805,-1.437043701957252,3.1763700435669713,-1.6321887219859497,1,-3.9525231647843033,-4.3800899858302085,-3.9877043055164094,-3.1175800543422234,-1.3165400486991892,-1.995615224318269,1.3802112417116061,2.127104798364808
Ethiopia,ETH2020-08-31,ETH,114963583.0,104.957,19.8,1729.9270000000001,149,-2,159,143,73.08,66.32156862745093,59.08,78.02862745098065,72.372745098039,33.00653594771242,1829.0,52.0,2.0,71.0,0.0,3.0,0.0015909385844385172,4.523171481181132e-05,1.73968133891582e-06,0.0,6.175868753151161e-05,2.60952200837373e-06,3.926709307838565e-07,0.0015383699243852506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4909119387339937,-2.5719036264190005,1.9022424270091909,0,-3.1100975913208906,-2.8318731506994625,-4.424717520680778,-4.579880083084097,-4.209301942009736,-2.7983465852523945,1.57978359661681,1.919078092376074
Fiji,FJI2020-08-31,FJI,896444.0,49.562,28.6,0.0,37,9,24,134,88.46,74.59823529411774,74.46,69.25150326797382,74.52692810457519,75.0,5.0,1.0,0.0,17.0,0.0,0.0,0.0005577593246203892,0.00011155186492407781,0.0,0.0,0.0018963817037093227,0.0,0.0018611141525679406,0.019899612479382208,13.411111111111113,-20.693333333333328,-24.75555555555556,-13.766666666666667,-14.288888888888893,-34.2,-16.455555555555556,-0.16994881510127202,-0.2842406049134665,0.2599887499634827,0,-2.5128392630691363,-4.127347838027011,-3.715780292853075,-3.615626050196704,-2.7220742434060297,-3.253553160448285,1.5563025007672873,1.845098040014257
Finland,FIN2020-08-31,FIN,5540718.0,18.136,42.8,0.0,30,-28,38,83,55.77,48.27215686274511,41.77,44.85718954248368,45.34751633986931,64.37908496732027,267.0,43.0,1.0,3.0,0.0,0.0,0.004818870045362352,0.0007760727039347608,1.804820241708746e-05,0.0,5.414460725126238e-05,0.0,0.0,0.0,9.172990353697749,-11.595436781160322,-31.16382853787434,50.01717557251909,-6.532748538011696,-39.952168367346935,-30.34561403508772,-1.44057036224652,1.849778111246769,-2.6536430497899577,0,-3.6485020849902376,-2.2237111275552937,-4.724090613057472,-3.4798428831178496,-4.266444792180815,-2.317054785535902,1.977723605288848,2.008600171761917
France,FRA2020-08-31,FRA,65273512.0,122.578,42.0,0.0,21,-31,36,70,82.69,68.66176470588225,68.69,64.41450980392182,65.87679738562099,83.98692810457516,7578.0,2004.0,0.0,12.0,0.0,1.0,0.011609609729594449,0.003070158075759736,0.0,0.0,1.8384180094369673e-05,1.5320150078641394e-06,0.0,0.0,19.397926634768734,-44.345396825396826,-58.63333333333333,-34.580952380952375,-26.225396825396825,-57.05396825396826,-45.23333333333333,2.394852860418126,1.2914611870903316,-2.3150803673340135,2,-3.2370882369513314,-2.6631363686406133,-5.472088335854527,-3.2320426643848315,-4.735555734216718,-1.9351823793253702,2.1903316981702914,2.1903316981702914
Gabon,GAB2020-08-31,GAB,2225728.0,7.859,23.1,0.0,42,0,95,102,85.26,77.87790849673195,71.26,72.07222222222235,76.69392156862739,84.39542483660131,570.0,5.0,3.0,49.0,0.0,1.0,0.025609598297725505,0.0002246455991028553,0.0001347873594617132,0.0,0.0022015268712079826,4.492911982057106e-05,0.0,0.0,19.994444444444444,-26.95300071789506,-31.93333333333333,-18.80208333333333,-21.156133828996282,-41.93333333333333,-20.940119760479046,0.9970554648121336,-0.6159513703743978,-0.15075730057836156,2,-4.299853093006667,-3.4012700317671687,-3.1738199100576816,-4.303455928796463,-2.6572760092977425,-1.5915972336537652,1.8195439355418688,1.5910646070264989
Gambia,GMB2020-08-31,GMB,2416664.0,207.566,17.5,0.0,141,0,155,155,66.67,60.49052287581704,52.67,71.36130718954256,71.49058823529434,0.0,416.0,14.0,0.0,9.0,0.0,1.0,0.017213812097999555,0.0005793109840672928,0.0,0.0,0.0003724142040432596,4.1379356004806626e-05,0.0036336178026127475,0.20513677233963665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8910479976265955,-2.175037472496436,3.10054051833008,0,-3.4248502516435133,-4.170432025204115,-5.776223146224183,-2.7679966599312387,-3.428973763190245,-1.7641229420028268,1.7853298350107671,1.8976270912904412
Georgia,GEO2020-08-31,GEO,3989175.0,65.032,38.7,0.0,58,1,66,39,87.82,68.79254901960806,73.82,73.76647058823545,75.50477124182994,31.862745098039216,43.0,2.0,2.0,81.0,0.0,0.0,0.0010779171131875638,5.01356796831425e-05,5.01356796831425e-05,0.0,0.0020304950271672717,0.0,0.0,0.0,14.426829268292684,-35.85365853658537,-49.5,-17.170731707317074,-26.792682926829272,-43.487804878048784,-42.31707317073171,1.146058339401983,0.0042686298208238545,-0.8984468185245641,2,-4.316291157270988,-6.102009694585488,-5.072566695659934,-4.142071094847717,-2.6923980697919982,-2.967414633091061,2.146128035678238,2.0
Germany,DEU2020-08-31,DEU,83783945.0,237.016,46.6,0.0,93,1,61,79,74.36,64.4227450980392,60.36,63.27307189542493,66.61516339869286,52.36928104575163,6294.0,315.0,4.0,21.0,0.0,0.0,0.007512179093500552,0.00037596701850217245,4.774184361932349e-06,0.0,2.506446790014484e-05,0.0,0.0,0.0,8.543300653594773,-13.168491864831035,-30.35294117647059,23.419117647058826,-5.585106382978723,-30.201797385620914,-23.12173202614379,-0.946642727830688,0.34685930654128033,-0.05920220831872061,0,-4.063752561669299,-4.4066738544355015,-3.934802716635,-2.961139383710488,-4.6009415106991955,-2.1242340668559123,2.2430380486862944,1.57978359661681
Ghana,GHA2020-08-31,GHA,31072945.0,126.719,21.1,4227.63,25,-2,140,100,82.69,60.94359477124193,68.69,59.63581699346396,66.9718300653596,27.777777777777786,1513.0,15.0,30.0,408.0,2.0,8.0,0.0048691876486120006,4.8273506099920676e-05,9.654701219984135e-05,6.436467479989425e-06,0.0013130393659178427,2.57458699199577e-05,0.0,0.0,16.22222222222222,-23.38444444444445,-28.4,-20.877777777777773,-16.72222222222222,-31.566666666666666,-19.355555555555554,-0.11402767373956915,-1.080237909015132,-0.9399086731323804,2,-2.926298706234708,-2.935162935798992,-5.339786811724248,-4.9372942179042925,-2.8817222532367888,-2.312543488303482,2.206825876031849,1.1139433523068367
Greece,GRC2020-08-31,GRC,10423056.0,83.479,45.3,0.0,34,-7,175,38,71.15,63.023856209150296,57.15000000000001,61.64816993464057,63.19326797385625,62.09150326797386,293.0,9.0,74.0,966.0,2.0,28.0,0.002811075753598561,8.634703679995579e-05,0.0007099645247996366,1.9188230399990177e-05,0.009267915283195257,0.00026863522559986245,0.0,0.0,13.922222222222222,-26.21613467779323,-51.356944444444466,0.9680555555555556,-1.0848400556328233,-44.477777777777774,-35.12916666666667,0.33685292151021584,0.9002522754814706,-0.9492799689507148,2,-3.3839988377376367,-4.952399285926126,,-4.3190832755798185,-2.03301794469313,-2.5511274507545143,2.1003705451175634,2.1367205671564067
Guam,GUM2020-08-31,GUM,168783.0,304.128,31.4,0.0,154,0,161,13,72.44,60.75575163398697,58.44,66.20078431372556,69.42150326797376,13.0718954248366,136.0,2.0,1.0,136.0,0.0,5.0,0.08057683534479182,0.0011849534609528216,0.0005924767304764108,0.0,0.08057683534479182,0.002962383652382053,0.0077373511155349375,0.01922338606682322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.337659843794228,2.0814235854918546,5.859051893474464,1,-4.6412358111483165,-4.329455137364682,,-3.869402029540134,-1.0937897935284715,-1.0937897935284715,1.8388490907372552,1.7853298350107671
Guatemala,GTM2020-08-31,GTM,17915567.0,157.834,22.9,0.0,37,0,126,137,83.33,79.82385620915029,69.33,93.81228758169948,82.81424836601332,63.39869281045753,4233.0,74.0,11.0,167.0,0.0,5.0,0.02362749669044804,0.00041304860739266585,6.1399117315126e-05,0.0,0.0009321502356023672,2.7908689688693635e-05,0.0,0.0,20.983333333333334,-48.04289073459997,-53.775245986535474,-45.928985507246374,-40.97232037691403,-62.45432692307693,-37.08357487922704,3.3112070622464262,-1.5001271598670731,-0.07777547162872474,2,-3.4186100500062038,-3.5840777454338366,,-6.102009694585488,-3.0305140863210305,-1.626582288994603,2.220108088040055,2.227886704613673
Guinea,GIN2020-08-31,GIN,13132792.0,51.755,19.0,0.0,16,0,69,61,63.46,58.32856209150334,49.46,71.29084967320252,68.93653594771239,0.0,204.0,3.0,0.0,250.0,0.0,0.0,0.0015533635193491224,2.284358116689885e-05,0.0,0.0,0.0019036317639082388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2266936914323123,-1.2050916280231971,-0.17316016564993164,0,-3.9778200917561346,-2.5943469636384764,,-4.309763841427444,-2.7204170571959416,-2.808726898442081,1.8920946026904804,2.0530784434834195
Guyana,GUY2020-08-31,GUY,786559.0,3.952,26.3,0.0,27,0,166,169,74.36,71.09679738562085,60.36,81.16464052287574,78.52627450980376,30.22875816993464,105.0,3.0,5.0,45.0,0.0,6.0,0.013349284669045806,0.0003814081334013088,0.0006356802223355146,0.0,0.005721122001019631,0.0007628162668026175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0373340601365166,-1.6054073674699034,1.6330113603766767,0,-3.1896573179244223,-3.5788582754366645,,-4.127491393725359,-2.242518790950523,-1.8745420056559283,2.2253092817258633,2.2253092817258633
Haiti,HTI2020-08-31,HTI,11402533.0,398.448,24.3,0.0,74,0,78,113,65.38,52.9324183006536,51.38,62.36784313725492,56.76241830065363,31.862745098039216,284.0,12.0,0.0,44.0,0.0,3.0,0.002490674659744461,0.00010523977435539982,0.0,0.0,0.00038587917263646594,2.6309943588849954e-05,0.0,0.0,10.122222222222222,-29.744386024607028,-32.73888888888889,-16.513333333333332,-27.63333333333333,-47.70142180094787,-24.134952766531715,0.019507504733293688,-0.5697763180507498,-0.9816048397728908,2,-3.587052852765718,-4.837038088537013,,-4.827460549317826,-3.4135486613175723,-2.6036829977567217,2.255272505103306,1.6989700043360187
Honduras,HND2020-08-31,HND,9904608.0,82.805,24.9,0.0,22,0,168,168,89.1,86.68450980392187,75.1,96.7640522875814,86.74163398692825,86.3562091503268,1170.0,64.0,10.0,392.0,1.0,24.0,0.011812683550929022,0.0006461638865465448,0.00010096310727289764,1.0096310727289762e-05,0.003957753805097586,0.0002423114574549543,0.0,0.0,22.970588235294123,-54.71895441361178,-65.73664825046039,-47.61072423398328,-48.05864197530864,-68.178231292517,-44.01052631578948,4.442665359032064,-1.4483202768808487,0.007075231810662276,2,-3.2320426643848315,-2.8786320466023425,,-4.115556662476092,-2.402551224887852,-1.9276514301621481,1.3979400086720375,1.5314789170422551
Hungary,HUN2020-08-31,HUN,9660350.0,108.043,43.4,0.0,43,1,180,50,76.92,64.52745098039233,62.92,60.52300653594759,61.640588235294246,80.3921568627451,292.0,25.0,55.0,678.0,6.0,32.0,0.003022664810281201,0.00025878979540078776,0.0005693375498817331,6.210955089618906e-05,0.007018379251269365,0.00033125093811300834,0.0,0.0,11.14317302377004,-15.569239596472276,-26.19787234042553,18.322044728434502,-12.123280423280425,-28.31005291005291,-29.537037037037038,-0.3883612098058247,0.8828305049912346,-0.13489408896995345,0,-3.83819951709192,-2.2167740860067595,,-4.232070789212008,-2.153763167570692,-2.519610009989337,2.3263358609287508,2.143014800254095
Iceland,ISL2020-08-31,ISL,341250.0,3.404,37.3,0.0,12,-9,25,34,67.95,59.322875816993616,53.95,41.24058823529422,51.92529411764703,100.0,99.0,2.0,57.0,1020.0,0.0,2.0,0.029010989010989013,0.0005860805860805861,0.0167032967032967,0.0,0.2989010989010989,0.0005860805860805861,0.0017819640676783536,0.0071202501202501205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8881394855682183,7.175629590455806,2.824023865048797,1,-4.293980036912587,-4.840278946285952,,-3.9257998400267113,-0.5244724882868949,-1.5374374654512626,2.3201462861110542,2.155336037465062
India,IND2020-08-31,IND,1380004385.0,450.419,28.2,6426.674,69,-1,212,139,96.15,82.67019607843119,82.15,82.60431372549017,84.06300653594768,75.0,78761.0,2003.0,0.0,3.0,0.0,0.0,0.005707300705424932,0.00014514446633443124,0.0,0.0,2.1739061358127495e-07,0.0,0.0,0.0,13.603982300884955,-27.283600891503113,-37.93567251461988,-20.424144144144144,-25.402307406029028,-28.571954361428045,-24.08392603129445,1.3252596602734308,-2.8879106360104965,1.4256854812828341,2,-3.4245557677101783,-5.2817139484238105,,-4.536008092873032,-6.6627592116658345,-2.2435692448040663,1.5910646070264989,2.230448921378274
Indonesia,IDN2020-08-31,IDN,273523621.0,145.725,29.3,11188.743999999999,81,28,209,143,65.71,55.82320261437913,51.71,65.81718954248365,61.425751633987005,25.0,3308.0,139.0,114.0,1528.0,14.0,136.0,0.0012094019477754722,5.081828015138773e-05,4.1678301706893535e-05,5.11838792891675e-06,0.0005586354825274851,4.972148273804842e-05,7.576096615474189e-07,0.006312456730057185,8.560940325497288,-19.31588009438604,-21.567811934900547,-19.95985533453888,-11.090415913200724,-29.39314369073669,-14.568173598553345,-0.4186986018034747,-2.332648048976252,1.1240239639351035,0,-3.518109262071925,-4.102322931025105,,-3.589836507355373,-3.2528714829270107,-2.9174293362861725,2.247973266361807,2.089905111439398
Iran,IRN2020-08-31,IRN,83992953.0,49.831,32.4,0.0,138,-6,39,170,66.99,56.50333333333332,52.99,54.883398692810495,55.50169934640535,62.00980392156863,5275.0,316.0,1237.0,19644.0,149.0,1433.0,0.006280288776131017,0.00037622203853220873,0.0014727426002036144,0.00017739583462436423,0.023387676344704768,0.0017060955101792885,1.9738759115501837e-06,0.00341692393214409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.659835247263519,1.448631031984287,1.9181699105850465,0,-2.3243172861233137,-4.104407551655739,,-2.454135001801364,-1.6310129248690166,-2.202020386358853,1.6127838567197357,1.7481880270062005
Iraq,IRQ2020-08-31,IRQ,40222503.0,88.125,20.0,0.0,92,1,177,123,80.77,77.43084967320287,66.77,91.10960784313733,85.14725490196093,34.967320261437905,4576.0,122.0,30.0,346.0,2.0,29.0,0.011376716163089105,0.00030331279980263783,7.458511470556669e-05,4.972340980371112e-06,0.0008602149896042024,7.209894421538112e-05,0.0,0.0,12.866666666666667,-26.82,-36.27777777777778,-24.211111111111112,-14.844444444444445,-33.333333333333336,-25.43333333333333,0.8571907580320062,-2.288934677747002,1.1717899784919672,2,-3.086035869185217,-3.9489952536776434,,-4.804592693704149,-3.0653929939538966,-1.9439830769617048,2.230448921378274,2.255272505103306
Ireland,IRL2020-08-31,IRL,4937796.0,69.874,38.7,0.0,37,1,41,56,84.62,73.01098039215674,70.62,68.72339869281039,68.10372549019618,100.0,1169.0,234.0,295.0,2910.0,8.0,54.0,0.02367453009399335,0.004738956408891741,0.005974325387278047,0.00016201560372279455,0.05893317585416651,0.0010936053251288634,0.0,0.0,19.26,-34.02728135000551,-55.70359151882303,-17.746794871794872,-10.756700167504187,-41.87367303609342,-44.05564715581203,2.147419239755259,3.7693704517851017,1.1238872690098325,1,-2.794262043570769,-2.601410536710484,,-3.9842236189471114,-1.2296401545475495,-1.6257186323716166,1.7075701760979365,1.7558748556724917
Israel,ISR2020-08-31,ISR,8655541.0,402.606,30.6,0.0,59,13,170,180,91.03,71.22052287581715,77.03,68.59705882352944,65.98816993464051,100.0,2502.0,71.0,188.0,1071.0,0.0,1.0,0.028906338725678733,0.0008202837927750559,0.0021720190569255,0.0,0.012373576648761759,1.1553292855986705e-05,2.879994095891197e-05,0.0023551266702050893,16.59495798319328,-30.46966523343689,-45.65714285714286,-22.87457627118644,-11.465346534653465,-36.11596638655463,-36.23529411764706,1.5510391720810404,-0.4126256848801435,0.859232689950159,2,-3.994340766148434,-4.5156476339022165,,-4.667421196863623,-1.907504747072437,-1.5390069125468917,2.2355284469075487,2.2227164711475837
Italy,ITA2020-08-31,ITA,60461828.0,205.859,47.9,0.0,72,0,51,57,85.26,66.93000000000004,71.26,63.74444444444442,67.30725490196076,64.86928104575163,6557.0,971.0,240.0,1128.0,8.0,29.0,0.010844859007570859,0.0016059719530808762,0.0003969446639952731,1.3231488799842439e-05,0.001865639920777784,4.796414689942885e-05,7.729394707241292e-07,0.0004796996662958843,19.92703045685279,-47.330255497678365,-57.684837092731826,-48.96491228070175,-31.438871473354233,-54.74561403508772,-43.81704260651628,2.460760542942245,0.8905360290894683,-1.0374613151385352,2,-4.097688320802844,-3.998948886679708,,-3.1501650422164142,-2.7291721738314507,-1.964776089812259,2.285557309007774,1.9956351945975501
Jamaica,JAM2020-08-31,JAM,2961161.0,266.879,31.4,0.0,41,0,172,167,74.36,65.50058823529423,60.36,74.53326797385637,68.5594117647057,48.692810457516345,244.0,3.0,2.0,65.0,0.0,4.0,0.00824001126585147,0.00010131161392440328,6.75410759496022e-05,0.0,0.0021950849683620714,0.0001350821518992044,0.0,0.0,19.75786924939468,-40.82999538485107,-43.45676004872107,-43.9281210592686,-29.29027962716378,-51.80890538033396,-35.665910808767954,2.1722625063481837,-1.1636339554520383,-0.5056211823444565,2,-4.4066738544355015,-4.957525831250387,,-4.8093332602486365,-2.6585486642252407,-2.0840721945293668,2.214843848047698,1.4471580313422192
Japan,JPN2020-08-31,JPN,126476458.0,347.778,48.2,0.0,72,-20,193,99,50.64,42.56333333333336,36.64,34.089150326797466,37.11143790849674,72.54901960784314,2064.0,101.0,1.0,30.0,0.0,1.0,0.0016319242589794855,7.985675879696126e-05,7.906609781877351e-07,0.0,2.371982934563205e-05,7.906609781877351e-07,0.0,0.0,6.40078125,-8.577083333333333,-11.586458333333333,2.7046875,1.8075520833333327,-25.301041666666666,-10.51015625,-2.165204276863678,0.705637656666418,-1.4289971288779708,0,-2.7630744191969843,-2.1697974539167566,,-3.3269783095402987,-4.624888439865824,-2.7873000016303124,2.041392685158225,2.170261715394957
Jordan,JOR2020-08-31,JOR,10203140.0,109.285,23.2,0.0,14,-12,164,28,83.97,62.27934640522885,69.97,66.95810457516315,66.78450980392161,37.5,77.0,4.0,4.0,278.0,0.0,5.0,0.0007546696409144638,3.9203617709842265e-05,3.9203617709842265e-05,0.0,0.002724651430834037,4.9004522137302836e-05,0.0,0.0,17.767184035476717,-48.607864094001776,-46.015789473684215,-48.10445682451253,-30.647490820073447,-78.24822695035459,-40.02335640138409,1.9754851205954107,-0.4012821695584155,-2.092482871386844,2,-4.368822700292177,-2.9050969403466316,,-3.9760860037202037,-2.5646890498453865,-3.1222431205909813,2.133538908370217,2.14921911265538
Kazakhstan,KAZ2020-08-31,KAZ,18776707.0,6.681,30.6,24055.588,49,2,110,148,83.01,76.32549019607858,69.01,81.14418300653601,83.38542483660126,37.5,19246.0,324.0,218.0,1179.0,4.0,14.0,0.10249933601243284,0.001725542183727956,0.0011610129507799213,2.130298992256736e-05,0.0062790562796767296,7.456046472898575e-05,0.0,0.03706563068521234,10.644444444444442,-23.88444444444445,-35.822222222222216,-6.322222222222222,-19.777777777777786,-22.3,-35.2,1.7014005825499774,-1.4400316250088183,1.7800218615778138,2,-3.5890924478704376,-4.429691930223481,,-5.036707077298011,-2.2021056243085075,-0.9892789479455,1.9030899869919435,1.919078092376074
Kenya,KEN2020-08-31,KEN,53771300.0,87.324,20.0,2993.028,52,1,136,141,80.77,76.41928104575189,66.77,83.51535947712433,81.22228758169923,50.0,960.0,23.0,6.0,197.0,1.0,8.0,0.0017853390191421821,4.277374733361477e-05,1.1158368869638636e-05,1.8597281449397724e-06,0.0003663664445531352,1.487782515951818e-05,4.378160000571117e-05,0.03034124850657109,19.00239520958084,-22.23719018385966,-25.966686496133253,-18.23866171003717,-19.638425617078045,-28.6860628812764,-18.65611421477343,0.6225040739844027,-1.9714771327939884,0.4421392420818809,2,-1.9523952874990729,-5.110041418947333,,-2.4283800317219533,-3.4360843101481766,-2.748279303270201,2.0827853703164503,2.0827853703164503
