,country,PC 1,PC 2,PC 3,Class,logInterval_firstNCToMaxNC,logInterval_firstNCToMaxND
69,Iran,-2.659835247263519,1.448631031984287,1.9181699105850465,0,1.591064607026499,2.230448921378274
70,Iraq,0.8571907580320062,-2.288934677747002,1.1717899784919672,2,2.247973266361807,2.089905111439398
71,Ireland,2.147419239755259,3.7693704517851017,1.1238872690098325,1,1.6127838567197355,1.7481880270062005
72,Israel,1.5510391720810404,-0.4126256848801435,0.859232689950159,2,2.230448921378274,2.255272505103306
73,Italy,2.460760542942245,0.8905360290894683,-1.0374613151385352,2,1.7075701760979363,1.7558748556724915
74,Jamaica,2.1722625063481837,-1.1636339554520383,-0.5056211823444565,2,2.2355284469075487,2.2227164711475833
75,Japan,-2.165204276863678,0.705637656666418,-1.4289971288779708,0,2.285557309007774,1.99563519459755
76,Jordan,1.9754851205954107,-0.4012821695584155,-2.092482871386844,2,2.214843848047698,1.4471580313422192
77,Kazakhstan,1.7014005825499774,-1.4400316250088183,1.7800218615778138,2,2.041392685158225,2.1702617153949575
78,Kenya,0.6225040739844027,-1.9714771327939884,0.4421392420818809,2,2.1335389083702174,2.1492191126553797
79,Kuwait,3.1077361401555867,-0.7212438897173726,-0.5354407550045651,2,1.9030899869919435,1.919078092376074
80,Kyrgyzstan,3.3638268867991536,0.0123775904388802,2.436846898831205,2,2.0827853703164503,2.0827853703164503
82,Latvia,-1.006126269508028,2.2852624114676234,-0.7225527338762131,0,1.255272505103306,1.6989700043360187
83,Lebanon,1.1284688475216842,-1.1175435796395126,-0.576588045792359,2,2.2405492482826,2.2695129442179165
84,Lesotho,-3.0667359744660248,-0.7928421448610208,0.1955749242056672,0,1.8976270912904414,1.9030899869919435
85,Liberia,-2.8211098117104667,-1.7972167464501914,0.4496808672068594,0,2.012837224705172,2.0827853703164503
86,Libya,0.2496582514698677,-1.88952196174788,0.4106793098280903,2,2.164352855784437,2.12057393120585
87,Lithuania,-1.1900465191954186,2.57500227349031,-1.6021892985353383,0,1.3617278360175928,1.6434526764861874
88,Luxembourg,2.374240874524141,8.688564903031015,1.6956575795514983,1,1.3222192947339193,1.6232492903979006
89,Madagascar,-2.8127297008544128,-1.5328920405538755,0.2055862768842247,0,2.093421685162235,2.0718820073061255
90,Malawi,-2.955761760496426,-1.0048106189590111,1.0263371945148891,0,2.0,2.060697840353612
91,Malaysia,1.070816258273575,-0.5659601300703887,-0.24312579889447014,2,2.1271047983648077,1.8129133566428555
92,Mali,-1.7079931503827157,-0.3607517281652314,-0.9668753418774616,0,1.8512583487190752,1.8512583487190752
93,Mauritania,-3.006715396998468,-0.8901717122902257,0.3435258883237131,0,1.9912260756924949,1.9395192526186185
94,Mauritius,3.0797470403589933,2.093954031777795,-2.8321901138956114,2,1.3222192947339193,1.1139433523068367
95,Mexico,1.9102470193127459,-1.368342881265621,-1.774242197688004,2,2.12057393120585,1.9822712330395684
96,Moldova,1.7076841222208765,0.3408806436409261,0.5791164056273403,2,2.155336037465062,2.2013971243204513
98,Morocco,4.4959534415005,-1.0997375719448863,-0.7863924058653267,2,2.2041199826559246,2.230448921378274
99,Mozambique,-1.1330775113030265,-2.0272287975623358,-0.013571004130067944,0,2.1492191126553797,2.123851640967086
100,Myanmar,-2.729552410906844,-1.803339021206184,0.8906061188254553,0,2.220108088040055,1.2041199826559248
101,Namibia,0.9353267188312496,-0.9908819905897328,-0.7804438817883176,2,2.2095150145426308,2.2095150145426308
102,Nepal,1.5952054581325004,-2.365565642417963,1.0223651404775569,2,2.184691430817599,2.3404441148401185
103,Netherlands,-0.0324860856823525,7.330922063941164,1.917733517900588,1,1.5185139398778875,1.6020599913279623
104,New Zealand,0.8974543238849523,1.3688652980576057,-1.8896065302618348,2,1.505149978319906,1.662757831681574
105,Nicaragua,-2.000088312884874,1.6870921075067202,-4.768840493327884,0,1.6232492903979006,1.8388490907372552
106,Niger,-2.763821234294363,0.7894026008924213,-2.58711613772278,0,1.2304489213782739,1.2041199826559248
107,Nigeria,-0.2902905680004444,-1.9260689776920739,-0.14914127900643714,0,2.0969100130080562,2.041392685158225
108,Norway,-1.4414188142310582,4.0659880656464775,-0.9004585417491823,1,1.2304489213782739,1.6812412373755872
109,Oman,1.1336765129564397,-2.4110212080479907,3.237675331076073,2,2.2095150145426308,2.2121876044039577
110,Pakistan,0.42209598097395945,-1.2750513155393828,0.10885554298797898,2,2.0492180226701815,2.0569048513364727
111,Palestine,-2.057994817692093,-2.3511010989170518,1.6590834037257487,0,2.24551266781415,2.1986570869544226
112,Panama,5.450575738502073,1.7084110393391876,1.132383863307017,2,2.100370545117563,2.1367205671564067
113,Papua New Guinea,-2.3449905240117013,-1.047419845132415,-0.2896757976632923,0,2.161368002234975,2.113943352306837
114,Paraguay,2.7490055846024344,-1.9492577161977176,0.16711949778085927,2,2.247973266361807,2.2068258760318495
115,Peru,6.278380314017986,-0.3684780881440594,1.3810945460303212,2,2.214843848047698,2.2041199826559246
116,Philippines,2.110485336753791,-2.3770140330533387,0.480100150627256,2,2.285557309007774,2.2174839442139063
117,Poland,0.1278518896728931,0.6594361239369909,-1.1495172961988342,2,2.2174839442139063,1.7160033436347992
118,Portugal,2.5449366658603134,4.648257576692774,1.3372023265006734,1,1.6127838567197355,1.724275869600789
119,Puerto Rico,3.5395960708049925,1.9111724209122212,1.4210730349279062,2,2.103803720955957,2.1492191126553797
120,Qatar,2.2910390017019524,-0.4483067322456439,1.3678298249862504,2,1.9242792860618816,2.0453229787866576
121,Romania,1.2492160664204204,0.20745455588648498,-0.38118637701768665,2,2.2380461031287955,2.2576785748691846
122,Russia,0.041928411322394665,-0.6399590189637554,-0.5187624635113055,2,2.130333768495006,2.143014800254095
123,Rwanda,2.07903434792888,-1.5535509721989331,-0.9197547449500671,2,2.214843848047698,2.1958996524092336
124,Saudi Arabia,2.1049439027324865,-0.8344323472755267,0.1431015666470683,2,2.0293837776852097,2.0969100130080562
125,Senegal,0.4575648046769235,-0.9173605962945496,-1.2287857301611238,2,2.1818435879447726,2.1958996524092336
126,Serbia,1.2421036173140996,2.061909777812065,0.7855681302294134,1,2.155336037465062,2.100370545117563
128,Sierra Leone,-3.445957688259216,-0.3631869912095688,-0.3798031332070802,0,1.7323937598229686,1.6434526764861874
129,Singapore,0.15497306817374634,0.1022478915460851,1.7188581450194158,2,1.9637878273455553,1.7634279935629373
130,Slovakia,0.3768062556631109,0.95291253553406,-1.324673916037841,2,2.225309281725863,1.6020599913279623
131,Slovenia,0.9515454043080122,3.4411601704022763,-0.945606952897294,1,1.380211241711606,1.505149978319906
132,Somalia,-4.138373587690527,0.02170326683620416,-1.5813948584125992,0,1.8512583487190752,1.568201724066995
133,South Africa,2.6529122906591613,-1.7685586097547452,0.4665355134677234,2,2.146128035678238,2.143014800254095
134,South Korea,-2.299574059925127,0.7256763087323828,-0.8747843085290524,0,1.4471580313422192,1.7781512503836436
135,Spain,2.9968355747910334,-0.29551719889942923,0.18579767032953332,2,2.3138672203691533,2.143014800254095
136,Sri Lanka,1.7790337526808326,-0.3518983511437753,-1.387836569986008,2,2.1903316981702914,1.7853298350107671
137,Sudan,-2.751920272217993,-1.7176542534284098,1.033427447567946,0,1.9777236052888478,1.8864907251724818
138,Suriname,-2.0370885218773043,-1.7288507701082247,2.3598082857892884,0,2.1958996524092336,2.1760912590556813
139,Swaziland,-2.3389894441886248,-1.978617744564348,0.9725516728274698,0,2.1367205671564067,2.1335389083702174
140,Sweden,-2.332467979412044,1.3323256205115996,-1.7490949987000364,0,2.037426497940624,1.8388490907372552
141,Switzerland,0.21737291085460586,7.703204815877193,2.8201369577860183,1,1.505149978319906,1.5440680443502757
142,Tajikistan,-1.0175971024810435,1.2763095609851869,-0.7993364935169378,0,1.4471580313422192,0.9542425094393249
143,Tanzania,-2.9167373725120638,0.33679174143583623,-2.460463219943612,0,1.6434526764861874,1.6434526764861874
144,Thailand,0.4666922764521592,0.3992769470760812,-2.441029289515242,2,1.3979400086720377,1.9138138523837167
146,Togo,-0.6031440674767209,-0.8024786844019461,-0.9771104834908272,0,2.220108088040055,1.6127838567197355
147,Trinidad and Tobago,2.5662133429374068,-0.5927223858897931,-0.21143172535908944,2,2.2227164711475833,2.2278867046136734
148,Tunisia,-2.837283329331948,-0.3736902273151884,-0.034447724134380124,0,2.214843848047698,1.5185139398778875
149,Turkey,0.8835475780514649,3.0561750048240364,0.4470100860043088,1,1.4913616938342726,1.591064607026499
150,Uganda,2.1630689945297887,-1.864847158832223,-0.7178298970779434,2,2.1903316981702914,2.1818435879447726
151,Ukraine,0.09438663561132804,-0.6426041344752669,-0.2877100909900454,2,2.2227164711475833,2.24551266781415
152,United Arab Emirates,1.2276322149640977,-0.08431037916195741,-1.9655793898327796,2,1.919078092376074,2.0211892990699383
153,United Kingdom,0.7721145348208084,0.0960516992887786,0.5642386732030171,2,1.9242792860618816,1.9084850188786497
154,United States,-0.2451725402892551,0.10699567343273957,-1.0742215666112247,0,2.161368002234975,1.9344984512435677
155,Uruguay,0.20886216282798986,1.4580530477251228,-2.3298387906614613,2,1.1760912590556813,1.2787536009528289
156,Uzbekistan,-2.235180562759687,-1.7357602253321986,1.18736922267797,0,2.1903316981702914,2.1903316981702914
157,Venezuela,2.657355578177916,-1.6739280785973945,0.2871951951458044,2,2.1760912590556813,2.225309281725863
158,Vietnam,0.10919483203744793,-2.1577414138918978,0.3525145185053542,2,2.2648178230095364,2.303196057420489
159,Yemen,-3.2009447687126253,-0.19286016172203296,-1.4395790658501009,0,1.8260748027008264,1.9731278535996986
160,Zambia,-2.0856673920400133,-0.8642298548803137,-0.8695887096876427,0,2.0827853703164503,2.0718820073061255
161,Zimbabwe,2.2098990153094267,-1.6604284337044946,-0.9978645638039124,2,2.1271047983648077,2.161368002234975
