date_updated,new_cases,new_deaths,new_tests,total_cases_updated,total_deaths_updated,total_tests_updated,StringencyIndex_updated,StringencyLegacyIndex_updated,GovernmentResponseIndex_updated,ContainmentHealthIndex_updated,EconomicSupportIndex_updated
2020-01-18,17.0,0.0,16.0,83.0,2.0,484.0,0.819672131147541,1.1124590163934427,1.156065573770492,1.2172131147540983,0.819672131147541
2020-01-19,136.0,1.0,21.0,219.0,3.0,505.0,0.819672131147541,1.1124590163934427,1.156065573770492,1.2172131147540983,0.819672131147541
2020-01-20,20.0,0.0,65.0,239.0,3.0,570.0,1.0019672131147541,1.424590163934426,1.450327868852459,1.5650819672131147,0.819672131147541
2020-01-21,152.0,3.0,52.0,391.0,6.0,633.0,1.0019672131147541,1.424590163934426,1.5554098360655737,1.6893442622950818,0.819672131147541
2020-01-22,142.0,11.0,61.0,533.0,17.0,694.0,1.7534426229508198,2.216885245901639,2.201639344262295,2.453114754098361,0.819672131147541
2020-01-23,97.0,0.0,46.0,630.0,17.0,740.0,2.5124590163934424,3.133934426229508,2.8529508196721305,3.2231147540983613,0.819672131147541
2020-01-24,266.0,9.0,49.0,896.0,26.0,798.0,3.0590163934426227,3.8950819672131143,3.6727868852459005,4.191967213114756,0.819672131147541
2020-01-25,451.0,15.0,19.0,1347.0,41.0,817.0,3.468852459016394,4.480655737704918,4.208688524590164,4.8254098360655755,0.819672131147541
2020-01-26,673.0,15.0,34.0,2020.0,56.0,981.0,4.1367213114754104,5.359016393442624,4.733934426229509,5.446229508196722,0.819672131147541
2020-01-27,795.0,25.0,67.0,2815.0,81.0,1068.0,4.546721311475411,5.925081967213115,5.14377049180328,5.930491803278688,0.819672131147541
2020-01-28,1765.0,25.0,204.0,4580.0,106.0,1275.0,5.002131147540983,6.569180327868854,5.459016393442623,6.3031147540983605,0.819672131147541
2020-01-29,1479.0,26.0,142.0,6059.0,132.0,1420.0,5.791639344262294,7.564426229508198,6.110655737704919,7.073278688524589,0.819672131147541
2020-01-30,1756.0,38.0,158.0,7815.0,170.0,1638.0,6.5045161290322575,8.517580645161292,6.570483870967742,7.619193548387097,0.8064516129032258
2020-01-31,2000.0,43.0,67.0,9815.0,213.0,5315.0,8.37015873015873,10.782698412698416,8.663809523809524,10.094920634920634,0.7936507936507936
2020-02-01,2121.0,46.0,211.0,11936.0,259.0,2043.0,8.325645161290321,10.572419354838713,8.824838709677422,10.209032258064513,1.2096774193548387
2020-02-02,2608.0,46.0,87.0,14544.0,305.0,2137.0,8.773709677419355,11.18693548387097,9.176290322580648,10.624354838709678,1.2096774193548387
2020-02-03,2818.0,57.0,41.0,17362.0,362.0,2178.0,9.236612903225808,11.762741935483872,9.66225806451613,11.198709677419352,1.2096774193548387
2020-02-04,3243.0,65.0,88.0,20605.0,427.0,2453.0,9.729677419354841,12.434677419354838,10.003387096774194,11.60209677419355,1.2096774193548387
2020-02-05,3897.0,66.0,181.0,24502.0,493.0,2634.0,9.819193548387098,12.549838709677418,10.189354838709681,11.821935483870966,1.2096774193548387
2020-02-06,3741.0,72.0,230.0,28243.0,565.0,2871.0,10.013225806451615,12.78048387096774,10.489354838709682,12.176129032258062,1.2096774193548387
2020-02-07,3172.0,73.0,295.0,31415.0,638.0,3219.0,9.9175,12.734375,10.531875000000003,12.233593749999999,1.171875
