,country,PC 1,PC 2,PC 3,Class,logPercent_TD_3mnth
74,Jamaica,2.1722625063481837,-1.1636339554520383,-0.5056211823444565,2,-3.869402029540134
75,Japan,-2.165204276863678,0.705637656666418,-1.4289971288779708,0,-6.102009694585487
76,Jordan,1.9754851205954107,-0.4012821695584155,-2.092482871386844,2,-4.3097638414274435
77,Kazakhstan,1.7014005825499774,-1.4400316250088183,1.7800218615778138,2,-4.127491393725359
78,Kenya,0.6225040739844027,-1.9714771327939884,0.4421392420818809,2,-4.827460549317826
80,Kyrgyzstan,3.3638268867991536,0.0123775904388802,2.436846898831205,2,-4.1155566624760915
83,Lebanon,1.1284688475216842,-1.1175435796395126,-0.576588045792359,2,-4.232070789212008
85,Liberia,-2.8211098117104667,-1.7972167464501914,0.4496808672068594,0,-3.9257998400267113
86,Libya,0.2496582514698677,-1.88952196174788,0.4106793098280903,2,-4.536008092873032
87,Lithuania,-1.1900465191954186,2.57500227349031,-1.6021892985353383,0,-3.589836507355373
88,Luxembourg,2.374240874524141,8.688564903031015,1.6956575795514983,1,-2.454135001801364
90,Malawi,-2.955761760496426,-1.0048106189590111,1.0263371945148891,0,-4.804592693704149
92,Mali,-1.7079931503827157,-0.3607517281652314,-0.9668753418774616,0,-3.984223618947111
93,Mauritania,-3.006715396998468,-0.8901717122902257,0.3435258883237131,0,-4.667421196863623
94,Mauritius,3.0797470403589933,2.093954031777795,-2.8321901138956114,2,-3.1501650422164142
95,Mexico,1.9102470193127459,-1.368342881265621,-1.774242197688004,2,-4.809333260248637
96,Moldova,1.7076841222208765,0.3408806436409261,0.5791164056273403,2,-3.326978309540298
98,Morocco,4.4959534415005,-1.0997375719448863,-0.7863924058653267,2,-3.976086003720204
100,Myanmar,-2.729552410906844,-1.803339021206184,0.8906061188254553,0,-5.036707077298012
103,Netherlands,-0.0324860856823525,7.330922063941164,1.917733517900588,1,-2.428380031721953
104,New Zealand,0.8974543238849523,1.3688652980576057,-1.8896065302618348,2,-4.683248190730275
105,Nicaragua,-2.000088312884874,1.6870921075067202,-4.768840493327884,0,-4.821156644592381
106,Niger,-2.763821234294363,0.7894026008924213,-2.58711613772278,0,-4.082904443998825
107,Nigeria,-0.2902905680004444,-1.9260689776920739,-0.14914127900643714,0,-6.314161401603258
108,Norway,-1.4414188142310582,4.0659880656464775,-0.9004585417491823,1,-3.5299788116231587
110,Pakistan,0.42209598097395945,-1.2750513155393828,0.10885554298797898,2,-5.389938128739953
111,Palestine,-2.057994817692093,-2.3511010989170518,1.6590834037257487,0,-4.707690739947176
112,Panama,5.450575738502073,1.7084110393391876,1.132383863307017,2,-2.835616899721974
114,Paraguay,2.7490055846024344,-1.9492577161977176,0.16711949778085927,2,-4.154273602674771
115,Peru,6.278380314017986,-0.3684780881440594,1.3810945460303212,2,-3.5990651703621808
116,Philippines,2.110485336753791,-2.3770140330533387,0.480100150627256,2,-6.039735596218969
117,Poland,0.1278518896728931,0.6594361239369909,-1.1495172961988342,2,-3.8221520718651756
118,Portugal,2.5449366658603134,4.648257576692774,1.3372023265006734,1,-2.7366183335947607
119,Puerto Rico,3.5395960708049925,1.9111724209122212,1.4210730349279062,2,-2.5322142833616286
120,Qatar,2.2910390017019524,-0.4483067322456439,1.3678298249862504,2,-4.45955230284743
121,Romania,1.2492160664204204,0.20745455588648498,-0.38118637701768665,2,-3.9039414998334165
124,Saudi Arabia,2.1049439027324865,-0.8344323472755267,0.1431015666470683,2,-4.337632283187578
125,Senegal,0.4575648046769235,-0.9173605962945496,-1.2287857301611238,2,-5.223857399714452
126,Serbia,1.2421036173140996,2.061909777812065,0.7855681302294134,1,-3.125232169432731
128,Sierra Leone,-3.445957688259216,-0.3631869912095688,-0.3798031332070802,0,-4.056740735386183
131,Slovenia,0.9515454043080122,3.4411601704022763,-0.945606952897294,1,-3.0168102885170565
132,Somalia,-4.138373587690527,0.02170326683620416,-1.5813948584125992,0,-4.502241863441115
133,South Africa,2.6529122906591613,-1.7685586097547452,0.4665355134677234,2,-4.818875822079183
137,Sudan,-2.751920272217993,-1.7176542534284098,1.033427447567946,0,-5.340932362085684
138,Suriname,-2.0370885218773043,-1.7288507701082247,2.3598082857892884,0,-3.7683672301148263
141,Switzerland,0.21737291085460586,7.703204815877193,2.8201369577860183,1,-2.73042202758877
142,Tajikistan,-1.0175971024810435,1.2763095609851869,-0.7993364935169378,0,-3.3073431590148834
143,Tanzania,-2.9167373725120638,0.33679174143583623,-2.460463219943612,0,-5.17416315489622
146,Togo,-0.6031440674767209,-0.8024786844019461,-0.9771104834908272,0,-4.440842831368476
147,Trinidad and Tobago,2.5662133429374068,-0.5927223858897931,-0.21143172535908944,2,-3.2428801229106985
148,Tunisia,-2.837283329331948,-0.3736902273151884,-0.034447724134380124,0,-4.072566695659935
149,Turkey,0.8835475780514649,3.0561750048240364,0.4470100860043088,1,-2.923430811607586
151,Ukraine,0.09438663561132804,-0.6426041344752669,-0.2877100909900454,2,-4.298394126566023
155,Uruguay,0.20886216282798986,1.4580530477251228,-2.3298387906614613,2,-3.637705697282538
156,Uzbekistan,-2.235180562759687,-1.7357602253321986,1.18736922267797,0,-4.9225853274223255
157,Venezuela,2.657355578177916,-1.6739280785973945,0.2871951951458044,2,-4.499625125572133
159,Yemen,-3.2009447687126253,-0.19286016172203296,-1.4395790658501009,0,-4.629496507558179
160,Zambia,-2.0856673920400133,-0.8642298548803137,-0.8695887096876427,0,-4.963408976244846
161,Zimbabwe,2.2098990153094267,-1.6604284337044946,-0.9978645638039124,2,-4.694983090019275
