,date_updated,primary_key_reaction_CAN,iso_code_CAN,continent_CAN,location_CAN,population_CAN,population_density_CAN,median_age_CAN,percentage_of_Pop_New_Cases_CAN,percentage_of_Pop_New_Deaths_CAN,percentage_of_Pop_New_Tests_CAN,percentage_of_Pop_Total_Cases_CAN,percentage_of_Pop_Total_Deaths_CAN,percentage_of_Pop_Total_Tests_CAN,primary_key_response_CAN,StringencyIndex_updated_CAN,percentage_change_stringency_CAN,StringencyLegacyIndex_updated_CAN,GovernmentResponseIndex_updated_CAN,percentage_change_GovernmentResponse_CAN,ContainmentHealthIndex_updated_CAN,percentage_change_ContainmentHealth_CAN,EconomicSupportIndex_updated_CAN,percentage_change_EconomicSupport_CAN,primary_key_reaction_US,iso_code_US,continent_US,location_US,population_US,population_density_US,median_age_US,percentage_of_Pop_New_Cases_US,percentage_of_Pop_New_Deaths_US,percentage_of_Pop_New_Tests_US,percentage_of_Pop_Total_Cases_US,percentage_of_Pop_Total_Deaths_US,percentage_of_Pop_Total_Tests_US,primary_key_response_US,StringencyIndex_updated_US,percentage_change_stringency_US,StringencyLegacyIndex_updated_US,GovernmentResponseIndex_updated_US,percentage_change_GovernmentResponse_US,ContainmentHealthIndex_updated_US,percentage_change_ContainmentHealth_US,EconomicSupportIndex_updated_US,percentage_change_EconomicSupport_US,T_new_cases_CAN,T_new_deaths_CAN,T_new_tests_CAN,T_total_cases_updated_CAN,T_total_deaths_updated_CAN,T_total_tests_updated_CAN,T_new_cases_US,T_new_deaths_US,T_new_tests_US,T_total_cases_updated_US,T_total_deaths_updated_US,T_total_tests_updated_US
70,2020-03-11,CAN2020-03-11,CAN,North America,Canada,37742157.0,4.037,41.4,4.2392913579369615e-05,0.0,0.0,0.0002464088101800859,2.649557098710601e-06,0.0,CAN2020-03-11,13.89,399.64028776978415,17.86,18.59,70.55045871559633,21.97,70.57453416149066,0.0,0.0,USA2020-03-11,USA,North America,United States,331002647.0,35.60800000000001,38.3,8.187245705016974e-05,6.042247752780056e-09,0.0011489334101911276,0.0003096651973299778,8.459146853892079e-06,0.004838329888038629,USA2020-03-11,21.76,6.823760432007853,26.19,24.04,4.159445407279039,28.41,4.180418041804179,0.0,0.0,2.9409759003567954e-06,0.0,0.0,1.7094422420823875e-05,1.838109937722997e-07,0.0,3.2300967398478655e-06,2.3838352323600485e-08,4.532862694332632e-05,1.2217155565845248e-05,3.337369325304068e-07,0.0001908856062312309
71,2020-03-12,CAN2020-03-12,CAN,North America,Canada,37742157.0,4.037,41.4,2.649557098710601e-05,0.0,0.0,0.0002729043811671919,2.649557098710601e-06,0.0,CAN2020-03-12,22.22,59.97120230381567,27.38,24.36,31.03819257665412,28.79,31.04233045061449,0.0,0.0,USA2020-03-12,USA,North America,United States,331002647.0,35.60800000000001,38.3,8.67062552523938e-05,6.042247752780056e-09,0.0020501346625182728,0.00039637145258237166,9.063371629170082e-06,0.006888464550556903,USA2020-03-12,30.09,38.28125,30.95,29.81,24.00166389351082,35.23,24.00563181978175,0.0,0.0,1.838109937722997e-06,0.0,0.0,1.893253235854687e-05,1.838109937722997e-07,0.0,3.4208035584366695e-06,2.3838352323600485e-08,8.088352943397644e-05,1.563795912428192e-05,3.5757528485400725e-07,0.0002717691356652073
72,2020-03-13,CAN2020-03-13,CAN,North America,Canada,37742157.0,4.037,41.4,9.273449845487104e-05,0.0,0.0,0.00036563887962206296,2.649557098710601e-06,0.0,CAN2020-03-13,22.22,0.0,27.38,24.36,0.0,28.79,0.0,0.0,0.0,USA2020-03-13,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.00010604144806128997,3.0211238763900285e-08,0.0029138739787781818,0.0005024129006436616,1.2084495505560113e-05,0.009802338529335085,USA2020-03-13,30.09,0.0,30.95,29.81,0.0,35.23,0.0,0.0,0.0,6.43338478203049e-06,0.0,0.0,2.536591714057736e-05,1.838109937722997e-07,0.0,4.183630832791885e-06,1.1919176161800242e-07,0.00011496045408056334,1.9821589957073803e-05,4.7676704647200967e-07,0.00038672958974577065
73,2020-03-14,CAN2020-03-14,CAN,North America,Canada,37742157.0,4.037,41.4,0.00010068316975100284,0.0,0.0,0.00046632204937306583,2.649557098710601e-06,0.0,CAN2020-03-14,24.07,8.32583258325834,30.95,25.64,5.254515599343201,30.3,5.2448766932962965,0.0,0.0,USA2020-03-14,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0001543794300835304,2.1147867134730195e-08,0.003113268154619924,0.0006567923307271921,1.419928221903313e-05,0.012915606683955009,USA2020-03-14,35.65,18.477899634430027,40.48,36.22,21.502851392150287,42.8,21.48736871984105,0.0,0.0,6.984817763347389e-06,0.0,0.0,3.235073490392475e-05,1.838109937722997e-07,0.0,6.090699018679924e-06,8.34342331326017e-08,0.0001228271103473515,2.591228897575373e-05,5.602012796046114e-07,0.0005095567000931221
74,2020-03-15,CAN2020-03-15,CAN,North America,Canada,37742157.0,4.037,41.4,0.00018016988271232087,0.0,0.0,0.0006464919320853866,2.649557098710601e-06,0.0,CAN2020-03-15,24.07,0.0,30.95,33.33,29.99219968798752,30.3,0.0,50.0,0.0,USA2020-03-15,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0002347413251955052,3.0211238763900285e-08,0.003557977589224536,0.000891533655922697,1.722040609542316e-05,0.01647358427317954,USA2020-03-15,41.2,15.568022440392726,40.48,40.06,10.601877415792394,47.35,10.630841121495326,0.0,0.0,1.2499147576516381e-05,0.0,0.0,4.484988248044113e-05,1.838109937722997e-07,0.0,9.261199877718789e-06,1.1919176161800242e-07,0.00014037213765752147,3.517348885347252e-05,6.793930412226138e-07,0.0006499288377506436
75,2020-03-16,CAN2020-03-16,CAN,North America,Canada,37742157.0,4.037,41.4,0.00015897342592263602,0.0,0.0,0.0008054653580080226,2.649557098710601e-06,0.0,CAN2020-03-16,43.52,80.80598255089325,47.14,46.79,40.38403840384039,46.21,52.508250825082506,50.0,0.0,USA2020-03-16,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.00024863849502689933,3.6253486516680334e-08,0.006779704091006862,0.0011401721509495964,2.0845754747091188e-05,0.02325328836418641,USA2020-03-16,52.31,26.96601941747572,54.76,47.76,19.22116824762854,56.44,19.19746568109819,0.0,0.0,1.1028659626337982e-05,0.0,0.0,5.587854210677911e-05,1.838109937722997e-07,0.0,9.8094819811616e-06,1.4303011394160292e-07,0.0002674782322469592,4.498297083463412e-05,8.224231551642167e-07,0.0009174070699976028
76,2020-03-17,CAN2020-03-17,CAN,North America,Canada,37742157.0,4.037,41.4,0.0003179468518452721,7.948671296131802e-08,0.0,0.001123412209853295,1.0598228394842404e-05,0.0,CAN2020-03-17,43.52,0.0,47.14,46.79,0.0,46.21,0.0,50.0,0.0,USA2020-03-17,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.00026797368783579545,4.8337982022240445e-08,0.010630428583853593,0.0014081458387853918,2.567955294931524e-05,0.033883716948039995,USA2020-03-17,55.09,5.314471420378508,59.52,49.68,4.020100502512558,58.71,4.021970233876694,0.0,0.0,2.2057319252675964e-05,5.514329813168992e-07,0.0,7.793586135945508e-05,7.352439750891988e-07,0.0,1.0572309255516814e-05,1.9070681858880388e-07,0.00041940005160526515,5.555528009015093e-05,1.0131299737530206e-06,0.001336807121602868
77,2020-03-18,CAN2020-03-18,CAN,North America,Canada,37742157.0,4.037,41.4,0.0003841857793130371,1.0598228394842404e-07,0.0,0.001507597989166332,2.1196456789684808e-05,0.14300984440290468,CAN2020-03-18,61.11,40.41819852941176,68.57,62.82,34.25945714896345,60.61,31.16208612854361,75.0,50.0,USA2020-03-18,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0005335304765704789,6.948584915697064e-08,0.013789617821394644,0.0019416763153558708,3.26281378650123e-05,0.04767333476943464,USA2020-03-18,55.09,0.0,59.52,49.68,0.0,58.71,0.0,0.0,0.0,2.665259409698346e-05,7.352439750891988e-07,0.0,0.00010458845545643854,1.4704879501783977e-06,0.009921198388859877,2.1049265101739227e-05,2.7414105172140557e-07,0.0005440388767292102,7.660454519189016e-05,1.287271025474426e-06,0.0018808459983320782
78,2020-03-19,CAN2020-03-19,CAN,North America,Canada,37742157.0,4.037,41.4,0.00032059640894398266,2.649557098710601e-08,0.0025992155138351,0.001828194398110315,2.384601388839541e-05,0.14560905991673978,CAN2020-03-19,61.11,0.0,68.57,65.38,4.075135307226985,63.64,4.9991750536215065,75.0,0.0,USA2020-03-19,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0009027118142653402,1.2688720280838115e-07,0.016807418461520642,0.002844388129621211,4.531685814585042e-05,0.06448075323095527,USA2020-03-19,67.13,21.855146124523483,70.24,58.01,16.767310789049915,68.56,16.777380344064042,0.0,0.0,2.2241130246448266e-05,1.838109937722997e-07,0.000180318584890626,0.0001268295857028868,1.6542989439506974e-06,0.010101516973750503,3.561449837145913e-05,5.006053987956102e-07,0.0006630995274094329,0.00011221904356334929,1.7878764242700363e-06,0.0025439455257415112
79,2020-03-20,CAN2020-03-20,CAN,North America,Canada,37742157.0,4.037,41.4,0.00041333090739885376,2.649557098710601e-08,0.05791401906361631,0.002241525305509168,2.649557098710601e-05,0.2035230789803561,CAN2020-03-20,71.3,16.67484863361153,74.52,72.44,10.798409299479973,71.97,13.089252042740409,75.0,0.0,USA2020-03-20,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0014607133942345786,0.0,0.020435184012289786,0.00430510152385579,4.531685814585042e-05,0.08491593724324507,USA2020-03-20,67.13,0.0,70.24,58.01,0.0,68.56,0.0,0.0,0.0,2.8674515028478754e-05,1.838109937722997e-07,0.004017740701874927,0.00015550410073136554,1.838109937722997e-06,0.01411925767562543,5.762921674230417e-05,0.0,0.0008062249947603302,0.00016984826030565345,1.7878764242700363e-06,0.0033501705205018413
80,2020-03-21,CAN2020-03-21,CAN,North America,Canada,37742157.0,4.037,41.4,0.00033119463733882515,5.299114197421202e-08,0.031977504624338245,0.002572719942847993,3.1794685184527206e-05,0.23550058360469436,CAN2020-03-21,71.3,0.0,74.52,72.44,0.0,71.97,0.0,75.0,0.0,USA2020-03-21,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0016235519711720009,3.3232362640290305e-07,0.020396513626672,0.0059286534950277895,7.854922078614072e-05,0.10531245086991706,USA2020-03-21,72.69,8.282437062416204,72.14,61.86,6.63678676090329,73.11,6.636522753792296,0.0,0.0,2.2976374221537464e-05,3.676219875445994e-07,0.0022184148838378854,0.00017848047495290303,2.2057319252675968e-06,0.016337672559463317,6.40536526935145e-05,1.3111093777980266e-06,0.0008046993402116198,0.00023390191299916795,3.098985802068063e-06,0.004154869860713461
81,2020-03-22,CAN2020-03-22,CAN,North America,Canada,37742157.0,4.037,41.4,0.0008770033996732089,1.5897342592263605e-07,0.02633924711828208,0.0034497233425212024,4.769202777679082e-05,0.26183983072297645,CAN2020-03-22,71.3,0.0,74.52,72.44,0.0,71.97,0.0,75.0,0.0,USA2020-03-22,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0021519465371526167,2.4168991011120217e-07,0.018838217931230014,0.008080600032180408,0.00010271821179726096,0.12415066880114707,USA2020-03-22,72.69,0.0,72.14,61.86,0.0,73.11,0.0,0.0,0.0,6.0841438938631206e-05,1.1028659626337984e-06,0.0018272650890904314,0.00023932191389153422,3.3085978879013947e-06,0.018164937648553748,8.490029180050313e-05,9.535340929440193e-07,0.0007432202295690541,0.00031880220479967107,4.0525198950120825e-06,0.004898090090282515
82,2020-03-23,CAN2020-03-23,CAN,North America,Canada,37742157.0,4.037,41.4,0.00033914330863495687,5.299114197421202e-08,0.02205226373256833,0.0037888666511561604,5.299114197421202e-05,0.28389209445554475,CAN2020-03-23,72.69,1.9495091164095424,74.52,73.4,1.325234676974052,73.11,1.5839933305543896,75.0,0.0,USA2020-03-23,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0025555686870383245,3.9576722780709365e-07,0.02138170212276278,0.010636168719218731,0.0001422949345779703,0.14553237092390986,USA2020-03-23,72.69,0.0,72.14,61.86,0.0,73.11,0.0,0.0,0.0,2.3527807202854363e-05,3.676219875445994e-07,0.0015298589011668506,0.0002628497210943886,3.676219875445994e-06,0.019694796549720596,0.00010082431115266826,1.5614120771958318e-06,0.0008435677736752503,0.0004196265159523393,5.6139319722079145e-06,0.005741657863957765
83,2020-03-24,CAN2020-03-24,CAN,North America,Canada,37742157.0,4.037,41.4,0.0005723043333214897,1.0598228394842404e-07,0.04746681542340042,0.004361170984477649,6.358937036905441e-05,0.3313589098789452,CAN2020-03-24,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-03-24,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0033945347875118355,3.595137412904133e-07,0.027543586381047886,0.014030703506730566,0.00017824630870701168,0.17307595730495776,USA2020-03-24,72.69,0.0,72.14,61.86,0.0,73.11,0.0,0.0,0.0,3.9703174654816735e-05,7.352439750891988e-07,0.0032929739534307495,0.0003025528957492053,4.4114638505351935e-06,0.022987770503151348,0.00013392386335398752,1.4183819632542288e-06,0.0010866712906713281,0.0005535503793063269,7.032313935462143e-06,0.0068283291546290936
84,2020-03-25,CAN2020-03-25,CAN,North America,Canada,37742157.0,4.037,41.4,0.0008293113718964182,7.948671296131802e-08,0.04528622993116159,0.005190482356374067,7.153804166518623e-05,0.3766451398101068,CAN2020-03-25,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-03-25,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0026552657749591953,6.374571379182957e-07,0.03035202313654005,0.016685969281689764,0.0002419920224988412,0.20342798044149785,USA2020-03-25,72.69,0.0,72.14,61.86,0.0,73.11,0.0,0.0,0.0,5.753284105072981e-05,5.514329813168992e-07,0.0031416975055561466,0.00036008573679993514,4.962896831852092e-06,0.026129468008707493,0.00010475763928606233,2.5149461701398513e-06,0.0011974719522714233,0.0006583080185923892,9.547260105601994e-06,0.008025801106900517
85,2020-03-26,CAN2020-03-26,CAN,North America,Canada,37742157.0,4.037,41.4,0.0037782684227613173,2.119645678968481e-07,0.051531236012822466,0.008968750779135384,9.273449845487104e-05,0.4281763758229293,CAN2020-03-26,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-03-26,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.004218395268603395,7.522598452211168e-07,0.03387495568879846,0.02090436455029316,0.00031721800702095285,0.2373029361302963,USA2020-03-26,72.69,0.0,72.14,61.86,0.0,73.11,0.0,0.0,0.0,0.0002621144771192994,1.4704879501783977e-06,0.0035749400178774573,0.0006222002139192345,6.43338478203049e-06,0.02970440802658495,0.0001664274567472168,2.9678748642882604e-06,0.0013364614654941757,0.0008247354753396059,1.2515134969890254e-05,0.009362262572394692
86,2020-03-27,CAN2020-03-27,CAN,North America,Canada,37742157.0,4.037,41.4,0.0016771696434838106,1.0598228394842404e-07,0.023954645729442545,0.010645920422619195,0.00010333272684971344,0.4521310215523717,CAN2020-03-27,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-03-27,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.005074581775172329,7.431964735919469e-07,0.035498205547582824,0.025978946325465487,0.00039153765438014763,0.2728011416778791,USA2020-03-27,72.69,0.0,72.14,71.47,15.535079211121893,73.11,0.0,62.5,0.0,0.00011635235905786572,7.352439750891988e-07,0.0016618351946953618,0.0007385525729771003,7.168628757119689e-06,0.03136624322128031,0.00020020640198975867,2.9321173358028595e-06,0.0014005031990115284,0.0010249418773293647,1.5447252305693116e-05,0.01076276577140622
87,2020-03-28,CAN2020-03-28,CAN,North America,Canada,37742157.0,4.037,41.4,0.001740759013852865,3.7093799381948414e-07,0.03592004558721962,0.01238667943647206,0.0001404265262316619,0.4880510671395914,CAN2020-03-28,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-03-28,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.005647991086911157,1.2416819131963014e-06,0.0323260254773733,0.03162693741237665,0.0005157058456997778,0.3051271671552524,USA2020-03-28,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00012076382290840091,2.573353912812196e-06,0.0024919256425710674,0.0008593163958855012,9.741982669931885e-06,0.03385816886385138,0.00022282899834485554,4.8987814024999e-06,0.001275351849312626,0.0012477708756742202,2.0346033708193014e-05,0.012038117620718847
88,2020-03-29,CAN2020-03-29,CAN,North America,Canada,37742157.0,4.037,41.4,0.001883835097183237,1.8546899690974207e-07,0.0695084809275739,0.014270514533655297,0.00015897342592263602,0.5575595480671653,CAN2020-03-29,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-03-29,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0060359033926396365,1.4622239561727734e-06,0.0294468944231736,0.037662840805016286,0.0006619282413170551,0.33457406157842595,USA2020-03-29,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0001306896165721051,1.286676956406098e-06,0.004822097610622511,0.0009900060124576062,1.1028659626337982e-05,0.03868026647447389,0.00023813322053660703,5.768881262311318e-06,0.0011617621004906696,0.0014859040962108272,2.611491497050433e-05,0.013199879721209517
89,2020-03-30,CAN2020-03-30,CAN,North America,Canada,37742157.0,4.037,41.4,0.0023024651187795123,2.649557098710601e-08,0.08134935160171157,0.01657297965243481,0.00016162298302134666,0.6389088996688769,CAN2020-03-30,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-03-30,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.00554678343705209,9.607173926920288e-07,0.0323918859778786,0.04320962424206837,0.000757999980586258,0.36696594755630463,USA2020-03-30,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00015973175358812846,1.838109937722997e-07,0.005643548941790918,0.0011497377660457347,1.1212470620110282e-05,0.04432381541626481,0.00021883607433065245,3.790298019452477e-06,0.0012779502297158983,0.0017047401705414798,2.9905212989956807e-05,0.014477829950925416
90,2020-03-31,CAN2020-03-31,CAN,North America,Canada,37742157.0,4.037,41.4,0.003097332248392693,7.418759876389683e-07,0.0,0.019670311900827502,0.0002358105817852435,0.6389088996688769,CAN2020-03-31,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-03-31,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.006524117011064265,1.9969628822938086e-06,0.03778731110872356,0.04973374125313264,0.0009576962688156387,0.40475325866502815,USA2020-03-31,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00021487505171981837,5.146707825624392e-06,0.0,0.001364612817765553,1.6359178445734674e-05,0.04432381541626481,0.00025739460921407625,7.87857544294996e-06,0.001490814796789489,0.001962134779755556,3.778378843290677e-05,0.015968644747714904
91,2020-04-01,CAN2020-04-01,CAN,North America,Canada,37742157.0,4.037,41.4,0.002946307493766188,1.8546899690974207e-07,0.0,0.022616619394593692,0.00025435748147621765,0.6807586540430108,CAN2020-04-01,74.54,2.54505434034944,78.1,74.68,1.743869209809268,74.62,2.065380932840921,75.0,0.0,USA2020-04-01,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.007552205466199791,2.746201603638536e-06,0.04021538836817822,0.057285946719332424,0.0012323164291794925,0.4449686470332064,USA2020-04-01,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002043978250747973,1.286676956406098e-06,0.0,0.0015690106428403504,1.7645855402140774e-05,0.04722711006289828,0.00029795556569268245,1.083453113107642e-05,0.0015866092156018774,0.0022600903454482383,4.861831956398319e-05,0.01755525396331678
92,2020-04-02,CAN2020-04-02,CAN,North America,Canada,37742157.0,4.037,41.4,0.0028058809675345266,3.444424228323781e-07,0.02973068020463165,0.025422500362128217,0.0002888017237594555,0.7104893342476425,CAN2020-04-02,74.54,0.0,78.1,74.68,0.0,74.62,0.0,75.0,0.0,USA2020-04-02,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.008188152042179892,3.1993701850970395e-06,0.04241234965108905,0.06547409876151232,0.0015522534476891962,0.4873809966842954,USA2020-04-02,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00019465584240486539,2.389542919039896e-06,0.002062543161118975,0.0017636664852452156,2.003539832118067e-05,0.04928965322401726,0.000323045431513272,1.2622407555346456e-05,0.001673285464650489,0.00258313577696151,6.124072711932965e-05,0.01922853942796727
93,2020-04-03,CAN2020-04-03,CAN,North America,Canada,37742157.0,4.037,41.4,0.004432709026142835,7.683715586260744e-07,0.07130223108340097,0.02985520938827105,0.00036563887962206296,0.7817915653310435,CAN2020-04-03,74.54,0.0,78.1,74.68,0.0,74.62,0.0,75.0,0.0,USA2020-04-03,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.00870657689936842,2.764328346896876e-06,0.044617165856078486,0.07418067566088074,0.0018286862823788839,0.5319981625403739,USA2020-04-03,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00030751579258105744,5.330518819396692e-06,0.004946537653406358,0.0020711822778262732,2.536591714057736e-05,0.054236190877423616,0.0003434987378069212,1.0906046188047223e-05,0.001760271612279307,0.0029266345147684314,7.214677330737687e-05,0.020988811040246576
94,2020-04-04,CAN2020-04-04,CAN,North America,Canada,37742157.0,4.037,41.4,0.0033145959304869623,1.2982829783681944e-06,0.044793412310801424,0.03316980531875802,0.0004954671774588824,0.8265849776418449,CAN2020-04-04,72.69,-2.4818889187013804,74.52,73.4,-1.7139796464917034,73.11,-2.023586169927638,75.0,0.0,USA2020-04-04,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.009795994169194664,3.3353207595345905e-06,0.04031146010744742,0.0839766698300754,0.002162218358332343,0.5723096226478214,USA2020-04-04,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00022994755320914693,9.006738694842686e-06,0.003107508660714499,0.00230112983103542,3.4372655835420045e-05,0.057343699538138115,0.00038647928704637285,1.3158770482627467e-05,0.0015903995136213299,0.0033131138018148046,8.530554379000433e-05,0.02257921055386791
95,2020-04-05,CAN2020-04-05,CAN,North America,Canada,37742157.0,4.037,41.4,0.003611346325542549,1.1658051234326644e-06,0.06061656730430112,0.03678115164430056,0.0006120476898021488,0.887201544946146,CAN2020-04-05,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-05,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.010353995749163904,4.0603904898681984e-06,0.03800573836498655,0.09433066557923933,0.0025682574073191623,0.6103153610128078,USA2020-04-05,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002505343845116445,8.087683725981188e-06,0.004205227915522673,0.0025516642155470645,4.246033956140123e-05,0.061548927453660786,0.0004084940054172179,1.6019372761459527e-05,0.0014994323611544705,0.003721607807232022,0.00010132491655146386,0.024078642915022378
96,2020-04-06,CAN2020-04-06,CAN,North America,Canada,37742157.0,4.037,41.4,0.004276385157318909,1.2982829783681944e-06,0.005185183242176646,0.04105753680161947,0.0007418759876389684,0.8923867281883227,CAN2020-04-06,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-06,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.007673050421255394,3.4622079623429716e-06,0.038835641093830885,0.10200371600049472,0.0029144782035534595,0.6491510021066387,USA2020-04-06,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002966709439484917,9.006738694842686e-06,0.0003597181148123905,0.0028483351594955565,5.146707825624392e-05,0.061908645568473177,0.0003027232361574026,1.3659375881423078e-05,0.0015321743380709357,0.004024331043389425,0.00011498429243288694,0.025610817253093315
97,2020-04-07,CAN2020-04-07,CAN,North America,Canada,37742157.0,4.037,41.4,0.0030655375632081656,1.1393095524455584e-06,0.025703353414591543,0.04412307436482764,0.0008558069428835243,0.9180900816029144,CAN2020-04-07,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-07,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.009232856678635564,4.0543482421154165e-06,0.04476640937557215,0.11123657267913026,0.003319913027765001,0.6939174114822109,USA2020-04-07,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00021266931979455078,7.903872732208887e-06,0.0017831504505850795,0.003061004479290107,5.9370950988452804e-05,0.06369179601905825,0.0003642619426807772,1.5995534409135927e-05,0.0017661596853032363,0.004388592986070202,0.00013097982684202286,0.02737697693839655
98,2020-04-08,CAN2020-04-08,CAN,North America,Canada,37742157.0,4.037,41.4,0.003258955231414039,1.5102475462650426e-06,0.03381364769374469,0.047382029596241666,0.0010068316975100284,0.9519037292966591,CAN2020-04-08,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-08,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.009248566522792791,5.758262108399393e-06,0.1041206175006812,0.12048513920192305,0.0038957392386049406,0.7980380289828922,USA2020-04-08,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00022608752233992864,1.0477226645021083e-05,0.002345795902522089,0.0032870920016300357,6.984817763347389e-05,0.06603759192158035,0.0003648817398411908,2.2717949764391262e-05,0.0041078487107551595,0.004753474725911393,0.00015369777660641413,0.031484825649151706
99,2020-04-09,CAN2020-04-09,CAN,North America,Canada,37742157.0,4.037,41.4,0.003685533924306446,1.4572564042908303e-06,0.03792046119674612,0.05106756352054812,0.0011525573379391116,0.989824190493405,CAN2020-04-09,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-09,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.010067291093294491,5.806600090421632e-06,0.04933827613771318,0.13055243029521754,0.004476399247647104,0.8473763051206052,USA2020-04-09,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002556810923372689,1.0109604657476484e-05,0.0026307029428691534,0.003542773093967305,7.995778229095037e-05,0.0686682948644495,0.0003971827072396695,2.2908656582980065e-05,0.0019465325781597594,0.005150657433151062,0.00017660643318939418,0.03343135822731147
100,2020-04-10,CAN2020-04-10,CAN,North America,Canada,37742157.0,4.037,41.4,0.0039054471634994256,1.9606722530458446e-06,0.025809335698539968,0.05497301068404755,0.0013486245632436961,1.0156335261919451,CAN2020-04-10,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-10,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.010241912053349832,5.658565020478523e-06,0.053484164433283216,0.1407943423485674,0.005042255749694956,0.9008604695538884,USA2020-04-10,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002709374048203698,1.360201353915018e-05,0.0017905028903359714,0.0038137104987876745,9.355979583010055e-05,0.07045879775478547,0.00040407199106119,2.2324616951051853e-05,0.002110099432628144,0.005554729424212253,0.00019893105014044606,0.035541457659939615
101,2020-04-11,CAN2020-04-11,CAN,North America,Canada,37742157.0,4.037,41.4,0.003669636581714183,1.5897342592263603e-06,0.04830142590949426,0.058642647265761724,0.001507597989166332,1.0639349521014392,CAN2020-04-11,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-11,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.010733146795650851,6.305085530025988e-06,0.061890441619338474,0.15152748914421826,0.0056727643026975565,0.9627509111732272,USA2020-04-11,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002545782263746351,1.1028659626337982e-05,0.0033508744164690235,0.004068288725162309,0.00010458845545643854,0.07380967217125449,0.0004234525715002772,2.4875320649677107e-05,0.002441750509330236,0.00597818199571253,0.00022380637079012317,0.037983208169269846
