date_updated,primary_key_reaction,iso_code,continent,location,population,population_density,median_age,new_cases,percentage_of_Pop_New_Cases,new_deaths,percentage_of_Pop_New_Deaths,new_tests,percentage_of_Pop_New_Tests,total_cases_updated,percentage_of_Pop_Total_Cases,total_deaths_updated,percentage_of_Pop_Total_Deaths,total_tests_updated,percentage_of_Pop_Total_Tests,primary_key_response,StringencyIndex_updated,percentage_change_stringency,StringencyLegacyIndex_updated,GovernmentResponseIndex_updated,percentage_change_GovernmentResponse,ContainmentHealthIndex_updated,percentage_change_ContainmentHealth,EconomicSupportIndex_updated,percentage_change_EconomicSupport
2020-04-01,CAN2020-04-01,CAN,North America,Canada,37742157.0,4.037,41.4,1112.0,0.002946307493766188,7.0,1.8546899690974207e-07,0.0,0.0,8536.0,0.022616619394593692,96.0,0.00025435748147621765,256933.0,0.6807586540430108,CAN2020-04-01,74.54,2.54505434034944,78.1,74.68,1.743869209809268,74.62,2.065380932840921,75.0,0.0
2020-04-02,CAN2020-04-02,CAN,North America,Canada,37742157.0,4.037,41.4,1059.0,0.0028058809675345266,13.0,3.444424228323781e-07,11221.0,0.02973068020463165,9595.0,0.025422500362128217,109.0,0.0002888017237594555,268154.0,0.7104893342476425,CAN2020-04-02,74.54,0.0,78.1,74.68,0.0,74.62,0.0,75.0,0.0
2020-04-03,CAN2020-04-03,CAN,North America,Canada,37742157.0,4.037,41.4,1673.0,0.004432709026142835,29.0,7.683715586260744e-07,26911.0,0.07130223108340097,11268.0,0.02985520938827105,138.0,0.00036563887962206296,295065.0,0.7817915653310435,CAN2020-04-03,74.54,0.0,78.1,74.68,0.0,74.62,0.0,75.0,0.0
2020-04-04,CAN2020-04-04,CAN,North America,Canada,37742157.0,4.037,41.4,1251.0,0.0033145959304869623,49.0,1.2982829783681944e-06,16906.0,0.044793412310801424,12519.0,0.03316980531875802,187.0,0.0004954671774588824,311971.0,0.8265849776418449,CAN2020-04-04,72.69,-2.4818889187013804,74.52,73.4,-1.7139796464917034,73.11,-2.023586169927638,75.0,0.0
2020-04-05,CAN2020-04-05,CAN,North America,Canada,37742157.0,4.037,41.4,1363.0,0.003611346325542549,44.0,1.1658051234326644e-06,22878.0,0.06061656730430112,13882.0,0.03678115164430056,231.0,0.0006120476898021488,334849.0,0.887201544946146,CAN2020-04-05,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-06,CAN2020-04-06,CAN,North America,Canada,37742157.0,4.037,41.4,1614.0,0.004276385157318909,49.0,1.2982829783681944e-06,1957.0,0.005185183242176646,15496.0,0.04105753680161947,280.0,0.0007418759876389684,336806.0,0.8923867281883227,CAN2020-04-06,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-07,CAN2020-04-07,CAN,North America,Canada,37742157.0,4.037,41.4,1157.0,0.0030655375632081656,43.0,1.1393095524455584e-06,9701.0,0.025703353414591543,16653.0,0.04412307436482764,323.0,0.0008558069428835243,346507.0,0.9180900816029144,CAN2020-04-07,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-08,CAN2020-04-08,CAN,North America,Canada,37742157.0,4.037,41.4,1230.0,0.003258955231414039,57.0,1.5102475462650426e-06,12762.0,0.03381364769374469,17883.0,0.047382029596241666,380.0,0.0010068316975100284,359269.0,0.9519037292966591,CAN2020-04-08,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-09,CAN2020-04-09,CAN,North America,Canada,37742157.0,4.037,41.4,1391.0,0.003685533924306446,55.0,1.4572564042908303e-06,14312.0,0.03792046119674612,19274.0,0.05106756352054812,435.0,0.0011525573379391116,373581.0,0.989824190493405,CAN2020-04-09,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-10,CAN2020-04-10,CAN,North America,Canada,37742157.0,4.037,41.4,1474.0,0.0039054471634994256,74.0,1.9606722530458446e-06,9741.0,0.025809335698539968,20748.0,0.05497301068404755,509.0,0.0013486245632436961,383322.0,1.0156335261919451,CAN2020-04-10,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-11,CAN2020-04-11,CAN,North America,Canada,37742157.0,4.037,41.4,1385.0,0.003669636581714183,60.0,1.5897342592263603e-06,18230.0,0.04830142590949426,22133.0,0.058642647265761724,569.0,0.001507597989166332,401552.0,1.0639349521014392,CAN2020-04-11,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-12,CAN2020-04-12,CAN,North America,Canada,37742157.0,4.037,41.4,1168.0,0.0030946826912939818,84.0,2.225627962916905e-06,3099.0,0.008210977448904153,23301.0,0.06173732995705571,653.0,0.0017301607854580225,404651.0,1.0721459295503433,CAN2020-04-12,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-13,CAN2020-04-13,CAN,North America,Canada,37742157.0,4.037,41.4,1064.0,0.00281912875302808,64.0,1.6957165431747847e-06,24269.0,0.06430210122860758,24365.0,0.0645564587100838,717.0,0.0018997324397755009,428920.0,1.1364480307789508,CAN2020-04-13,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-14,CAN2020-04-14,CAN,North America,Canada,37742157.0,4.037,41.4,1298.0,0.00343912511412636,63.0,1.6692209721876787e-06,21797.0,0.05775239608059497,25663.0,0.06799558382421014,780.0,0.0020666545369942687,450717.0,1.194200426859546,CAN2020-04-14,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-15,CAN2020-04-15,CAN,North America,Canada,37742157.0,4.037,41.4,1383.0,0.003664337467516761,123.0,3.2589552314140394e-06,11636.0,0.030830246400596555,27046.0,0.07165992129172692,903.0,0.002392550060135673,462353.0,1.2250306732601424,CAN2020-04-15,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-16,CAN2020-04-16,CAN,North America,Canada,37742157.0,4.037,41.4,1318.0,0.0034921162561005717,107.0,2.835026095620343e-06,24707.0,0.06546260723784282,28364.0,0.07515203754782747,1010.0,0.002676052669697707,487060.0,1.2904932804979852,CAN2020-04-16,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-17,CAN2020-04-17,CAN,North America,Canada,37742157.0,4.037,41.4,1717.0,0.004549289538486103,183.0,4.8486894906404006e-06,15943.0,0.04224188882474311,30081.0,0.0797013270863136,1193.0,0.0031609216187617477,503003.0,1.3327351693227285,CAN2020-04-17,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-18,CAN2020-04-18,CAN,North America,Canada,37742157.0,4.037,41.4,1791.0,0.004745356763790686,116.0,3.0734862345042977e-06,13213.0,0.03500859794526317,31872.0,0.08444668385010427,1309.0,0.003468270242212177,516216.0,1.3677437672679915,CAN2020-04-18,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-19,CAN2020-04-19,CAN,North America,Canada,37742157.0,4.037,41.4,1469.0,0.0038921993780058725,158.0,4.186300215962748e-06,19846.0,0.05258311018101058,33341.0,0.08833888322811015,1467.0,0.0038869002638084525,536062.0,1.4203268774490023,CAN2020-04-19,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-20,CAN2020-04-20,CAN,North America,Canada,37742157.0,4.037,41.4,1436.0,0.0038047639937484243,113.0,2.9939995215429785e-06,19489.0,0.0516372182967709,34777.0,0.09214364722185857,1580.0,0.004186300215962749,555551.0,1.4719640957457734,CAN2020-04-20,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-21,CAN2020-04-21,CAN,North America,Canada,37742157.0,4.037,41.4,2046.0,0.005420993823961889,110.0,2.9145128085816614e-06,10380.0,0.02750240268461604,36823.0,0.09756464104582044,1690.0,0.004477751496820915,565931.0,1.4994664984303891,CAN2020-04-21,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-22,CAN2020-04-22,CAN,North America,Canada,37742157.0,4.037,41.4,1590.0,0.004212795786949854,144.0,3.815362222143267e-06,10417.0,0.02760043629726833,38413.0,0.10177743683277032,1834.0,0.004859287719035242,576348.0,1.5270669347276575,CAN2020-04-22,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-23,CAN2020-04-23,CAN,North America,Canada,37742157.0,4.037,41.4,1766.0,0.0046791178363229215,140.0,3.7093799381948416e-06,43753.0,0.11592607173988492,40179.0,0.10645655466909323,1974.0,0.005230225712854726,620101.0,1.6429930064675424,CAN2020-04-23,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-24,CAN2020-04-24,CAN,North America,Canada,37742157.0,4.037,41.4,1920.0,0.005087149629524354,172.0,4.557238209782233e-06,23297.0,0.061726731728660875,42099.0,0.1115437042986176,2146.0,0.005685949533832949,643398.0,1.7047197381962031,CAN2020-04-24,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-25,CAN2020-04-25,CAN,North America,Canada,37742157.0,4.037,41.4,1778.0,0.0047109125215074495,156.0,4.1333090739885375e-06,26160.0,0.06931241370226933,43877.0,0.11625461682012506,2302.0,0.006099280441231803,669558.0,1.7740321518984727,CAN2020-04-25,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-26,CAN2020-04-26,CAN,North America,Canada,37742157.0,4.037,41.4,1464.0,0.0038789515925123203,163.0,4.3187780708982805e-06,22105.0,0.058568459666997835,45341.0,0.12013356841263735,2465.0,0.006531158248321631,691663.0,1.8326006115654705,CAN2020-04-26,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-27,CAN2020-04-27,CAN,North America,Canada,37742157.0,4.037,41.4,1543.0,0.004088266603310457,95.0,2.517079243775071e-06,25788.0,0.06832677846154897,46884.0,0.12422183501594786,2560.0,0.006782866172699139,717451.0,1.90092739002702,CAN2020-04-27,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-28,CAN2020-04-28,CAN,North America,Canada,37742157.0,4.037,41.4,1605.0,0.0042525391434305145,147.0,3.894848935104584e-06,23408.0,0.06202083256661775,48489.0,0.12847437415937832,2707.0,0.007172351066209597,740859.0,1.9629482225936372,CAN2020-04-28,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-29,CAN2020-04-29,CAN,North America,Canada,37742157.0,4.037,41.4,1526.0,0.004043224132632377,152.0,4.027326790040113e-06,17553.0,0.046507675753667176,50015.0,0.1325175982920107,2859.0,0.007575083745213608,758412.0,2.0094558983473045,CAN2020-04-29,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-04-30,CAN2020-04-30,CAN,North America,Canada,37742157.0,4.037,41.4,1572.0,0.0041651037591730646,137.0,3.629893225233523e-06,29871.0,0.07914492009558435,51587.0,0.13668270205118374,2996.0,0.007938073067736959,788283.0,2.0886008184428886,CAN2020-04-30,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-01,CAN2020-05-01,CAN,North America,Canada,37742157.0,4.037,41.4,1649.0,0.004369119655773781,188.0,4.98116734557593e-06,43939.0,0.1164188893602451,53236.0,0.14105182170695754,3184.0,0.008436189802294554,832222.0,2.2050197078031344,CAN2020-05-01,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-02,CAN2020-05-02,CAN,North America,Canada,37742157.0,4.037,41.4,1825.0,0.0048354417051468465,207.0,5.484583194330944e-06,0.0,0.0,55061.0,0.1458872634121044,3391.0,0.008984648121727648,832222.0,2.2050197078031344,CAN2020-05-02,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-03,CAN2020-05-03,CAN,North America,Canada,37742157.0,4.037,41.4,1653.0,0.004379717884168623,175.0,4.6367249227435505e-06,0.0,0.0,56714.0,0.15026698129627306,3566.0,0.009448320614002005,893490.0,2.367352772126935,CAN2020-05-03,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-04,CAN2020-05-04,CAN,North America,Canada,37742157.0,4.037,41.4,2760.0,0.00731277759244126,116.0,3.0734862345042977e-06,25878.0,0.06856523860043293,59474.0,0.15757975888871428,3682.0,0.00975566923745243,919368.0,2.4359180107273684,CAN2020-05-04,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-05,CAN2020-05-05,CAN,North America,Canada,37742157.0,4.037,41.4,1298.0,0.00343912511412636,172.0,4.557238209782233e-06,21199.0,0.056167960935566016,60772.0,0.16101888400284065,3854.0,0.010211393058430657,940567.0,2.492085971662934,CAN2020-05-05,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-06,CAN2020-05-06,CAN,North America,Canada,37742157.0,4.037,41.4,1274.0,0.0033755357437573056,189.0,5.0076629165630364e-06,1959.0,0.005190482356374067,62046.0,0.16439441974659794,4043.0,0.010712159350086958,942526.0,2.497276454019308,CAN2020-05-06,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-07,CAN2020-05-07,CAN,North America,Canada,37742157.0,4.037,41.4,1450.0,0.003841857793130371,189.0,5.0076629165630364e-06,59356.0,0.15726711115106642,63496.0,0.16823627753972833,4232.0,0.011212925641743265,1001882.0,2.6545435651703744,CAN2020-05-07,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-08,CAN2020-05-08,CAN,North America,Canada,37742157.0,4.037,41.4,1426.0,0.0037782684227613173,176.0,4.663220493730658e-06,30130.0,0.0798311553841504,64922.0,0.17201454596248966,4408.0,0.01167924769111633,1032012.0,2.734374720554525,CAN2020-05-08,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-09,CAN2020-05-09,CAN,North America,Canada,37742157.0,4.037,41.4,1512.0,0.004006130333250428,161.0,4.265786928924069e-06,35583.0,0.09427919024341933,66434.0,0.17602067629574006,4569.0,0.012105826384008736,1067595.0,2.8286539107979443,CAN2020-05-09,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-10,CAN2020-05-10,CAN,North America,Canada,37742157.0,4.037,41.4,1268.0,0.003359638401165042,124.0,3.2854508024011452e-06,25633.0,0.06791609711124884,67702.0,0.1793803146969051,4693.0,0.01243437146424885,1093228.0,2.896570007909194,CAN2020-05-10,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0
2020-05-11,CAN2020-05-11,CAN,North America,Canada,37742157.0,4.037,41.4,1146.0,0.0030363924351223485,178.0,4.71621163570487e-06,25722.0,0.06815190769303409,68848.0,0.18241670713202746,4871.0,0.012905992627819338,1118950.0,2.964721915602227,CAN2020-05-11,70.83,-2.5588113908378007,70.95,72.12,-1.743869209809268,71.59,-2.079058952263701,75.0,0.0
2020-05-12,CAN2020-05-12,CAN,North America,Canada,37742157.0,4.037,41.4,1133.0,0.003001948192839111,122.0,3.232459660426933e-06,26733.0,0.07083060991983049,69981.0,0.18541865532486654,4993.0,0.013229238593862032,1145683.0,3.035552525522057,CAN2020-05-12,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-13,CAN2020-05-13,CAN,North America,Canada,37742157.0,4.037,41.4,1176.0,0.003115879148083667,176.0,4.663220493730658e-06,23697.0,0.06278655456814511,71157.0,0.18853453447295024,5169.0,0.013695560643235096,1169380.0,3.098339080090202,CAN2020-05-13,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-14,CAN2020-05-14,CAN,North America,Canada,37742157.0,4.037,41.4,1121.0,0.002970153507654584,135.0,3.5769020832593107e-06,3416.0,0.009050887049195414,72278.0,0.19150468798060485,5304.0,0.014053250851561028,1172796.0,3.107389967139398,CAN2020-05-14,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-15,CAN2020-05-15,CAN,North America,Canada,37742157.0,4.037,41.4,1123.0,0.002975452621852005,168.0,4.45125592583381e-06,60116.0,0.15928077454608647,73401.0,0.19448014060245686,5472.0,0.014498376444144409,1232912.0,3.2666707416854845,CAN2020-05-15,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-16,CAN2020-05-16,CAN,North America,Canada,37742157.0,4.037,41.4,1201.0,0.003182118075551432,90.0,2.384601388839541e-06,32590.0,0.08634906584697849,74602.0,0.19766225867800824,5562.0,0.01473683658302836,1265502.0,3.3530198075324638,CAN2020-05-16,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-17,CAN2020-05-17,CAN,North America,Canada,37742157.0,4.037,41.4,1251.0,0.0033145959304869623,117.0,3.099981805491403e-06,31193.0,0.08264763458007977,75853.0,0.20097685460849524,5679.0,0.015046834763577504,1296695.0,3.435667442112543,CAN2020-05-17,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-18,CAN2020-05-18,CAN,North America,Canada,37742157.0,4.037,41.4,1138.0,0.003015195978332664,103.0,2.7290438116719193e-06,23292.0,0.06171348394316732,76991.0,0.2039920505868279,5782.0,0.015319739144744696,1319987.0,3.4973809260557096,CAN2020-05-18,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-19,CAN2020-05-19,CAN,North America,Canada,37742157.0,4.037,41.4,1070.0,0.0028350260956203433,60.0,1.5897342592263603e-06,16980.0,0.044989479536106006,78061.0,0.2068270766824482,5842.0,0.015478712570667331,1336967.0,3.542370405591816,CAN2020-05-19,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-20,CAN2020-05-20,CAN,North America,Canada,37742157.0,4.037,41.4,1040.0,0.002755539382659025,70.0,1.8546899690974208e-06,35962.0,0.09528337238383064,79101.0,0.20958261606510725,5912.0,0.015664181567577068,1372929.0,3.637653777975647,CAN2020-05-20,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-21,CAN2020-05-21,CAN,North America,Canada,37742157.0,4.037,41.4,990.0,0.002623061527723495,118.0,3.126477376478509e-06,2121.0,0.0056197106063651855,80091.0,0.21220567759283074,6030.0,0.015976829305224927,1375050.0,3.6432734885820115,CAN2020-05-21,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-22,CAN2020-05-22,CAN,North America,Canada,37742157.0,4.037,41.4,1222.0,0.0032377587746243545,122.0,3.232459660426933e-06,26514.0,0.07025035691521288,81313.0,0.2154434363674551,6152.0,0.016300075271267617,1401564.0,3.713523845497225,CAN2020-05-22,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-23,CAN2020-05-23,CAN,North America,Canada,37742157.0,4.037,41.4,1156.0,0.003062888006109455,98.0,2.5965659567363893e-06,30347.0,0.0804061092745706,82469.0,0.21850632437356451,6250.0,0.016559731866941256,1431911.0,3.793929954771796,CAN2020-05-23,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-24,CAN2020-05-24,CAN,North America,Canada,37742157.0,4.037,41.4,1141.0,0.0030231446496287962,105.0,2.7820349536461306e-06,22979.0,0.0608841725712709,83610.0,0.2215294690231933,6355.0,0.016837935362305868,1454890.0,3.8548141273430665,CAN2020-05-24,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-25,CAN2020-05-25,CAN,North America,Canada,37742157.0,4.037,41.4,1078.0,0.002856222552410028,69.0,1.8281943981103145e-06,24872.0,0.06589978415913007,84688.0,0.22438569157560334,6424.0,0.017020754802116903,1479762.0,3.920713911502197,CAN2020-05-25,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-26,CAN2020-05-26,CAN,North America,Canada,37742157.0,4.037,41.4,1012.0,0.0026813517838951283,121.0,3.2059640894398273e-06,20719.0,0.05489617352818495,85700.0,0.2270670433594985,6545.0,0.017341351211060882,1500481.0,3.9756100850303815,CAN2020-05-26,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-27,CAN2020-05-27,CAN,North America,Canada,37742157.0,4.037,41.4,936.0,0.0024799854443931226,94.0,2.490583672787965e-06,27758.0,0.07354640594600886,86636.0,0.2295470288038917,6639.0,0.01759040957833968,1528239.0,4.04915649097639,CAN2020-05-27,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-28,CAN2020-05-28,CAN,North America,Canada,37742157.0,4.037,41.4,872.0,0.002310413790075644,126.0,3.3384419443753573e-06,30965.0,0.08204353556157376,87508.0,0.2318574425939673,6765.0,0.01792425377277722,1559204.0,4.131200026537964,CAN2020-05-28,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-29,CAN2020-05-29,CAN,North America,Canada,37742157.0,4.037,41.4,993.0,0.0026310101990196268,112.0,2.967503950555873e-06,34173.0,0.09054331473423737,88501.0,0.2344884527929869,6877.0,0.0182210041678328,1593377.0,4.221743341272202,CAN2020-05-29,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-30,CAN2020-05-30,CAN,North America,Canada,37742157.0,4.037,41.4,906.0,0.0024004987314318045,102.0,2.7025482406848135e-06,37797.0,0.10014530965996457,89407.0,0.2368889515244187,6979.0,0.018491258991901283,1631174.0,4.321888650932166,CAN2020-05-30,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-05-31,CAN2020-05-31,CAN,North America,Canada,37742157.0,4.037,41.4,772.0,0.002045458080204584,94.0,2.490583672787965e-06,31868.0,0.08443608562170943,90179.0,0.2389344096046233,7073.0,0.01874031735918008,1663042.0,4.406324736553875,CAN2020-05-31,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-01,CAN2020-06-01,CAN,North America,Canada,37742157.0,4.037,41.4,757.0,0.002005714723723925,222.0,5.882016759137535e-06,28255.0,0.07486323582406804,90936.0,0.2409401243283472,7295.0,0.019328519035093836,1691297.0,4.481187972377944,CAN2020-06-01,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-02,CAN2020-06-02,CAN,North America,Canada,37742157.0,4.037,41.4,758.0,0.0020083642808226354,31.0,8.213627006002863e-07,30138.0,0.07985235184094007,91694.0,0.24294848860916984,7326.0,0.019410655305153863,1721435.0,4.561040324218883,CAN2020-06-02,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-03,CAN2020-06-03,CAN,North America,Canada,37742157.0,4.037,41.4,705.0,0.0018679377545909735,69.0,1.8281943981103145e-06,30112.0,0.07978346335637362,92399.0,0.24481642636376086,7395.0,0.01959347474496489,1751547.0,4.640823787575258,CAN2020-06-03,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-04,CAN2020-06-04,CAN,North America,Canada,37742157.0,4.037,41.4,675.0,0.0017884510416296554,103.0,2.7290438116719193e-06,35823.0,0.09491508394710986,93074.0,0.2466048774053905,7498.0,0.019866379126132087,1787370.0,4.7357388715223685,CAN2020-06-04,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-05,CAN2020-06-05,CAN,North America,Canada,37742157.0,4.037,41.4,641.0,0.0016983661002734952,139.0,3.6828843672077345e-06,37411.0,0.09912258061986227,93715.0,0.248303243505664,7637.0,0.02023466756285286,1824781.0,4.8348614521422295,CAN2020-06-05,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-06,CAN2020-06-06,CAN,North America,Canada,37742157.0,4.037,41.4,609.0,0.001613580273114756,66.0,1.7487076851489968e-06,5641.0,0.0149461515938265,94324.0,0.2499168237787787,7703.0,0.02040953833136776,1830422.0,4.849807603736057,CAN2020-06-06,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-07,CAN2020-06-07,CAN,North America,Canada,37742157.0,4.037,41.4,722.0,0.0019129802252690535,70.0,1.8546899690974208e-06,37779.0,0.1000976176321878,95046.0,0.2518298040040478,7773.0,0.0205950073282775,1868201.0,4.949905221368243,CAN2020-06-07,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-08,CAN2020-06-08,CAN,North America,Canada,37742157.0,4.037,41.4,642.0,0.0017010156573722054,27.0,7.153804166518621e-07,28545.0,0.0756316073826941,95688.0,0.25353081966142005,7800.0,0.02066654536994269,1896746.0,5.025536828750939,CAN2020-06-08,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-09,CAN2020-06-09,CAN,North America,Canada,37742157.0,4.037,41.4,545.0,0.0014440086187972776,35.0,9.273449845487104e-07,33319.0,0.0882805929719385,96233.0,0.2549748282802173,7835.0,0.02075927986839756,1930065.0,5.113817421722876,CAN2020-06-09,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-10,CAN2020-06-10,CAN,North America,Canada,37742157.0,4.037,41.4,409.0,0.0010836688533726354,62.0,1.6427254012005726e-06,25578.0,0.06777037147081975,96642.0,0.2560584971335899,7897.0,0.020923552408517617,1955643.0,5.181587793193696,CAN2020-06-10,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-11,CAN2020-06-11,CAN,North America,Canada,37742157.0,4.037,41.4,472.0,0.0012505909505914035,63.0,1.6692209721876787e-06,33536.0,0.08885554686235872,97114.0,0.2573090880841813,7960.0,0.02109047450573638,1989179.0,5.270443340056055,CAN2020-06-11,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-12,CAN2020-06-12,CAN,North America,Canada,37742157.0,4.037,41.4,405.0,0.0010730706249777934,34.0,9.008494135616043e-07,39241.0,0.10397127011050268,97519.0,0.2583821587091591,7994.0,0.021180559447092545,2028420.0,5.374414610166557,CAN2020-06-12,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-13,CAN2020-06-13,CAN,North America,Canada,37742157.0,4.037,41.4,413.0,0.0010942670817674783,55.0,1.4572564042908303e-06,43600.0,0.1155206895037822,97932.0,0.25947642579092656,8049.0,0.021326285087521626,2072020.0,5.489935299670338,CAN2020-06-13,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-14,CAN2020-06-14,CAN,North America,Canada,37742157.0,4.037,41.4,467.0,0.0012373431650978509,58.0,1.5367431172521489e-06,41828.0,0.11082567432486702,98399.0,0.26071376895602444,8107.0,0.02147995939924684,2113848.0,5.6007609739952064,CAN2020-06-14,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-15,CAN2020-06-15,CAN,North America,Canada,37742157.0,4.037,41.4,377.0,0.0009988830262138966,39.0,1.0333272684971344e-06,38852.0,0.10294059239910427,98776.0,0.2617126519822383,8146.0,0.021583292126096557,2152700.0,5.703701566394312,CAN2020-06-15,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-16,CAN2020-06-16,CAN,North America,Canada,37742157.0,4.037,41.4,360.0,0.0009538405555358164,29.0,7.683715586260744e-07,30700.0,0.08134140293041545,99136.0,0.2626664925377741,8175.0,0.02166012928195916,2183400.0,5.785042969324727,CAN2020-06-16,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
2020-06-17,CAN2020-06-17,CAN,North America,Canada,37742157.0,4.037,41.4,320.0,0.0008478582715873924,38.0,1.0068316975100285e-06,33254.0,0.08810837176052233,99456.0,0.26351435080936153,8213.0,0.021760812451710163,2216654.0,5.873151341085247,CAN2020-06-17,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0
